Date ,Time ,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Air Temperature (degC),Sulfur Dioxide (SO2) (ppm),PM10 (µg/m^3)
1/03/2012,13:00,14,2.8,21.2,1.5,31.5,,15.9
1/03/2012,14:00,23,1,29.5,0.6,27.6,,11.7
1/03/2012,15:00,30,1.2,30.3,0.7,29.7,,8.1
1/03/2012,16:00,17,1.5,21.5,0.7,31.5,,7.6
1/03/2012,17:00,22,1.9,20.1,0.8,31.4,,3.3
1/03/2012,18:00,12,1.6,19.2,0.9,29.3,,6.2
1/03/2012,19:00,36,1.2,22,0.6,28.1,,9.1
1/03/2012,20:00,19,1.1,23.4,0.5,27.6,,7.3
1/03/2012,21:00,25,0.8,25.7,0.4,27.1,,6.2
1/03/2012,22:00,349,1.1,28.7,0.5,27,,7.1
1/03/2012,23:00,355,0.7,167.3,0.3,26.3,,6.4
2/03/2012,0:00,14,0.5,32.4,0.3,26,,7
2/03/2012,1:00,0,0.4,152.3,0.2,25.9,,3.7
2/03/2012,2:00,336,0.7,24.2,0.3,25.8,,6.8
2/03/2012,3:00,339,0.9,27.1,0.4,25.7,,9.9
2/03/2012,4:00,353,0.6,39,0.3,25.3,,12.2
2/03/2012,5:00,350,0.4,34,0.3,25.3,,9.9
2/03/2012,6:00,12,0.5,171.2,0.2,25.6,,10.2
2/03/2012,7:00,360,0.9,171.5,0.6,26.3,,13
2/03/2012,8:00,351,1.9,24.2,0.8,29.1,,9.6
2/03/2012,9:00,4,1.8,175.3,0.9,31.4,,7.3
2/03/2012,10:00,4,2.3,176.3,1.1,33.4,,2.8
2/03/2012,11:00,6,2,171.4,1,34.5,,4.7
2/03/2012,12:00,6,2.1,182.5,1.2,36.7,,
2/03/2012,13:00,36,2.1,31.9,1.1,37.7,,7.3
2/03/2012,14:00,40,2.1,28.7,1.1,37.6,,
2/03/2012,15:00,34,2.2,30,1.2,38.2,,4.7
2/03/2012,16:00,21,2.2,25.1,1.1,37.7,,4.8
2/03/2012,17:00,22,2.4,20.7,1.1,36,,11.2
2/03/2012,18:00,14,2.2,19.3,0.9,33.2,,8.2
2/03/2012,19:00,20,1.6,19.1,0.7,31.6,,5
2/03/2012,20:00,26,1.6,22.8,0.8,30.3,,11
2/03/2012,21:00,24,1.4,22.3,0.7,29.3,,6
2/03/2012,22:00,10,1,26.4,0.5,28.8,,6.7
2/03/2012,23:00,26,0.8,22.7,0.4,28.2,,8.3
3/03/2012,0:00,353,1.3,22,0.6,27.9,,6.7
3/03/2012,1:00,16,1.1,24.3,0.6,27.8,,3.6
3/03/2012,2:00,4,1.1,171.2,0.5,27.4,,4.6
3/03/2012,3:00,3,1.6,178.6,0.8,27.1,,5.8
3/03/2012,4:00,3,1.4,172.7,0.7,27,,5.3
3/03/2012,5:00,16,1.2,23.1,0.5,26.8,,4.8
3/03/2012,6:00,19,1.1,22.4,0.5,26.5,,4.7
3/03/2012,7:00,5,1.4,175.7,0.7,27.5,,7.6
3/03/2012,8:00,349,2.7,16.6,0.9,28.4,,6.3
3/03/2012,9:00,353,2.6,22,1.1,30.2,,5.8
3/03/2012,10:00,10,1.9,177,0.8,31.3,,5.2
3/03/2012,11:00,0,1.7,167.6,0.9,32.3,,7
3/03/2012,12:00,12,2.3,23.6,1.1,33.6,,4.3
3/03/2012,13:00,26,1.7,27.9,0.8,34.9,,4.3
3/03/2012,14:00,22,1.7,37.7,1,36.1,,7.3
3/03/2012,15:00,301,2.7,30,1.9,28.8,,43
3/03/2012,16:00,358,1.5,171.2,0.6,28.9,,9.2
3/03/2012,17:00,340,1.6,25.9,0.6,29,,21.5
3/03/2012,18:00,345,1.7,26.5,0.7,29.1,,12.2
3/03/2012,19:00,5,0.8,174.8,0.6,27.2,,8.4
3/03/2012,20:00,52,0.8,29.4,0.4,27.4,,6.6
3/03/2012,21:00,82,0.3,55.3,0.3,27.5,,11.9
3/03/2012,22:00,178,0.9,50.8,0.6,27.1,,10.2
3/03/2012,23:00,171,1.2,23.8,0.5,26.3,,3.2
4/03/2012,0:00,173,0.5,44.4,0.3,26.1,,3.3
4/03/2012,1:00,67,0.5,54,0.3,26.1,,3.2
4/03/2012,2:00,195,0.4,38.9,0.2,25.8,,3.8
4/03/2012,3:00,139,0.4,28.9,0.3,25.7,,3.8
4/03/2012,4:00,91,0.4,37.4,0.2,25.4,,5.4
4/03/2012,5:00,159,0.3,51.4,0.2,25.8,,5.1
4/03/2012,6:00,161,0.3,43.6,0.3,25.7,,7.2
4/03/2012,7:00,128,0.7,27.4,0.4,26.4,,8.2
4/03/2012,8:00,112,1.5,30.8,0.7,28,,9.5
4/03/2012,9:00,83,1.3,36.7,0.6,30.1,,7.4
4/03/2012,10:00,66,1.9,33.6,1.1,31.4,,6.9
4/03/2012,11:00,40,2,40.3,1.3,28.8,,9.2
4/03/2012,12:00,349,1.5,25.2,0.7,29.6,,
4/03/2012,13:00,22,1.5,164,0.8,30.4,,1.5
4/03/2012,14:00,345,1.3,159.2,0.9,30.9,,3.1
4/03/2012,15:00,324,1.8,31.7,1,30.3,,
4/03/2012,16:00,60,0.8,50.2,0.5,30.2,,12.2
4/03/2012,17:00,104,0.8,42.7,0.5,31.1,,
4/03/2012,18:00,51,0.1,149.6,0.2,30.4,,8.6
4/03/2012,19:00,178,0.1,97.5,0.2,29,,19
4/03/2012,20:00,166,0.8,16.1,0.3,28.7,,12.8
4/03/2012,21:00,161,1.6,24.2,1,28.4,,8.6
4/03/2012,22:00,146,2.7,15.5,0.9,27.3,,4.4
4/03/2012,23:00,154,1.9,18.2,0.8,26.8,,4.9
5/03/2012,0:00,145,1.6,18.8,0.7,26.3,,5.8
5/03/2012,1:00,123,1.3,21,0.7,26.2,,4.4
5/03/2012,2:00,122,1.6,17.8,0.6,26.2,,4.2
5/03/2012,3:00,137,0.5,59.6,0.5,26,,5.8
5/03/2012,4:00,150,1.1,16.2,0.4,26.2,,6.1
5/03/2012,5:00,167,1,25.8,0.5,26,,8.6
5/03/2012,6:00,147,0.9,17.2,0.3,26,,5.9
5/03/2012,7:00,131,1.2,21.3,0.4,26.4,,6.3
5/03/2012,8:00,78,1.5,27.6,0.7,28.7,,6.9
5/03/2012,9:00,70,1,42,0.7,31.4,,5.1
5/03/2012,10:00,123,0.3,97.5,0.7,32.7,,1.6
5/03/2012,11:00,241,0.5,69.4,0.5,33.6,,
5/03/2012,12:00,96,0.6,105.7,1.2,34.1,,14.6
5/03/2012,13:00,99,1.2,48.5,1.1,31.1,,
5/03/2012,14:00,175,1.9,37.7,1.3,32.4,,17.2
5/03/2012,15:00,187,3.2,22.4,1.3,29.4,,10.5
5/03/2012,16:00,183,2.4,24.2,1.2,28.9,,7.7
5/03/2012,17:00,189,1.7,27.2,0.8,29.5,,10.3
5/03/2012,18:00,173,2.7,19.2,1.1,29,,9.2
5/03/2012,19:00,168,2.5,17,1.1,27.4,,6.6
5/03/2012,20:00,169,2.1,19.6,0.9,27.1,,11.9
5/03/2012,21:00,164,3,17.3,1.2,27.4,,3.1
5/03/2012,22:00,162,3.2,17.2,1.2,26.6,,2.7
5/03/2012,23:00,160,2.3,20.4,1,25.9,,1.3
6/03/2012,0:00,159,2.7,18.1,1,25.4,,
6/03/2012,1:00,153,2.6,16.2,1,25.1,,0.2
6/03/2012,2:00,159,2.4,17.3,0.9,24.9,,
6/03/2012,3:00,170,1.9,19.7,0.8,24.6,,4
6/03/2012,4:00,149,1.8,23.7,0.7,24.6,,5.5
6/03/2012,5:00,146,1.8,19.2,0.8,25.2,,5.8
6/03/2012,6:00,146,2.1,15.2,0.7,25.5,,5.2
6/03/2012,7:00,147,2.1,19.1,0.8,25.7,,7.6
6/03/2012,8:00,146,2.5,17.9,0.9,26.4,,7.5
6/03/2012,9:00,132,3.1,18.3,1,28,,5.1
6/03/2012,10:00,129,2.9,22.9,1.2,29.7,,2.4
6/03/2012,11:00,126,2.2,24.4,0.9,31.5,,1.2
6/03/2012,12:00,137,2.4,29.5,0.9,32.5,,2.3
6/03/2012,13:00,133,1.8,51.2,1.5,30.8,,11.3
6/03/2012,14:00,168,2.3,26.9,1.4,33.2,,
6/03/2012,15:00,175,2.2,38.9,1.7,28.9,,15.8
6/03/2012,16:00,214,0.3,98.4,0.7,26.6,,18.3
6/03/2012,17:00,304,0.1,143.3,0.3,28.1,,15
6/03/2012,18:00,152,1.9,40.8,1.3,28.7,,
6/03/2012,19:00,160,3.1,16.1,1.2,28,,2.7
6/03/2012,20:00,151,3.5,15.1,1.3,27.5,,2.6
6/03/2012,21:00,158,2.9,18,1.2,26.8,,3.6
6/03/2012,22:00,160,2.9,17.9,1.1,26.5,,3.2
6/03/2012,23:00,153,3.3,15.5,1.3,26.4,,2.1
7/03/2012,0:00,153,3,16.4,1.2,26.1,,1.6
7/03/2012,1:00,153,3.1,15.3,1.1,25.9,,1.8
7/03/2012,2:00,158,3.3,17.5,1.2,25.6,,
7/03/2012,3:00,151,2.5,16.4,1,24.9,,1.4
7/03/2012,4:00,149,2.8,16.8,1,24.4,,2.1
7/03/2012,5:00,147,2.9,14.5,1.1,24.3,,0.2
7/03/2012,6:00,145,3.3,14.8,1.2,24.1,,0.7
7/03/2012,7:00,142,3.5,15.2,1.3,24.3,,1.8
7/03/2012,8:00,131,3.6,18.4,1.2,26,,5.4
7/03/2012,9:00,122,3.5,22.2,1.3,27.8,,7.5
7/03/2012,10:00,125,3.2,21.5,1.2,29.5,,7.9
7/03/2012,11:00,128,3.1,21.8,1.1,31,,7.6
7/03/2012,12:00,124,2.8,25.2,1.1,32.5,,7.3
7/03/2012,13:00,111,2,37.4,0.9,33.1,,6.1
7/03/2012,14:00,110,1.7,40.6,1.1,34,,4.3
7/03/2012,15:00,124,1.5,42.3,0.9,34.3,,3
7/03/2012,16:00,131,1.5,36.1,0.9,33.5,,3.5
7/03/2012,17:00,145,3,24.8,1.3,34.5,,4.3
7/03/2012,18:00,155,3.2,18,1.2,33,,6.7
7/03/2012,19:00,157,2.3,16.3,0.9,30.9,,7.5
7/03/2012,20:00,163,2,17.5,1,29.4,,7
7/03/2012,21:00,154,3.7,16.1,1.4,28.9,,3.9
7/03/2012,22:00,150,3.6,15.1,1.3,28.1,,2.7
7/03/2012,23:00,152,3.2,15.4,1.4,27.2,,3.6
8/03/2012,0:00,158,2.5,17.2,0.9,26.1,,1.7
8/03/2012,1:00,152,2.5,15.4,0.9,25.4,,0.5
8/03/2012,2:00,152,2.9,14.1,0.9,24.9,,1.9
8/03/2012,3:00,148,2.4,15.7,0.9,24.6,,4.4
8/03/2012,4:00,147,3.1,12.8,1.1,24.6,,5.4
8/03/2012,5:00,148,3.3,14.4,1.1,24.7,,6.7
8/03/2012,6:00,148,2.8,15.6,1,24.7,,6.8
8/03/2012,7:00,147,2.3,17.1,0.9,24.9,,9.2
8/03/2012,8:00,132,2.6,16.3,1.1,26.4,,10.2
8/03/2012,9:00,124,2.8,18.9,0.9,28.1,,12
8/03/2012,10:00,116,3.1,21.4,1.2,29.9,,14.5
8/03/2012,11:00,112,3.4,25.2,1.4,32,,7.6
8/03/2012,12:00,95,2.3,38.3,1.2,34.3,,3.8
8/03/2012,13:00,100,1.7,47.6,1.1,36.1,,3
8/03/2012,14:00,132,1.5,47.5,0.9,36.2,,1.3
8/03/2012,15:00,107,1,66,0.8,36.1,,3
8/03/2012,16:00,104,1.4,41.2,1,36.2,,3.7
8/03/2012,17:00,97,1.4,34,0.8,34.9,,5.3
8/03/2012,18:00,72,1.3,27.3,0.7,34.2,,9.8
8/03/2012,19:00,98,1,25.8,0.4,31.7,,9.1
8/03/2012,20:00,76,0.8,23.7,0.3,30.2,,12.3
8/03/2012,21:00,86,0.6,27.5,0.2,28.5,,13.5
8/03/2012,22:00,169,0.7,19.4,0.3,27.5,,14.2
8/03/2012,23:00,175,1.1,18.7,0.4,26.8,,6.8
9/03/2012,0:00,161,1.5,16.3,0.5,26.9,,
9/03/2012,1:00,154,1.9,15.7,0.7,27.2,,0.7
9/03/2012,2:00,150,2.2,16.1,0.9,26.9,,1.5
9/03/2012,3:00,159,1.6,19.4,0.6,26.1,,3.4
9/03/2012,4:00,156,1.8,17.4,0.7,25.7,,4.4
9/03/2012,5:00,159,1.4,28.1,0.7,25.2,,6.1
9/03/2012,6:00,143,1.7,19.8,0.8,25.4,,5
9/03/2012,7:00,138,2.1,16.6,0.8,26,,7.9
9/03/2012,8:00,137,2.6,18.6,0.9,28.3,,11.2
9/03/2012,9:00,131,2.5,21.5,1,30.5,,10.7
9/03/2012,10:00,119,2.7,23.6,1.1,32.3,,11.6
9/03/2012,11:00,102,2.8,27.6,1.3,34.6,,5.2
9/03/2012,12:00,88,2.5,32.7,1.2,36.1,,3.9
9/03/2012,13:00,94,2.3,39.5,1.3,36.6,,3.4
9/03/2012,14:00,102,2.2,39.5,1.3,37.5,,5.3
9/03/2012,15:00,106,2.3,35.2,1.3,36.6,,7.5
9/03/2012,16:00,87,2.2,32,1.1,36.7,,5.3
9/03/2012,17:00,90,2.3,28.5,1.1,36.1,0,6.8
9/03/2012,18:00,82,2,25.5,1,33.9,0,13.2
9/03/2012,19:00,67,1.4,23.3,0.6,32.7,0,14
9/03/2012,20:00,66,1,23,0.4,31.8,0,12.3
9/03/2012,21:00,66,0.6,27.4,0.3,31.3,0,12
9/03/2012,22:00,71,0.7,27.7,0.4,30.6,0,11.6
9/03/2012,23:00,136,1.1,32.3,0.5,30.5,0,8
10/03/2012,0:00,142,1.7,16.4,0.7,30.4,,
10/03/2012,1:00,140,2.6,15.9,1,29.6,0,
10/03/2012,2:00,134,2.5,17.6,1.1,28.9,0,1.2
10/03/2012,3:00,150,1.8,15.1,0.6,27.1,0,3.7
10/03/2012,4:00,151,2.3,15.7,0.8,26.2,0,4
10/03/2012,5:00,155,2,16.6,0.8,25.4,0,4.3
10/03/2012,6:00,148,1.4,21.9,0.7,25.1,0,3.2
10/03/2012,7:00,146,1.9,21.1,0.8,26.3,0,6.5
10/03/2012,8:00,123,2.3,22.7,1,28.7,0,7.9
10/03/2012,9:00,107,2.4,28.3,1.1,30.9,0,14.8
10/03/2012,10:00,83,2.3,31.3,1,33.4,0,13.2
10/03/2012,11:00,92,2.5,32.9,1.2,34.8,0,8.8
10/03/2012,12:00,81,2.2,38.1,1.2,35.6,0,6.4
10/03/2012,13:00,92,2.6,27.9,1.2,35.6,0,4
10/03/2012,14:00,108,2.6,30.6,1.2,36.7,0,5.9
10/03/2012,15:00,115,2.5,31.9,1.1,36.3,0,
10/03/2012,16:00,106,2.6,30,1.3,36.6,0,1.5
10/03/2012,17:00,105,2.4,26.6,1.2,35.7,0,4.5
10/03/2012,18:00,115,1.9,25.7,0.9,34.4,0,9.3
10/03/2012,19:00,70,0.9,25,0.5,32.6,0,14
10/03/2012,20:00,67,0.6,28.6,0.3,31.2,0,13.7
10/03/2012,21:00,144,0.8,39.9,0.4,30.5,0,11.2
10/03/2012,22:00,131,1.3,18.4,0.5,30.2,0,
10/03/2012,23:00,123,0.8,36.6,0.5,29.1,0,8.9
11/03/2012,0:00,174,1.2,13.9,0.4,26.4,,9.4
11/03/2012,1:00,169,1.3,13.4,0.5,25.2,0,8
11/03/2012,2:00,168,0.9,18.3,0.3,24,0,7
11/03/2012,3:00,223,0.4,41.1,0.3,23.5,0,5.8
11/03/2012,4:00,98,0.6,48.3,0.4,23.7,0,6.6
11/03/2012,5:00,156,0.8,29.6,0.3,23.7,0,7.8
11/03/2012,6:00,185,0.7,20.1,0.3,22.7,0,7.1
11/03/2012,7:00,186,0.7,32.5,0.4,23.5,0,14.6
11/03/2012,8:00,97,1.5,38.6,0.9,28.2,0,30.5
11/03/2012,9:00,80,1.8,34.6,0.9,30.7,0,11
11/03/2012,10:00,89,2.2,32.7,1.1,32.6,0,8.4
11/03/2012,11:00,100,2.7,31.5,1.3,33.8,0,
11/03/2012,12:00,75,2.8,31.7,1.3,35.9,0,5.2
11/03/2012,13:00,115,2.8,28.1,1.3,35.2,0,6.1
11/03/2012,14:00,104,2.2,35.6,1.1,36.4,0,2.3
11/03/2012,15:00,102,2.4,32.1,1.1,36.2,0,2.7
11/03/2012,16:00,105,2,32.9,1,36.3,0,3.9
11/03/2012,17:00,88,2.2,30,1.1,36.2,0,6.7
11/03/2012,18:00,77,1.8,29.1,1,34.1,0,10.9
11/03/2012,19:00,73,1.2,27.1,0.7,32,0,12.9
11/03/2012,20:00,70,0.8,27.2,0.4,30.3,0,11.7
11/03/2012,21:00,74,1.1,21.7,0.5,29,0,8.4
11/03/2012,22:00,78,0.8,26.1,0.4,28.5,0,5.6
11/03/2012,23:00,103,1.3,23.2,0.8,28.7,0,
12/03/2012,0:00,126,1.4,21.3,0.5,28.3,,3.3
12/03/2012,1:00,170,1.2,22.4,0.5,25.8,0,8.3
12/03/2012,2:00,146,1.9,16.9,0.8,26.1,0,
12/03/2012,3:00,127,2.4,18.3,1,28.4,0,3.3
12/03/2012,4:00,112,2.2,20.4,0.9,27.5,0,9.8
12/03/2012,5:00,100,1.2,35.8,0.8,26.3,0,12.4
12/03/2012,6:00,79,0.7,23.2,0.4,24.8,0,18.8
12/03/2012,7:00,70,0.9,30.7,0.6,25.6,0,24.5
12/03/2012,8:00,62,2.2,24.3,1,29,0,22.7
12/03/2012,9:00,55,2.7,27.1,1.2,31.4,0,20.5
12/03/2012,10:00,56,3.6,23.6,1.8,33.2,0,10.8
12/03/2012,11:00,71,3.4,27.5,1.6,34.6,0,12.7
12/03/2012,12:00,81,2.9,30.2,1.3,34.9,0,12
12/03/2012,13:00,83,2.4,33.2,1.2,35.5,0,12.1
12/03/2012,14:00,82,1.9,41.7,1.1,36.1,0,9.1
12/03/2012,15:00,105,1.9,40.7,1,35.1,,8.5
12/03/2012,16:00,81,1.8,36.9,1,36.2,,2.2
12/03/2012,17:00,79,1.7,34.2,0.9,35.3,0,8.7
12/03/2012,18:00,103,1.5,27,0.8,33.1,0,12.4
12/03/2012,19:00,73,0.8,29.4,0.4,31,0,22.6
12/03/2012,20:00,108,1.5,19.3,0.6,30.3,0,13.8
12/03/2012,21:00,80,0.8,26.3,0.5,29.3,0,11
12/03/2012,22:00,63,0.5,23.4,0.2,27.5,0,11.6
12/03/2012,23:00,103,1.4,19.6,0.8,27.5,0,9.9
13/03/2012,0:00,111,1.8,18.9,0.7,28.1,,7.6
13/03/2012,1:00,116,1.8,19.2,0.7,27.5,0,8.4
13/03/2012,2:00,165,0.9,21,0.3,26.6,0,9.5
13/03/2012,3:00,161,0.6,29.7,0.4,25.8,0,10.7
13/03/2012,4:00,144,0.8,23.9,0.4,25.8,0,11.6
13/03/2012,5:00,120,1.8,16.4,0.6,27.1,0,12.6
13/03/2012,6:00,111,1.4,23.1,0.8,26.8,0,13.8
13/03/2012,7:00,79,1.6,25.4,0.8,27.1,0,16.3
13/03/2012,8:00,59,2.6,22.4,1.3,28.8,0,15.7
13/03/2012,9:00,45,2.9,24.5,1.5,31.4,0,14.8
13/03/2012,10:00,20,2.3,21.6,1.1,33.4,0,14
13/03/2012,11:00,32,2.5,28.6,1.2,34.2,0,14.3
13/03/2012,12:00,34,2.3,27.8,1.3,34.7,0,12
13/03/2012,13:00,49,2.3,28.7,1.3,34.2,0,10.1
13/03/2012,14:00,45,2,24.3,1,33.4,0,17.4
13/03/2012,15:00,54,2.4,24.9,1.1,32,0,11.2
13/03/2012,16:00,52,2.1,23.7,1,31.9,0,13.6
13/03/2012,17:00,52,2,32.7,1,33.5,0,14.1
13/03/2012,18:00,47,2,22.1,1,32.2,0,13.2
13/03/2012,19:00,50,1.1,21.2,0.6,29.5,0,13
13/03/2012,20:00,45,0.9,20.9,0.4,28.6,0,14.7
13/03/2012,21:00,95,0.7,34.9,0.3,27.7,0,13.9
13/03/2012,22:00,99,0.7,36.2,0.4,27.9,0,11.9
13/03/2012,23:00,93,0.6,41.8,0.5,27.8,0,11.7
14/03/2012,0:00,60,0.6,26.4,0.3,26.4,,11.4
14/03/2012,1:00,4,0.1,133.4,0.2,25.3,0,11.4
14/03/2012,2:00,161,0.5,22.2,0.3,24.3,0,12.5
14/03/2012,3:00,152,0.5,36.8,0.2,23.7,0,11.3
14/03/2012,4:00,298,0.5,50.9,0.3,24,0,14
14/03/2012,5:00,64,0.5,132.6,0.7,24.7,0,18.6
14/03/2012,6:00,56,1.4,26.5,0.7,25.3,0,15.9
14/03/2012,7:00,55,2.4,17.5,1,25.5,0,16.7
14/03/2012,8:00,42,1.7,27.9,0.9,28.6,0,18.9
14/03/2012,9:00,33,2,24.3,0.9,31.2,0,17.7
14/03/2012,10:00,46,3,24.2,1.6,32.7,0,13.5
14/03/2012,11:00,42,2.8,25.8,1.4,34.4,0,10
14/03/2012,12:00,27,2.2,24.7,1,36.2,0,8.1
14/03/2012,13:00,45,2.4,30,1.2,36.6,0,9.3
14/03/2012,14:00,41,2.2,30.1,1.2,36.8,0,7.9
14/03/2012,15:00,57,2.2,31.7,1.2,35.9,0,8.1
14/03/2012,16:00,48,2.3,24.1,1.1,35.5,0,9.4
14/03/2012,17:00,59,2.2,26.7,1.1,34,0,11.6
14/03/2012,18:00,62,1.9,22.8,1,32.5,0,11.9
14/03/2012,19:00,48,1.4,19.7,0.6,31.2,0,10.3
14/03/2012,20:00,47,0.7,32.4,0.5,30.6,0,10.9
14/03/2012,21:00,16,0.7,24,0.3,29.9,0,11.6
14/03/2012,22:00,13,0.4,46.1,0.2,29.2,0,11.5
14/03/2012,23:00,354,0.4,167.9,0.3,28.7,0,10
15/03/2012,0:00,115,0.6,44.7,0.4,28.5,,9
15/03/2012,1:00,74,0.6,31.3,0.3,28.5,0,7.1
15/03/2012,2:00,57,1,24.3,0.4,28.3,0,7
15/03/2012,3:00,50,2,21.8,1.1,28.3,0,7.7
15/03/2012,4:00,40,2.2,23.8,1.1,27.5,0,10.3
15/03/2012,5:00,38,2.1,23.5,1.1,27,0,9.9
15/03/2012,6:00,35,1.8,23.2,0.9,26.2,0,8.4
15/03/2012,7:00,38,1.4,24.2,0.9,25.5,0,10.4
15/03/2012,8:00,54,1.9,26.3,1,26.2,0,9.9
15/03/2012,9:00,63,2.3,25,1,27,0,10
15/03/2012,10:00,59,2.3,26.9,1.2,28,0,7.9
15/03/2012,11:00,61,2.5,23.8,1.2,28.7,0,6.9
15/03/2012,12:00,53,2,26.5,1.1,30.3,0,7.5
15/03/2012,13:00,62,2,31.8,1.1,30.7,0,5.6
15/03/2012,14:00,55,2.2,27.8,1.2,29.2,0,7.9
15/03/2012,15:00,58,1.5,26.7,0.7,27.5,0,9.6
15/03/2012,16:00,64,1.2,31.1,0.6,27.1,0,11.5
15/03/2012,17:00,76,1.5,25.9,0.6,26.3,0,11.1
15/03/2012,18:00,102,1.5,26.6,0.6,26.2,0,9.6
15/03/2012,19:00,96,1.3,32.8,0.6,26.2,0,10
15/03/2012,20:00,67,1.5,24.7,0.6,26.1,0,9.3
15/03/2012,21:00,84,1.8,30.5,0.9,25.8,0,7.8
15/03/2012,22:00,113,1.7,25,0.7,24.9,0,6.2
15/03/2012,23:00,79,1.6,25.3,0.8,24.8,0,5.9
16/03/2012,0:00,76,1.7,25.6,0.9,25,,6.8
16/03/2012,1:00,82,1.6,27,0.8,25.1,0,5.8
16/03/2012,2:00,83,1.5,30,0.7,25.3,0,5.7
16/03/2012,3:00,93,2,27.8,0.9,25.2,0,4.8
16/03/2012,4:00,95,2,24.2,0.9,24.8,0,4.9
16/03/2012,5:00,97,1.6,26.7,0.8,24.6,0,5.7
16/03/2012,6:00,85,2,24.7,1,24.6,0,6.8
16/03/2012,7:00,91,2.1,26.2,1.1,25.1,0,6.8
16/03/2012,8:00,89,2.2,25,1.1,25.6,0,7.8
16/03/2012,9:00,70,2.4,28.5,1.2,27.3,0,8.1
16/03/2012,10:00,60,2.6,23.6,1.2,27.1,0,6.7
16/03/2012,11:00,63,2.9,24.9,1.4,28.8,0,5.5
16/03/2012,12:00,67,2.7,30,1.3,29.8,0,4.8
16/03/2012,13:00,75,2.1,32.1,1.1,28.8,0,7.2
16/03/2012,14:00,68,1.7,28.2,1,29,0,7.6
16/03/2012,15:00,98,2.1,40.9,1.1,29.1,0,7.3
16/03/2012,16:00,110,2.3,40.2,1.3,28,0,8.6
16/03/2012,17:00,118,2.7,19.5,1.2,27.4,0,7
16/03/2012,18:00,112,2.7,19.9,1,26.7,0,8.1
16/03/2012,19:00,116,2,20.1,0.7,26.5,0,8.1
16/03/2012,20:00,126,2.4,16.3,0.9,26.1,0,7.5
16/03/2012,21:00,121,2.2,18.2,0.9,25.6,0,6.8
16/03/2012,22:00,117,2.4,18.5,0.9,25.5,0,6.5
16/03/2012,23:00,126,2,17.1,0.8,25.7,0,6
17/03/2012,0:00,128,2.6,14.8,0.9,25.7,,5.3
17/03/2012,1:00,128,2.3,18.3,0.9,25.5,0,5
17/03/2012,2:00,131,2.4,15.5,0.8,25.2,0,4.4
17/03/2012,3:00,137,2.5,14.4,0.9,25.1,0,5.1
17/03/2012,4:00,127,2.3,16.9,0.8,24.9,0,5
17/03/2012,5:00,124,1.8,18.7,0.6,24.6,0,5.7
17/03/2012,6:00,125,2,17.3,0.8,24.7,0,5.5
17/03/2012,7:00,121,2.5,17,0.9,25,0,5.9
17/03/2012,8:00,114,2.7,20.8,1.1,25.7,0,4.8
17/03/2012,9:00,110,3.2,20.7,1.3,27.2,0,5.6
17/03/2012,10:00,117,3,19.6,1.1,28.4,0,4.8
17/03/2012,11:00,118,3.7,20,1.4,30.2,0,3.5
17/03/2012,12:00,106,3.1,24.9,1.4,29.9,0,4.8
17/03/2012,13:00,124,3.3,23,1.3,30,0,5
17/03/2012,14:00,136,3.6,19.9,1.4,31.8,0,3.9
17/03/2012,15:00,125,3.3,18.9,1.3,30.9,0,5.5
17/03/2012,16:00,125,3.2,24.5,1.3,32.4,0,4.5
17/03/2012,17:00,132,2.7,17.4,1.2,31.4,0,5.8
17/03/2012,18:00,141,3,15.2,1.8,28.8,0,10.1
17/03/2012,19:00,152,3.2,16.2,1.4,27.1,0,13.9
17/03/2012,20:00,145,4,14.7,1.5,27.1,0,9.6
17/03/2012,21:00,147,4,16.9,1.4,26.8,0,7
17/03/2012,22:00,147,4.2,15.4,1.4,26.8,0,7.1
17/03/2012,23:00,145,4.5,14.2,1.6,25.7,0,6.6
18/03/2012,0:00,135,3.9,17.9,1.5,26,,5.4
18/03/2012,1:00,133,4.2,17.2,1.5,25.6,0,4.7
18/03/2012,2:00,135,3.6,15.1,1.4,25,0,5.5
18/03/2012,3:00,137,3.4,16.3,1.2,25,0,6.5
18/03/2012,4:00,133,3.4,15.9,1.3,24.7,0,7.1
18/03/2012,5:00,132,3.8,15.4,1.3,25,0,6.1
18/03/2012,6:00,130,3.6,15.7,1.3,25,0,6.2
18/03/2012,7:00,129,3.4,16.6,1.2,24.8,0,6.1
18/03/2012,8:00,134,3.5,16.4,1.3,25.3,0,5.3
18/03/2012,9:00,132,3.4,17.3,1.3,26.3,0,5.5
18/03/2012,10:00,132,3.4,16.1,1.2,26.9,0,5.8
18/03/2012,11:00,137,3.4,15.3,1.2,27.8,0,5.6
18/03/2012,12:00,142,3.7,19,1.4,30.4,0,3.7
18/03/2012,13:00,148,3.7,17.1,1.2,30.1,0,4.3
18/03/2012,14:00,128,3.2,20.4,1.3,30.4,0,3.7
18/03/2012,15:00,143,3.7,18.9,1.4,31.4,0,5.7
18/03/2012,16:00,148,4.2,15.3,1.5,30.9,0,6
18/03/2012,17:00,150,4,21.7,1.7,28.9,0,8.3
18/03/2012,18:00,118,3,23.7,1.5,25.7,0,10.5
18/03/2012,19:00,117,2,29.5,1,24.5,0,7.6
