Date ,Time ,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Air Temperature (degC)
24/07/2012,7:00,286,4.5,5.8,0.7,6.2
24/07/2012,8:00,283,3.9,10.2,0.8,10
24/07/2012,9:00,288,1.7,29.1,1,13.9
24/07/2012,10:00,220,0.8,82.7,0.9,17.1
24/07/2012,11:00,161,3.9,28.7,2,18.2
24/07/2012,12:00,157,3.1,31.5,1.3,19.3
24/07/2012,13:00,154,3.8,26.1,1.7,19.3
24/07/2012,14:00,147,6.3,16.1,1.3,18.8
24/07/2012,15:00,148,5.9,13.3,1.7,17.7
24/07/2012,16:00,159,5.9,11,1.9,15.4
24/07/2012,17:00,182,3.9,10.5,1.1,13.7
24/07/2012,18:00,147,1.8,28.3,0.7,12.8
24/07/2012,19:00,75,0.8,54.6,0.4,10.3
24/07/2012,20:00,294,1.1,25.6,0.4,7.8
24/07/2012,21:00,292,2,10.1,1.3,7.1
24/07/2012,22:00,287,3.5,11.4,0.6,7
24/07/2012,23:00,287,3.7,6.7,0.6,6.2
25/07/2012,0:00,286,3.5,4.9,0.7,5.6
25/07/2012,1:00,289,3.6,6.3,0.5,5.2
25/07/2012,2:00,287,3.1,4.8,0.5,4.4
25/07/2012,3:00,286,3.4,6.7,0.5,4
25/07/2012,4:00,284,3.2,5.6,0.7,3.7
25/07/2012,5:00,285,3.4,4.8,0.6,3.4
25/07/2012,6:00,290,3,7.4,0.7,3.5
25/07/2012,7:00,285,3.6,9.5,0.7,6
25/07/2012,8:00,293,2.8,12.1,0.7,9.6
25/07/2012,9:00,297,0.3,103.1,0.6,15.1
25/07/2012,10:00,46,1.3,34,0.8,18
25/07/2012,11:00,16,1.2,181.2,1,18.5
25/07/2012,12:00,19,0.3,102.5,0.9,18.9
25/07/2012,13:00,84,0.6,96.5,1.1,19.3
25/07/2012,14:00,97,1.5,25.3,0.9,19.3
25/07/2012,15:00,77,1.8,18.3,0.7,20
25/07/2012,16:00,72,1.3,15,0.5,17.5
25/07/2012,17:00,81,1.9,14.9,0.9,13.5
25/07/2012,18:00,64,1.8,12,0.4,11.8
25/07/2012,19:00,73,0.2,38.5,0.4,9.9
25/07/2012,20:00,272,0.6,31.3,0.5,9.1
25/07/2012,21:00,277,1.5,21,0.7,8.7
25/07/2012,22:00,283,2.4,16.6,1.8,7.6
25/07/2012,23:00,286,3.6,4.7,0.5,7.5
26/07/2012,0:00,279,2.5,10.4,1.1,6.6
26/07/2012,1:00,287,3.4,3.4,0.7,5.9
26/07/2012,2:00,286,2.8,5,0.5,5.3
26/07/2012,3:00,288,2.5,5.6,0.4,5.3
26/07/2012,4:00,285,3,8,1,6
26/07/2012,5:00,283,2,8.7,0.7,6.4
26/07/2012,6:00,298,2,5,0.7,6.9
26/07/2012,7:00,287,0.9,40.8,0.8,8
26/07/2012,8:00,336,0.4,58.4,0.5,9.8
26/07/2012,9:00,351,0.4,140.9,0.6,11.7
26/07/2012,10:00,261,0.9,24.4,0.5,13.6
26/07/2012,11:00,192,0.5,64.8,0.5,15.8
26/07/2012,12:00,79,0.9,51.2,0.9,18.6
26/07/2012,13:00,95,2.4,16.1,1,17
26/07/2012,14:00,94,3.2,13.2,0.9,18.5
26/07/2012,15:00,81,3.3,11.5,0.7,19.1
26/07/2012,16:00,92,2.8,7.8,0.9,16.6
26/07/2012,17:00,125,0.2,86.3,0.8,12.3
26/07/2012,18:00,242,0.2,94.9,0.7,9.9
26/07/2012,19:00,268,1.6,34.4,1.5,9.2
26/07/2012,20:00,270,1.1,93.3,1.4,9.7
26/07/2012,21:00,287,1.5,34.9,1.4,9.4
26/07/2012,22:00,282,1.8,42.3,1.2,10
26/07/2012,23:00,281,1.4,13.3,0.9,9
27/07/2012,0:00,302,1.4,16.5,0.8,7.7
27/07/2012,1:00,271,1.8,11.3,0.7,7
27/07/2012,2:00,278,1.8,5.5,0.7,6
27/07/2012,3:00,289,3,8.7,0.8,6
27/07/2012,4:00,273,1,26.3,0.5,4.8
27/07/2012,5:00,291,2.1,15.8,0.7,4.5
27/07/2012,6:00,278,3.3,13.5,1.1,5.5
27/07/2012,7:00,292,1.4,70.9,1.4,7.3
27/07/2012,8:00,240,0.3,60.9,0.5,11.8
27/07/2012,9:00,9,0.3,132.3,0.7,15.6
27/07/2012,10:00,286,5,33.8,3.8,17.4
27/07/2012,11:00,282,8.5,14,1.8,17.7
27/07/2012,12:00,295,8.4,13.4,1.6,18.8
27/07/2012,13:00,294,8.6,10.3,1.6,19
27/07/2012,14:00,268,7,9.8,1.7,18.1
27/07/2012,15:00,276,8.8,10,1.5,17.5
27/07/2012,16:00,265,9,8.8,1.8,15.4
27/07/2012,17:00,272,7.4,7.2,1.3,13
27/07/2012,18:00,291,5.7,5.9,1.2,11
27/07/2012,19:00,281,8.3,8.8,1.6,11.2
27/07/2012,20:00,235,2.4,31.4,1.6,9.3
27/07/2012,21:00,259,2.9,23.7,2.1,8.2
27/07/2012,22:00,257,2.1,36.4,1.6,6.6
27/07/2012,23:00,277,2.1,60.8,1.8,5.8
28/07/2012,0:00,272,2.6,45.8,1.7,5.7
28/07/2012,1:00,221,1.8,24.3,0.6,5.5
28/07/2012,2:00,210,2.7,25.3,0.8,5.4
28/07/2012,3:00,208,3.6,7.6,0.5,5.5
28/07/2012,4:00,211,2.2,12.7,0.5,4.9
28/07/2012,5:00,260,0.7,10.7,0.8,3.9
28/07/2012,6:00,277,1.6,33,1.2,4.6
28/07/2012,7:00,288,5.4,8.9,1.6,8.1
28/07/2012,8:00,293,8.4,9.2,1.6,10.2
28/07/2012,9:00,264,9.8,16.4,2,12.7
28/07/2012,10:00,258,11.9,11,1.9,14.3
28/07/2012,11:00,262,13.9,7.9,2,15.3
28/07/2012,12:00,261,12.8,11.2,2.1,15.9
28/07/2012,13:00,273,13.9,10.7,2.2,15.8
28/07/2012,14:00,267,14.8,10.9,2.6,15.5
28/07/2012,15:00,271,10.4,11.5,2.4,14.7
28/07/2012,16:00,272,7.8,9.1,2,12.8
28/07/2012,17:00,275,9.4,5.9,1.5,11.1
28/07/2012,18:00,277,11.2,4.8,1.2,10.2
28/07/2012,19:00,258,7.5,10.9,1.5,9.3
28/07/2012,20:00,276,9,6.3,1.7,8.9
28/07/2012,21:00,282,6.7,7.5,1.1,8.6
28/07/2012,22:00,289,6.5,13.6,1.4,8
28/07/2012,23:00,290,8,6.5,1,7.8
29/07/2012,0:00,287,7.6,6.9,1.1,7.6
29/07/2012,1:00,283,6.7,9.1,1.1,7
29/07/2012,2:00,284,5.3,6,0.9,6
29/07/2012,3:00,282,5.2,6.4,0.5,5.2
29/07/2012,4:00,283,4.8,7.5,0.6,4.3
29/07/2012,5:00,281,4.5,5.4,0.6,3.5
29/07/2012,6:00,282,4.8,3.8,0.5,3.6
29/07/2012,7:00,274,5.9,5.5,1,7
29/07/2012,8:00,278,7.4,9.2,1.1,9.9
29/07/2012,9:00,284,6.5,11.5,1,12.2
29/07/2012,10:00,291,4.1,16.5,1.2,14.5
29/07/2012,11:00,255,1.8,34.8,1,16.4
29/07/2012,12:00,288,1.8,43.1,1.3,17.6
29/07/2012,13:00,274,2.6,30.9,1.3,18.1
29/07/2012,14:00,312,1.5,53.6,1.4,18.3
29/07/2012,15:00,350,1.7,34.6,0.9,18
29/07/2012,16:00,34,1.7,12.3,0.5,14.8
29/07/2012,17:00,44,1.9,10.5,0.4,11.8
29/07/2012,18:00,345,0.9,36.2,1,9.1
29/07/2012,19:00,280,2.7,29.8,1.4,8.3
29/07/2012,20:00,285,4,7.3,0.5,8.1
29/07/2012,21:00,293,3.9,12.5,1.3,7.8
29/07/2012,22:00,287,3.2,29.9,2,7.5
29/07/2012,23:00,264,2.3,11.5,0.9,6
30/07/2012,0:00,284,2.6,16.3,0.8,5.6
30/07/2012,1:00,285,0.9,31.5,0.7,5.1
30/07/2012,2:00,333,0.5,25.5,0.5,3.6
30/07/2012,3:00,311,2.2,13.9,0.6,3
30/07/2012,4:00,291,3.5,4.9,0.4,3
30/07/2012,5:00,297,2.8,6.4,0.4,2.9
30/07/2012,6:00,299,1.9,5.9,0.6,2.7
30/07/2012,7:00,302,2.4,14.2,0.7,7.3
30/07/2012,8:00,290,4.3,9.8,1,11.1
30/07/2012,9:00,290,3.5,16.2,0.8,14.1
30/07/2012,10:00,280,4.3,16.4,1.3,16.6
30/07/2012,11:00,281,4.1,23.3,1.6,18.3
30/07/2012,12:00,290,5.1,24.8,1.6,19
30/07/2012,13:00,288,3.8,29.2,1.6,19.5
30/07/2012,14:00,279,4.9,17.9,1.3,19.3
30/07/2012,15:00,261,4.6,8.9,0.9,18.9
30/07/2012,16:00,300,3.2,12.4,0.5,16.4
30/07/2012,17:00,307,2.9,7.2,0.6,12.2
30/07/2012,18:00,302,4,5.5,0.7,10.4
30/07/2012,19:00,240,3.7,37.1,0.8,9.4
30/07/2012,20:00,205,3.5,12.3,0.8,8.7
30/07/2012,21:00,287,3.6,9.8,0.9,7.6
30/07/2012,22:00,298,4.1,5.3,0.6,7.4
30/07/2012,23:00,285,3.1,12.5,1,6.1
31/07/2012,0:00,293,2.8,10,0.8,6.2
31/07/2012,1:00,291,4.1,7.8,0.5,5.3
31/07/2012,2:00,287,4.2,5.7,0.6,4.3
31/07/2012,3:00,288,4.3,7.8,0.6,3.4
31/07/2012,4:00,287,4.2,5.5,0.6,2.6
31/07/2012,5:00,288,4,4.7,0.5,2
31/07/2012,6:00,285,4,8.4,0.8,2
31/07/2012,7:00,285,3.5,10.6,0.5,5
31/07/2012,8:00,285,3.7,10.3,0.7,8.9
31/07/2012,9:00,244,0.8,70.2,1,13.3
31/07/2012,10:00,182,1.8,41.4,1.2,15.7
31/07/2012,11:00,283,1.3,51.1,1.1,17.8
31/07/2012,12:00,286,0.5,97.2,1.1,18.9
31/07/2012,13:00,8,0.5,180.9,1.1,19.2
31/07/2012,14:00,1,1.3,178.3,1.4,19
31/07/2012,15:00,81,2.1,25.8,0.9,18.5
31/07/2012,16:00,75,1.3,8.5,0.7,15
31/07/2012,17:00,345,1,47.8,1,10.5
31/07/2012,18:00,243,0.4,41.5,0.7,8.6
31/07/2012,19:00,246,0.5,96.7,1.3,7.8
31/07/2012,20:00,291,2,13,0.7,6.5
31/07/2012,21:00,291,2.8,8.6,0.5,5.5
31/07/2012,22:00,289,3.2,4.8,0.5,4.8
31/07/2012,23:00,287,3.4,3.9,0.7,4.1
1/08/2012,0:00,287,3.3,5.9,0.4,3.6
1/08/2012,1:00,285,3.5,5.8,0.5,3
1/08/2012,2:00,282,3.4,3.8,0.4,2.4
1/08/2012,3:00,287,2.9,6.8,1,1.8
1/08/2012,4:00,304,2.2,10.1,0.6,1.5
1/08/2012,5:00,281,2.7,10.7,0.8,0.8
1/08/2012,6:00,281,2.9,11.1,0.5,1.3
1/08/2012,7:00,288,2.6,9.8,0.7,4.5
1/08/2012,8:00,293,1.5,22.2,1,9.2
1/08/2012,9:00,348,0.9,41.3,0.8,13.7
1/08/2012,10:00,54,1.3,56.1,1.1,16.9
1/08/2012,11:00,281,4.1,34.2,2.2,18.3
1/08/2012,12:00,280,5.5,23.3,1.7,18.9
1/08/2012,13:00,271,6.9,18.6,1.8,18.9
1/08/2012,14:00,272,7,14.4,1.6,18.8
1/08/2012,15:00,275,7.3,10.5,1.3,18.1
1/08/2012,16:00,263,5.9,6.2,0.9,15.5
1/08/2012,17:00,268,4.2,6.8,1,11
1/08/2012,18:00,303,1.5,27.4,1.2,8.6
1/08/2012,19:00,295,2.6,11,0.4,8
1/08/2012,20:00,261,2.3,13.4,0.5,6.1
1/08/2012,21:00,256,2.5,3.7,0.3,4.7
1/08/2012,22:00,289,2.4,10.3,0.5,3.3
1/08/2012,23:00,298,0.8,121.8,0.9,3.6
2/08/2012,0:00,236,0.2,91.5,0.3,2.8
2/08/2012,1:00,240,0.8,47,1,4.6
2/08/2012,2:00,292,2,40.9,1.3,5.2
2/08/2012,3:00,300,3.1,4.3,0.4,3.4
2/08/2012,4:00,283,4.8,9,0.6,2.1
2/08/2012,5:00,286,4.5,14,0.7,2.3
2/08/2012,6:00,291,4.7,7.5,1.4,3.9
2/08/2012,7:00,288,6.3,5.8,1.8,7.4
2/08/2012,8:00,290,7.4,6.7,1.2,10.6
2/08/2012,9:00,289,6.4,12,1,13.3
2/08/2012,10:00,294,6.7,14,1.5,15.5
2/08/2012,11:00,276,6.5,19.7,1.6,17.1
2/08/2012,12:00,270,7,12.7,1.5,17.6
2/08/2012,13:00,281,6.4,17.6,1.5,18.2
2/08/2012,14:00,275,5,20.4,1.9,18.6
2/08/2012,15:00,278,5,12.4,1,18.1
2/08/2012,16:00,305,2.2,25.6,0.6,15.8
2/08/2012,17:00,338,1,52.4,1,10.9
2/08/2012,18:00,294,3.4,19.2,1.5,8.6
2/08/2012,19:00,294,4.6,7.1,0.5,7.3
2/08/2012,20:00,292,4.7,4.3,0.5,5.6
2/08/2012,21:00,275,1.8,12.4,1.8,4.1
2/08/2012,22:00,272,3.6,7.3,1,3.4
2/08/2012,23:00,280,3.9,3.6,0.5,1.9
3/08/2012,0:00,280,4,6.8,1,1.6
3/08/2012,1:00,292,1.6,11,1.7,0.8
3/08/2012,2:00,292,2.2,5,1.8,0.7
3/08/2012,3:00,293,1.7,20.2,1.8,0.5
3/08/2012,4:00,300,0.8,15.6,1.3,-0.1
3/08/2012,5:00,286,0.3,116.5,0.8,-0.4
3/08/2012,6:00,287,2.3,7,1.3,-0.4
3/08/2012,7:00,285,0.7,18.3,1.3,3.8
3/08/2012,8:00,304,1.2,23.8,1.8,9.3
3/08/2012,9:00,290,5.5,13.2,1.4,13.5
3/08/2012,10:00,279,5.2,16.2,1.5,16.2
3/08/2012,11:00,283,6.5,17.4,1.9,17.5
3/08/2012,12:00,275,7.6,17.1,1.8,18.2
3/08/2012,13:00,272,7,13.2,1.8,18.8
3/08/2012,14:00,255,7.1,13,1.4,18.7
3/08/2012,15:00,253,5.9,10.2,1.1,18.3
3/08/2012,16:00,258,3.5,7.1,0.6,15.9
3/08/2012,17:00,262,2.3,14.4,0.6,12.1
3/08/2012,18:00,280,1.5,21.1,0.9,10.5
3/08/2012,19:00,288,5.1,6.6,0.9,8.9
3/08/2012,20:00,285,5,4.8,0.7,6.5
3/08/2012,21:00,296,5.7,4.2,0.6,7
3/08/2012,22:00,284,6.2,3.5,0.6,4.9
3/08/2012,23:00,283,4.6,17.4,1.6,3.1
4/08/2012,0:00,285,3.5,9.6,0.9,2.1
4/08/2012,1:00,278,3.3,5.3,0.6,0.8
4/08/2012,2:00,288,3.3,7.8,1.1,1
4/08/2012,3:00,299,2.1,7.3,1.8,1
4/08/2012,4:00,287,3.6,20.8,2.8,1.2
4/08/2012,5:00,,0,25.8,0,0.3
4/08/2012,6:00,,0,22.7,0,0.3
4/08/2012,7:00,,0,24.2,0.1,5.1
4/08/2012,8:00,317,0.5,30.4,1.1,9.6
4/08/2012,9:00,32,0.1,40.3,0.1,16.1
4/08/2012,10:00,279,0.1,132.1,0.7,19.7
4/08/2012,11:00,290,1,84.7,1.8,20.8
4/08/2012,12:00,305,3.7,21.7,2,20.7
4/08/2012,13:00,292,5.3,21.5,2,21
4/08/2012,14:00,282,3,30.9,1.7,21.1
4/08/2012,15:00,319,1.3,46.5,1.2,20.9
4/08/2012,16:00,296,1.5,33.5,0.9,18
4/08/2012,17:00,258,0.2,135.9,0.6,12.4
4/08/2012,18:00,289,1.4,29.5,1.5,8.6
4/08/2012,19:00,289,4.1,4.7,0.8,7.3
4/08/2012,20:00,288,4.4,6.5,1.3,6.5
4/08/2012,21:00,285,4,18.3,1.4,5.3
4/08/2012,22:00,284,4.3,7.3,0.7,4
4/08/2012,23:00,276,3.4,12.9,0.7,3.1
5/08/2012,0:00,283,3.8,5.7,0.8,1.9
5/08/2012,1:00,288,0.5,13.7,1,0.7
5/08/2012,2:00,299,1.7,21.2,1.7,0.8
5/08/2012,3:00,280,2,11.8,1.7,0.1
5/08/2012,4:00,,0,12.7,0.1,-1.2
5/08/2012,5:00,300,0.3,123.1,0.8,-2.2
5/08/2012,6:00,287,1.7,7.4,1.6,-0.4
5/08/2012,7:00,280,1.3,8,1.4,3.8
5/08/2012,8:00,310,0.1,130.2,0.3,9.3
5/08/2012,9:00,,0,32.8,0.3,14.5
5/08/2012,10:00,57,1.7,22.3,1.5,17.4
5/08/2012,11:00,50,2.7,39.4,1.4,20.5
5/08/2012,12:00,309,4.9,25.9,1.9,21.5
5/08/2012,13:00,309,4.4,29.6,1.9,21.8
5/08/2012,14:00,278,6.2,14.5,2,21.5
5/08/2012,15:00,291,5.3,13.5,1.3,20.9
5/08/2012,16:00,331,1.9,26.7,1.1,18.5
5/08/2012,17:00,350,1,33.9,0.8,13.1
5/08/2012,18:00,286,3.1,12.8,0.9,9.5
5/08/2012,19:00,295,3.4,5,0.5,8.4
5/08/2012,20:00,277,3.1,9.6,0.4,6.4
5/08/2012,21:00,290,3.8,6.7,0.5,5.6
5/08/2012,22:00,292,4.3,3.3,0.4,5.3
5/08/2012,23:00,291,4.3,3,0.5,4.2
6/08/2012,0:00,292,4.7,4,0.6,4
6/08/2012,1:00,292,4.4,6.9,0.6,3.5
6/08/2012,2:00,283,3.4,4.1,0.5,2.6
6/08/2012,3:00,296,3.8,15.5,1,2.4
6/08/2012,4:00,323,3.2,15.9,0.8,2.7
6/08/2012,5:00,308,2.6,19.2,0.9,1.4
6/08/2012,6:00,327,2.1,37.5,1.2,2.9
6/08/2012,7:00,261,0.1,55.8,0.4,6.8
6/08/2012,8:00,318,1.1,38.3,1,11.3
6/08/2012,9:00,50,1.9,18,0.8,15.9
6/08/2012,10:00,60,2.2,20.1,0.8,19.5
6/08/2012,11:00,268,3.8,66.2,4.1,22.6
6/08/2012,12:00,258,10.6,11,2.1,22.3
6/08/2012,13:00,263,9.9,10.6,2.1,22.3
6/08/2012,14:00,270,11,10.9,2.4,22.1
6/08/2012,15:00,271,9.4,8.9,1.7,21.4
6/08/2012,16:00,259,7.7,8.8,1.5,19.2
6/08/2012,17:00,252,5,6.9,1,15.8
6/08/2012,18:00,258,2.9,19.6,1.4,12.8
6/08/2012,19:00,308,1.9,10.2,0.9,9.5
6/08/2012,20:00,266,2,65.7,1.7,8.2
6/08/2012,21:00,284,3.5,74.6,3,9.3
6/08/2012,22:00,279,5,16.4,2.3,8.7
6/08/2012,23:00,266,5.4,11,1.6,7.7
7/08/2012,0:00,274,5.2,52.9,3,8.2
7/08/2012,1:00,273,4.6,28.9,2,8
7/08/2012,2:00,265,4.7,9.3,1.4,6.3
7/08/2012,3:00,270,7.1,4.7,0.6,6.3
7/08/2012,4:00,288,7.7,5.9,1,5.5
7/08/2012,5:00,276,5.6,7.1,0.8,4.3
7/08/2012,6:00,282,4.8,9.6,2.2,4.9
7/08/2012,7:00,283,5,12.5,1.9,8.7
7/08/2012,8:00,270,5.1,9.4,0.8,12.8
7/08/2012,9:00,262,3.5,15,1,16.1
7/08/2012,10:00,245,1,68.4,1,19.6
7/08/2012,11:00,305,0.4,90.9,0.9,20.8
7/08/2012,12:00,319,1,64.8,1.1,22.1
7/08/2012,13:00,322,0.9,70.8,1.3,22.9
7/08/2012,14:00,340,1.3,61.7,1.3,22.6
7/08/2012,15:00,306,3.5,15.9,1.2,21.4
7/08/2012,16:00,50,2,26.5,1.7,18.5
7/08/2012,17:00,19,1.3,178.1,1,13.5
7/08/2012,18:00,283,1.4,25.7,0.8,9.1
7/08/2012,19:00,291,4.1,17.8,1.3,7.7
7/08/2012,20:00,281,4.1,7.5,0.5,6
7/08/2012,21:00,284,5.7,3.4,0.7,6.1
7/08/2012,22:00,280,4.9,6.8,0.6,5
7/08/2012,23:00,286,6.1,2.8,1.1,3.9
8/08/2012,0:00,293,5,6.6,2,3.4
8/08/2012,1:00,292,1.2,17.5,1.5,1.7
8/08/2012,2:00,313,1.2,8.2,1.2,1.2
8/08/2012,3:00,307,2.5,7.6,1.2,1.1
8/08/2012,4:00,292,3.6,8,0.5,0.6
8/08/2012,5:00,279,2.4,5.6,1.4,-0.4
8/08/2012,6:00,289,0.4,116.9,1,0.1
8/08/2012,7:00,292,2.8,10.9,1,4.2
8/08/2012,8:00,314,2.4,13.2,0.8,9.2
8/08/2012,9:00,20,1.4,150,1.2,14.4
8/08/2012,10:00,43,1.4,29.9,1.2,18.4
8/08/2012,11:00,48,1.3,31.5,1.3,21
8/08/2012,12:00,25,1.6,156.5,1.8,22.4
8/08/2012,13:00,315,4.2,25.3,2.1,22.2
8/08/2012,14:00,322,5,16.4,1.3,21.9
8/08/2012,15:00,311,5.1,19.1,1,21.4
8/08/2012,16:00,272,4.6,5.3,0.7,17.9
8/08/2012,17:00,312,1.2,41.3,1.3,11.9
8/08/2012,18:00,301,1.6,26.8,0.9,9
8/08/2012,19:00,281,1.6,29,1.3,7
8/08/2012,20:00,291,5.1,5.8,0.7,6.3
8/08/2012,21:00,295,3.9,8.8,1.1,5.3
8/08/2012,22:00,294,2.8,7.1,0.7,4.1
8/08/2012,23:00,295,2.7,5.8,1,3.5
9/08/2012,0:00,309,3.5,6.5,0.7,3.6
9/08/2012,1:00,304,2.4,3.7,1.7,2.3
9/08/2012,2:00,297,2.6,7.6,1.5,2.1
9/08/2012,3:00,285,2.8,14.8,1.1,1.1
9/08/2012,4:00,291,0.3,117.9,0.7,0.5
9/08/2012,5:00,315,3.1,8.2,0.4,0.6
9/08/2012,6:00,360,0.6,157.7,1.1,1.4
9/08/2012,7:00,,0,40.6,0,6.6
9/08/2012,8:00,49,0.2,17.8,0.7,11.8
9/08/2012,9:00,55,1,23.1,1.1,16.6
9/08/2012,10:00,36,1,49,1.3,21.1
9/08/2012,11:00,288,6.7,26.4,2.6,22.8
9/08/2012,12:00,287,8.4,14.6,2.1,23.4
9/08/2012,13:00,281,9.6,13.5,1.9,23.9
9/08/2012,14:00,276,10.3,11,1.8,23.7
9/08/2012,15:00,273,8,9.5,2.3,22.6
9/08/2012,16:00,261,7.4,8.7,1.6,20.3
9/08/2012,17:00,284,5,5.9,0.9,16.3
9/08/2012,18:00,280,5,6.3,0.9,13.9
9/08/2012,19:00,284,5.5,7.6,1.3,14.1
9/08/2012,20:00,280,8.5,9.2,1.7,15.5
9/08/2012,21:00,269,11.4,8.8,3.3,14.6
9/08/2012,22:00,271,12.2,8.2,2.2,12.3
9/08/2012,23:00,278,12.1,6.5,2.2,11.1
10/08/2012,0:00,281,14.4,6,2.1,10.4
10/08/2012,1:00,276,13.1,6.7,2.5,9.7
10/08/2012,2:00,271,9.9,6.6,1.6,8.8
10/08/2012,3:00,269,10.9,6.4,1.6,8.3
10/08/2012,4:00,271,9,7.9,1.4,7.2
10/08/2012,5:00,280,8.5,7,0.9,5.9
10/08/2012,6:00,265,8.8,6.7,1.5,6
10/08/2012,7:00,263,12.3,7.4,2,8.2
10/08/2012,8:00,270,11.4,11.4,2.3,10.3
10/08/2012,9:00,265,16.5,9,2.4,11.8
10/08/2012,10:00,263,17.6,7.4,2.7,13
10/08/2012,11:00,262,13.4,10.2,2.6,14.2
10/08/2012,12:00,256,12.7,11.9,2.5,15.3
10/08/2012,13:00,265,14.1,10.2,2.5,15.5
10/08/2012,14:00,262,14.1,8.7,2.2,15.5
10/08/2012,15:00,265,13.6,8.4,2.3,14.9
10/08/2012,16:00,269,12.4,7.8,2.1,13.1
10/08/2012,17:00,265,10.5,6.1,1.9,11.2
10/08/2012,18:00,263,7.7,6.4,1.1,10
10/08/2012,19:00,273,9.5,7.1,1.6,9.9
10/08/2012,20:00,265,6.9,9.2,1.7,8.9
10/08/2012,21:00,271,6.9,5.3,1.2,8.1
10/08/2012,22:00,269,5.2,8.4,1.8,7.5
10/08/2012,23:00,277,7.8,8,2.2,7.9
11/08/2012,0:00,271,5.2,9,1.8,7.1
11/08/2012,1:00,276,6.1,10.4,2.5,6.9
11/08/2012,2:00,285,6.6,14.2,3,6.9
11/08/2012,3:00,287,8.4,6.5,1.2,6.5
11/08/2012,4:00,285,8.4,11.7,1.3,6.4
11/08/2012,5:00,283,9,6.5,1.6,6.2
11/08/2012,6:00,285,9.2,6.4,1.2,6.6
11/08/2012,7:00,286,10.8,7.7,1.6,8.4
11/08/2012,8:00,276,10.6,9,1.8,10.6
11/08/2012,9:00,283,8.8,10,1.5,13.1
11/08/2012,10:00,285,8.9,10.8,1.5,15
11/08/2012,11:00,295,6.8,16.3,1.8,16.8
11/08/2012,12:00,292,4.4,29.9,2.1,18.7
11/08/2012,13:00,266,6.4,19.6,1.8,19.4
11/08/2012,14:00,274,8.3,13.7,1.8,19.3
11/08/2012,15:00,264,8.9,7.7,1.3,18.1
11/08/2012,16:00,272,4.6,9.8,2,15.8
11/08/2012,17:00,310,0.6,25.2,0.7,10.9
11/08/2012,18:00,319,0.6,62.7,1,8.9
11/08/2012,19:00,271,1.4,30.9,0.9,8.6
11/08/2012,20:00,279,2,23.8,1,8.1
11/08/2012,21:00,290,3.4,13.7,1.1,6.8
11/08/2012,22:00,294,4.7,4.6,0.6,7
11/08/2012,23:00,294,4.6,5.7,1,6.8
12/08/2012,0:00,289,5.7,6.1,0.8,6.7
12/08/2012,1:00,280,7,4.7,0.8,9.1
12/08/2012,2:00,279,7.6,5.3,1,9.5
12/08/2012,3:00,286,6.1,7.6,0.9,8
12/08/2012,4:00,292,5.6,6.7,1,7.2
12/08/2012,5:00,284,4.7,7.5,0.7,6.6
12/08/2012,6:00,287,5.1,9,0.8,6.8
12/08/2012,7:00,283,7.5,6.1,1.2,9.8
12/08/2012,8:00,282,8.1,6.8,1.1,12.5
12/08/2012,9:00,289,4.5,19.2,2,15.8
12/08/2012,10:00,241,1.3,100.5,1.7,18
12/08/2012,11:00,167,4.4,20.6,1.6,18.1
12/08/2012,12:00,156,4,28,1.7,19.1
12/08/2012,13:00,147,5.3,18.6,1.8,19.2
12/08/2012,14:00,148,5.7,19.4,1.5,18.6
12/08/2012,15:00,152,5.2,13.3,1.5,18.2
12/08/2012,16:00,151,3.3,14.6,0.9,16.3
12/08/2012,17:00,151,2.1,7.3,0.4,13.8
12/08/2012,18:00,222,0.7,67.5,1.2,11.1
12/08/2012,19:00,281,0.2,30.4,0.5,8.9
12/08/2012,20:00,315,1.1,32.5,1,8.2
12/08/2012,21:00,277,0.2,44.1,0.5,7.4
12/08/2012,22:00,312,0.3,32.6,0.6,5.3
12/08/2012,23:00,293,1.9,5.4,0.6,4.3
13/08/2012,0:00,286,1.7,16.4,0.6,3.8
13/08/2012,1:00,286,2.6,17.3,0.8,3.5
13/08/2012,2:00,288,3.4,8.1,0.9,3.6
13/08/2012,3:00,292,4.1,6,0.8,3.2
13/08/2012,4:00,293,4.7,5.7,0.7,3.3
13/08/2012,5:00,280,3,12.8,0.6,2.7
13/08/2012,6:00,293,3.8,8.3,0.5,3.3
13/08/2012,7:00,291,3.6,8.8,0.7,6.4
13/08/2012,8:00,285,3.6,11.9,0.9,10.8
13/08/2012,9:00,283,0.7,73.1,0.9,15.6
13/08/2012,10:00,88,1,72.9,1.2,18.1
13/08/2012,11:00,115,1.3,61.3,1.3,19.9
13/08/2012,12:00,127,1.2,67.4,1.4,20
13/08/2012,13:00,111,1.9,55,1.4,20.2
13/08/2012,14:00,123,2.7,42.8,1.8,19.8
13/08/2012,15:00,130,2.6,34.6,1.4,19.2
13/08/2012,16:00,147,3.5,10.3,1.1,17
13/08/2012,17:00,149,2.9,7.1,0.6,14.6
13/08/2012,18:00,122,1.4,41.4,1.2,11.9
13/08/2012,19:00,35,0.5,51.1,0.8,8.8
13/08/2012,20:00,229,0.6,94.6,1,7.1
13/08/2012,21:00,240,0.5,17.7,0.7,5.8
