Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Rainfall (mm),Barometric Pressure (hPa),RAD (w/m^2),Ozone (ppm),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),PM10 (ug/m^3),PM2.5 (ug/m^3),Visibility-reducing Particles (Mm^-1)
31/03/2016,07:00,252,2.0,15.4,0.6,22.1,77.5,,1015,299,0.013,0.002,0.004,0.006,10.0,4.0,24
31/03/2016,08:00,269,1.5,29.4,0.7,24.0,68.4,,1015,537,0.018,0.001,0.004,0.005,10.2,3.1,18
31/03/2016,09:00,273,1.6,27.7,0.8,25.7,61.1,,1015,737,0.025,0.001,0.002,0.003,8.6,4.2,15
31/03/2016,10:00,268,1.4,43.3,0.8,26.9,54.1,,1015,875,0.033,0.001,0.002,0.003,12.8,6.3,15
31/03/2016,11:00,279,1.2,51.2,0.8,28.5,47.5,,1014,979,0.042,0.001,0.003,0.004,13.5,6.6,16
31/03/2016,12:00,201,0.9,70.6,0.9,29.3,43.7,,1013,970,0.048,0.000,0.003,0.003,30.8,12.0,16
31/03/2016,13:00,184,1.7,33.8,0.6,28.7,43.4,,1012,311,0.048,0.000,0.004,0.004,20.9,11.2,15
31/03/2016,14:00,225,0.8,94.0,1.0,30.3,35.3,,1012,527,0.046,0.000,0.001,0.001,17.7,5.2,10
31/03/2016,15:00,116,2.8,55.3,1.7,29.3,46.7,,1012,430,0.045,0.001,0.003,0.004,14.0,3.9,15
31/03/2016,16:00,137,4.1,16.3,1.1,27.1,56.1,,1012,118,0.034,0.000,0.004,0.004,10.4,6.7,12
31/03/2016,17:00,124,3.7,17.0,0.9,26.0,54.1,,1013,16,0.034,0.000,0.004,0.004,13.7,4.6,10
31/03/2016,18:00,98,2.1,18.1,0.6,25.0,57.5,,1014,0,0.032,0.000,0.004,0.004,12.9,3.1,11
31/03/2016,19:00,102,1.8,20.0,0.7,24.5,60.6,,1015,0,0.030,0.000,0.006,0.006,15.0,4.0,13
31/03/2016,20:00,71,0.8,27.5,0.4,23.9,63.2,,1016,0,0.023,0.000,0.010,0.010,16.4,4.1,15
31/03/2016,21:00,198,1.0,36.1,0.5,23.2,63.8,,1016,0,0.024,0.000,0.009,0.009,16.0,2.3,16
31/03/2016,22:00,339,0.2,162.8,0.2,22.6,64.5,,1016,0,0.013,0.000,0.014,0.014,19.0,3.7,18
31/03/2016,23:00,226,0.3,51.9,0.3,22.4,63.7,,1016,0,0.015,0.000,0.014,0.014,19.5,6.4,18
01/04/2016,00:00,213,0.9,11.6,0.4,21.2,73.4,,1016,0,,,,,15.9,4.1,
01/04/2016,01:00,205,1.3,5.7,0.3,20.6,73.8,,1016,0,0.004,0.001,0.019,0.019,13.1,0.3,19
01/04/2016,02:00,204,1.1,10.9,0.3,20.1,72.1,,1016,0,0.011,0.000,0.014,0.014,16.8,5.6,18
01/04/2016,03:00,242,0.6,18.8,0.3,19.4,73.3,,1016,0,0.014,0.000,0.007,0.007,12.6,5.0,16
01/04/2016,04:00,218,1.2,9.9,0.3,19.4,73.9,,1016,0,0.015,0.000,0.005,0.005,14.0,4.5,16
01/04/2016,05:00,221,0.6,14.2,0.2,18.8,77.0,,1016,1,0.011,0.000,0.007,0.007,8.4,2.3,17
01/04/2016,06:00,222,0.9,12.9,0.2,19.1,76.7,,1017,75,0.006,0.003,0.011,0.014,12.3,4.5,18
01/04/2016,07:00,203,2.0,16.6,0.6,20.9,68.5,,1018,286,0.011,0.010,0.014,0.024,20.9,6.3,23
01/04/2016,08:00,221,1.7,26.9,0.7,23.3,59.7,,1018,517,0.020,0.005,0.009,0.014,26.4,7.8,22
01/04/2016,09:00,226,0.9,66.3,0.9,25.6,53.6,,1018,604,0.027,0.003,0.008,0.010,28.7,8.9,19
01/04/2016,10:00,140,0.9,69.2,0.7,26.9,48.9,,1018,772,0.034,0.001,0.004,0.005,18.7,7.8,15
01/04/2016,11:00,87,1.1,74.5,0.8,27.8,45.4,,1017,1017,0.040,0.002,0.004,0.006,16.7,6.4,15
01/04/2016,12:00,65,2.2,32.2,1.0,27.7,46.9,,1016,821,0.041,0.001,0.005,0.006,23.7,10.0,16
01/04/2016,13:00,51,2.7,31.7,1.2,27.9,46.8,,1015,781,0.044,0.001,0.005,0.006,26.8,13.3,19
01/04/2016,14:00,95,3.1,30.1,1.4,27.8,47.8,,1015,429,0.042,0.001,0.004,0.005,26.4,12.1,17
01/04/2016,15:00,81,3.6,19.6,0.9,27.1,52.4,,1015,319,0.034,0.001,0.004,0.005,30.6,12.1,16
01/04/2016,16:00,76,3.8,18.6,1.1,26.7,55.1,,1015,180,0.031,0.001,0.004,0.005,10.5,11.5,16
01/04/2016,17:00,97,3.6,13.2,0.9,25.7,60.6,,1016,21,0.029,0.000,0.003,0.003,17.6,7.1,17
01/04/2016,18:00,95,2.3,11.7,0.6,24.9,63.9,,1016,0,0.023,0.000,0.007,0.007,17.0,4.9,19
01/04/2016,19:00,91,1.8,12.6,0.5,24.4,67.0,,1017,0,0.019,0.000,0.008,0.008,17.7,5.3,20
01/04/2016,20:00,79,1.4,14.3,0.5,23.9,69.3,,1017,0,0.011,0.001,0.015,0.016,17.6,4.5,21
01/04/2016,21:00,156,0.2,82.9,0.3,22.8,73.4,,1018,0,0.005,0.001,0.018,0.018,20.0,4.9,23
01/04/2016,22:00,214,0.6,17.0,0.2,22.0,77.6,,1018,0,0.005,0.000,0.014,0.014,15.0,4.7,20
01/04/2016,23:00,230,0.7,11.8,0.3,21.3,80.7,,1018,0,0.003,0.001,0.012,0.013,14.6,7.1,18
02/04/2016,00:00,244,0.5,31.1,0.3,20.6,83.3,,1017,0,,,,,13.6,5.9,
02/04/2016,01:00,261,0.4,52.0,0.2,20.8,84.1,,1017,0,0.001,0.006,0.013,0.018,16.8,7.2,20
02/04/2016,02:00,219,1.0,13.1,0.3,20.6,84.0,,1017,0,0.001,0.004,0.013,0.017,9.9,2.9,22
02/04/2016,03:00,239,0.6,17.9,0.2,20.0,85.0,,1017,0,0.002,0.001,0.010,0.011,17.4,9.8,23
02/04/2016,04:00,203,0.7,18.3,0.2,19.5,86.3,,1017,0,0.003,0.000,0.008,0.008,9.2,4.1,27
02/04/2016,05:00,232,0.7,20.1,0.2,19.4,87.2,,1017,1,0.001,0.001,0.009,0.009,5.2,3.0,22
02/04/2016,06:00,222,0.8,23.8,0.3,19.3,87.7,,1017,64,0.002,0.004,0.008,0.012,6.3,3.4,21
02/04/2016,07:00,233,0.7,34.1,0.4,21.0,84.3,,1018,304,0.009,0.004,0.005,0.009,12.1,3.7,23
02/04/2016,08:00,237,1.1,44.4,0.7,24.1,69.3,,1018,532,0.017,0.002,0.004,0.006,19.6,5.8,21
02/04/2016,09:00,246,1.0,67.4,1.0,25.8,61.8,,1018,682,0.024,0.001,0.002,0.003,20.0,6.4,17
02/04/2016,10:00,240,0.8,58.5,0.6,27.1,53.6,,1018,639,0.030,0.000,0.001,0.001,22.1,8.7,14
02/04/2016,11:00,217,0.4,87.2,0.7,27.5,52.0,,1017,532,0.038,0.000,0.001,0.001,19.9,7.7,16
02/04/2016,12:00,28,1.0,61.4,0.8,28.7,47.5,,1016,912,0.043,0.000,0.001,0.001,17.9,6.6,17
02/04/2016,13:00,18,1.1,176.0,0.7,29.7,43.9,,1015,842,0.050,0.000,0.001,0.001,22.2,9.2,18
02/04/2016,14:00,46,2.8,25.2,1.3,29.4,45.9,,1014,419,0.055,0.001,0.004,0.005,26.2,13.2,21
02/04/2016,15:00,51,3.9,17.4,1.1,28.9,48.6,,1014,371,0.046,0.001,0.006,0.007,26.2,12.4,20
02/04/2016,16:00,49,3.9,14.1,1.0,28.0,51.2,,1015,142,0.042,0.001,0.004,0.005,23.9,10.7,18
02/04/2016,17:00,52,4.2,12.4,1.1,26.6,58.0,,1015,15,0.035,0.000,0.005,0.005,16.1,6.7,17
02/04/2016,18:00,44,3.3,16.4,1.4,25.6,63.0,,1016,0,0.023,0.001,0.003,0.004,16.5,6.4,12
02/04/2016,19:00,34,2.4,13.4,0.8,25.1,60.8,,1016,0,0.021,0.000,0.005,0.005,12.2,5.3,12
02/04/2016,20:00,31,1.6,17.0,0.7,24.7,62.9,,1017,0,0.017,0.000,0.008,0.008,12.0,5.1,15
02/04/2016,21:00,20,1.0,15.8,0.4,24.0,66.5,,1017,0,0.017,0.000,0.007,0.007,9.8,2.8,15
02/04/2016,22:00,20,0.9,12.9,0.4,23.5,69.7,,1017,0,0.017,0.000,0.005,0.005,9.7,3.3,16
02/04/2016,23:00,261,0.3,70.5,0.3,22.7,73.1,,1017,0,0.013,0.000,0.005,0.005,13.2,6.9,16
03/04/2016,00:00,235,1.1,7.3,0.2,21.3,78.7,,1016,0,,,,,9.9,5.2,
03/04/2016,01:00,218,0.7,16.7,0.3,20.5,82.7,,1016,0,0.001,0.002,0.015,0.017,6.5,2.7,17
03/04/2016,02:00,244,0.7,10.3,0.2,20.0,84.4,,1016,0,0.002,0.001,0.012,0.013,11.2,5.0,21
03/04/2016,03:00,245,1.0,13.1,0.3,19.7,85.3,,1016,0,0.003,0.000,0.011,0.011,11.7,6.8,24
03/04/2016,04:00,232,0.8,9.5,0.2,19.6,85.7,,1016,0,0.005,0.000,0.008,0.008,9.2,4.0,22
03/04/2016,05:00,205,0.5,20.7,0.2,19.3,86.3,,1017,1,0.005,0.000,0.006,0.006,7.0,2.1,26
03/04/2016,06:00,234,0.7,13.8,0.2,19.3,87.0,,1017,81,0.003,0.002,0.005,0.007,6.1,4.2,17
03/04/2016,07:00,217,1.1,21.5,0.5,21.1,81.9,,1018,295,0.008,0.004,0.004,0.008,12.2,7.2,20
03/04/2016,08:00,214,1.0,44.6,0.6,23.8,70.3,,1019,523,0.016,0.003,0.006,0.009,15.2,6.3,19
03/04/2016,09:00,227,0.9,62.8,0.7,26.1,61.1,,1019,686,0.026,0.002,0.003,0.005,18.5,6.6,17
03/04/2016,10:00,193,0.9,72.3,0.9,27.4,53.5,,1018,856,0.034,0.001,0.002,0.002,13.8,9.6,15
03/04/2016,11:00,150,1.6,51.5,1.1,28.7,46.3,,1017,909,0.044,0.000,0.001,0.001,16.5,8.6,13
03/04/2016,12:00,135,2.5,42.9,1.3,29.4,42.6,,1017,670,0.046,0.000,0.002,0.002,21.4,7.5,13
03/04/2016,13:00,121,3.4,28.3,1.4,29.6,41.8,,1016,673,0.041,0.000,0.001,0.001,16.2,4.8,12
03/04/2016,14:00,121,4.5,18.8,1.3,29.0,43.9,,1016,393,0.039,0.000,0.001,0.001,17.1,7.4,11
03/04/2016,15:00,114,4.3,19.8,1.1,28.1,47.7,,1016,346,0.035,0.000,0.001,0.001,23.9,9.5,11
03/04/2016,16:00,120,4.4,15.2,0.9,27.5,49.5,,1017,138,0.034,0.000,0.000,0.000,22.5,14.6,11
03/04/2016,17:00,125,3.7,17.7,1.1,26.4,53.1,,1017,14,0.030,0.000,0.001,0.001,18.2,9.0,12
03/04/2016,18:00,104,2.2,13.7,0.7,25.3,60.0,,1018,0,0.025,0.000,0.002,0.002,12.7,5.5,12
03/04/2016,19:00,98,1.9,14.2,0.5,24.8,65.1,,1018,0,0.024,0.000,0.003,0.003,12.3,5.6,14
03/04/2016,20:00,105,1.8,14.3,0.5,24.6,68.7,,1019,0,0.025,0.000,0.005,0.005,12.0,3.7,17
03/04/2016,21:00,146,1.9,13.5,0.5,24.3,69.0,,1019,0,0.030,0.000,0.004,0.004,16.5,5.0,25
03/04/2016,22:00,184,1.3,24.5,0.5,23.6,71.2,,1019,0,0.026,0.000,0.006,0.006,18.8,5.4,29
03/04/2016,23:00,243,1.2,8.9,0.3,22.8,73.9,,1019,0,0.022,0.000,0.007,0.007,16.3,4.7,30
04/04/2016,00:00,237,0.7,27.3,0.3,22.1,74.3,,1018,0,,,,,20.7,10.8,
04/04/2016,01:00,216,0.9,16.6,0.4,21.7,74.0,,1018,0,0.018,0.000,0.006,0.006,16.4,7.3,24
04/04/2016,02:00,226,0.6,40.1,0.4,21.3,74.6,,1017,0,0.022,0.000,0.003,0.003,19.1,9.3,26
04/04/2016,03:00,214,1.1,38.3,0.4,21.3,73.6,,1017,0,0.023,0.000,0.003,0.003,11.9,2.6,27
04/04/2016,04:00,179,1.1,34.5,0.5,21.1,73.7,,1018,0,0.021,0.000,0.006,0.006,15.5,2.9,28
04/04/2016,05:00,239,1.5,9.7,0.3,20.9,74.7,,1018,0,0.022,0.000,0.005,0.005,14.9,3.2,29
04/04/2016,06:00,222,1.0,23.3,0.5,21.2,73.7,,1018,61,0.017,0.001,0.009,0.010,20.5,5.4,30
04/04/2016,07:00,210,1.8,15.1,0.8,22.3,69.6,,1018,188,0.017,0.003,0.011,0.014,23.0,9.9,32
04/04/2016,08:00,209,3.0,15.6,0.9,24.4,61.7,,1019,499,0.027,0.002,0.005,0.006,24.4,8.6,28
04/04/2016,09:00,160,4.4,26.0,1.5,26.6,50.1,,1018,746,0.035,0.001,0.003,0.004,23.8,7.2,27
04/04/2016,10:00,148,5.2,22.8,1.5,27.6,43.4,,1018,818,0.037,0.001,0.002,0.002,33.9,11.2,24
04/04/2016,11:00,168,5.0,21.4,1.4,27.7,42.9,,1017,497,0.035,0.001,0.003,0.003,26.0,7.6,25
04/04/2016,12:00,149,5.0,17.6,1.5,28.3,39.5,,1016,693,0.036,0.001,0.002,0.003,21.3,11.8,22
04/04/2016,13:00,136,6.0,15.0,1.3,28.7,36.3,,1015,823,0.036,0.001,0.002,0.003,32.0,8.9,21
04/04/2016,14:00,142,6.1,16.2,1.3,28.5,34.9,,1015,394,0.037,0.001,0.002,0.003,39.4,11.6,19
04/04/2016,15:00,146,5.6,15.6,1.4,27.9,41.7,,1015,350,0.035,0.000,0.003,0.003,38.8,11.2,22
04/04/2016,16:00,142,6.1,13.2,1.4,27.0,45.6,,1015,157,0.031,0.001,0.003,0.004,27.0,8.1,24
04/04/2016,17:00,144,5.3,10.1,1.3,25.6,51.6,,1016,21,0.026,0.000,0.005,0.005,23.9,5.9,26
04/04/2016,18:00,153,4.4,13.8,1.5,24.8,54.3,,1016,0,0.025,0.000,0.003,0.003,28.8,9.4,26
04/04/2016,19:00,174,3.1,12.1,0.8,24.1,56.0,,1017,0,0.022,0.000,0.006,0.006,25.5,7.5,29
04/04/2016,20:00,155,3.1,16.3,1.0,24.3,56.8,,1017,0,0.023,0.000,0.005,0.005,27.0,7.3,28
04/04/2016,21:00,161,2.8,16.9,1.2,23.7,61.9,,1018,0,0.025,0.000,0.002,0.002,24.3,6.9,28
04/04/2016,22:00,193,1.5,17.9,0.8,23.2,63.4,,1018,0,0.020,0.000,0.004,0.004,22.1,5.5,30
04/04/2016,23:00,217,1.5,14.4,0.5,22.8,63.1,,1017,0,0.018,0.000,0.006,0.006,20.0,3.6,28
05/04/2016,00:00,255,1.3,8.4,0.5,21.9,64.4,,1017,0,,,,,18.2,1.8,
05/04/2016,01:00,206,1.3,11.7,0.3,20.9,67.2,,1016,0,0.018,0.000,0.004,0.004,19.5,6.1,21
05/04/2016,02:00,201,1.1,15.3,0.4,19.9,69.4,,1016,0,0.017,0.000,0.003,0.003,17.1,5.2,22
05/04/2016,03:00,213,1.6,10.1,0.4,19.5,69.5,,1016,0,0.017,0.000,0.003,0.003,12.1,2.5,22
05/04/2016,04:00,206,1.5,6.2,0.4,19.2,70.6,,1016,0,0.017,0.000,0.003,0.003,12.6,3.8,21
05/04/2016,05:00,206,1.1,24.0,0.4,19.2,70.7,,1017,1,0.016,0.000,0.004,0.004,13.9,4.5,21
05/04/2016,06:00,256,0.6,44.4,0.4,19.2,70.8,,1017,70,0.007,0.007,0.012,0.019,15.1,2.2,22
05/04/2016,07:00,227,1.3,15.2,0.6,21.4,63.3,,1018,282,0.010,0.009,0.013,0.022,18.3,3.8,23
05/04/2016,08:00,215,3.2,13.3,0.8,23.4,56.8,,1018,522,0.021,0.002,0.004,0.005,22.6,6.3,18
05/04/2016,09:00,188,3.6,25.3,1.2,25.1,52.0,,1018,720,0.025,0.001,0.003,0.004,22.8,6.6,17
05/04/2016,10:00,166,4.2,23.9,1.4,26.4,46.8,,1018,777,0.029,0.001,0.002,0.003,28.9,9.1,15
05/04/2016,11:00,145,5.2,17.4,1.2,27.2,41.7,,1017,987,0.032,0.001,0.002,0.002,27.3,7.6,14
05/04/2016,12:00,141,5.2,19.0,1.3,27.4,41.6,,1016,956,0.034,0.001,0.001,0.002,28.4,9.8,13
05/04/2016,13:00,141,5.0,18.1,1.4,27.1,42.9,,1015,630,0.032,0.000,0.002,0.002,26.4,6.6,13
05/04/2016,14:00,140,5.9,16.8,1.3,27.1,40.9,,1015,430,0.031,0.001,0.002,0.003,23.6,3.8,12
05/04/2016,15:00,142,5.7,14.8,1.3,26.9,40.3,,1015,324,0.027,0.001,0.002,0.002,20.7,4.4,10
05/04/2016,16:00,145,5.3,15.1,1.3,26.1,45.7,,1016,134,0.025,0.001,0.002,0.002,19.7,3.4,11
05/04/2016,17:00,154,4.0,12.9,1.2,25.0,49.6,,1017,13,0.021,0.000,0.004,0.004,17.5,4.3,12
05/04/2016,18:00,153,3.3,11.5,1.0,24.1,54.1,,1017,0,0.019,0.000,0.005,0.005,19.2,6.0,13
05/04/2016,19:00,193,0.9,37.8,0.6,23.0,58.2,,1018,0,0.017,0.000,0.006,0.006,16.1,3.1,14
05/04/2016,20:00,245,0.8,17.8,0.2,22.3,61.8,,1018,0,0.012,0.000,0.010,0.010,18.1,5.7,17
05/04/2016,21:00,255,0.9,13.8,0.2,21.7,63.6,,1018,0,0.008,0.001,0.013,0.013,12.6,1.7,16
05/04/2016,22:00,266,0.6,16.5,0.2,21.1,64.7,,1018,0,0.008,0.001,0.012,0.012,15.1,3.2,15
05/04/2016,23:00,237,0.8,19.8,0.4,20.3,71.8,,1018,0,0.004,0.000,0.014,0.014,12.5,2.6,15
06/04/2016,00:00,255,0.6,15.7,0.2,19.8,72.6,,1017,0,,,,,10.5,2.7,
06/04/2016,01:00,260,0.4,28.3,0.2,19.5,75.4,,1017,0,0.002,0.001,0.014,0.014,8.9,1.5,14
06/04/2016,02:00,270,0.6,21.9,0.3,18.9,75.8,,1017,0,0.005,0.000,0.009,0.009,,,15
06/04/2016,03:00,241,0.5,39.3,0.2,18.0,77.5,,1017,0,0.003,0.000,0.010,0.010,10.8,3.9,15
06/04/2016,04:00,216,0.7,37.2,0.4,17.2,81.7,,1017,0,0.003,0.001,0.007,0.008,8.0,3.5,12
06/04/2016,05:00,201,0.7,36.3,0.3,16.8,80.0,,1018,1,0.003,0.000,0.009,0.009,2.1,1.1,13
06/04/2016,06:00,192,1.1,14.8,0.3,17.0,78.0,,1018,68,0.004,0.003,0.009,0.012,3.5,-0.4,14
06/04/2016,07:00,216,1.1,18.4,0.4,19.4,70.9,,1019,260,0.007,0.008,0.009,0.017,9.2,1.1,16
06/04/2016,08:00,232,1.8,18.8,0.6,21.9,62.3,,1020,466,0.009,0.014,0.013,0.027,19.6,6.7,21
06/04/2016,09:00,189,1.6,44.5,1.0,24.7,55.9,,1019,713,0.015,0.011,0.012,0.023,26.5,6.7,21
06/04/2016,10:00,143,2.3,42.6,1.3,26.4,50.3,,1019,700,0.026,0.002,0.005,0.007,21.7,6.1,15
06/04/2016,11:00,118,2.4,47.5,1.1,27.2,45.5,,1018,694,0.031,0.001,0.002,0.003,15.6,7.1,15
06/04/2016,12:00,85,2.5,40.8,1.2,28.0,39.2,,1017,708,0.033,0.001,0.002,0.002,22.7,9.8,12
06/04/2016,13:00,72,3.0,28.7,1.2,28.1,42.0,,1016,678,0.031,0.001,0.003,0.004,26.3,9.0,13
06/04/2016,14:00,54,4.2,17.7,1.2,27.7,45.6,,1016,441,0.028,0.002,0.003,0.004,26.5,6.7,14
06/04/2016,15:00,64,3.9,17.4,1.1,27.2,48.4,,1016,245,0.026,0.001,0.003,0.004,24.4,7.7,14
06/04/2016,16:00,64,3.3,19.3,0.9,26.6,50.7,,1016,150,0.024,0.002,0.004,0.006,22.2,4.3,15
06/04/2016,17:00,61,3.1,14.2,0.7,25.5,55.8,,1017,13,0.020,0.001,0.007,0.008,14.1,4.9,18
06/04/2016,18:00,62,2.7,13.4,0.9,24.8,59.6,,1017,0,0.011,0.002,0.013,0.015,19.7,5.6,21
06/04/2016,19:00,64,1.4,13.0,0.5,24.1,62.7,,1018,0,0.003,0.006,0.021,0.027,21.8,5.2,24
06/04/2016,20:00,58,0.9,24.8,0.5,23.4,67.0,,1018,0,0.001,0.011,0.023,0.034,25.7,6.7,32
06/04/2016,21:00,13,0.8,174.2,0.3,22.7,72.3,,1019,0,0.001,0.009,0.021,0.030,21.1,4.6,26
06/04/2016,22:00,9,0.6,196.9,0.6,22.2,74.0,,1019,0,0.003,0.002,0.015,0.017,16.2,4.1,21
06/04/2016,23:00,223,0.9,31.7,0.3,20.7,79.4,,1019,0,0.001,0.004,0.015,0.018,14.6,5.7,19
07/04/2016,00:00,195,0.7,39.5,0.3,19.7,81.0,,1018,0,,,,,10.7,1.8,
07/04/2016,01:00,246,0.9,15.7,0.5,19.3,81.5,,1018,0,0.000,0.013,0.017,0.030,14.0,0.9,20
07/04/2016,02:00,209,0.2,96.4,0.2,18.8,83.0,,1017,0,0.000,0.014,0.016,0.030,9.1,0.4,20
07/04/2016,03:00,196,1.0,31.9,0.3,18.5,85.3,,1017,0,0.000,0.012,0.011,0.023,9.1,2.5,18
07/04/2016,04:00,224,0.8,22.8,0.2,18.2,85.8,,1017,0,0.000,0.010,0.012,0.022,9.2,1.1,22
07/04/2016,05:00,203,0.9,17.0,0.2,17.9,86.3,,1017,1,0.001,0.020,0.012,0.032,4.4,0.8,21
07/04/2016,06:00,211,0.3,123.2,0.3,17.9,86.7,,1018,74,0.001,0.037,0.013,0.050,10.5,2.5,21
07/04/2016,07:00,239,1.6,16.1,0.6,19.8,81.5,,1019,293,0.005,0.015,0.010,0.024,16.5,6.9,26
07/04/2016,08:00,253,1.5,24.7,0.7,22.9,68.6,,1019,513,0.012,0.005,0.009,0.014,22.7,7.8,26
07/04/2016,09:00,242,1.7,32.0,0.9,24.9,61.8,,1019,710,0.020,0.003,0.005,0.008,26.1,9.8,40
07/04/2016,10:00,240,0.8,71.5,0.9,26.2,56.9,,1019,810,0.031,0.001,0.003,0.004,32.6,13.7,46
07/04/2016,11:00,98,0.8,81.1,0.8,27.4,51.3,,1018,896,0.041,0.000,0.002,0.002,35.0,13.7,38
07/04/2016,12:00,93,1.2,52.6,0.7,28.6,45.8,,1016,874,0.048,0.000,0.003,0.003,33.0,16.9,34
07/04/2016,13:00,68,0.7,70.7,0.7,30.0,40.9,,1016,781,0.053,0.001,0.003,0.003,39.2,18.8,32
07/04/2016,14:00,57,3.6,23.4,1.2,29.2,46.7,,1015,386,0.042,0.003,0.008,0.011,38.5,18.4,22
07/04/2016,15:00,58,4.3,12.9,1.0,28.3,46.0,,1015,225,0.031,0.003,0.009,0.012,36.5,12.0,16
07/04/2016,16:00,57,4.3,12.7,1.0,27.3,49.0,,1015,146,0.026,0.003,0.007,0.009,25.1,7.6,14
07/04/2016,17:00,56,3.9,13.4,0.9,25.9,54.1,,1016,12,0.022,0.001,0.008,0.009,21.6,4.4,13
07/04/2016,18:00,58,3.5,10.5,0.8,25.1,57.3,,1017,0,0.022,0.001,0.007,0.008,16.6,3.9,13
07/04/2016,19:00,62,2.2,22.3,0.9,24.8,56.1,,1018,0,0.016,0.001,0.011,0.012,10.5,1.3,12
07/04/2016,20:00,161,1.1,23.6,0.3,23.7,60.0,,1019,0,0.008,0.000,0.018,0.018,9.9,1.0,16
07/04/2016,21:00,210,0.7,41.4,0.3,22.7,64.6,,1019,0,0.003,0.002,0.022,0.023,13.7,3.2,19
07/04/2016,22:00,239,0.4,113.9,0.5,22.2,67.8,,1020,0,0.001,0.007,0.022,0.029,27.9,4.4,20
07/04/2016,23:00,243,0.7,10.1,0.3,21.3,71.9,,1020,0,0.001,0.009,0.020,0.029,20.0,0.6,21
08/04/2016,00:00,277,0.5,26.0,0.2,20.9,73.9,,1019,0,,,,,14.4,3.9,
08/04/2016,01:00,279,0.3,56.4,0.3,20.7,75.4,,1019,0,0.001,0.010,0.019,0.029,15.5,8.7,24
08/04/2016,02:00,310,0.4,16.1,0.2,19.9,79.7,,1018,0,0.001,0.005,0.013,0.018,16.0,7.4,19
08/04/2016,03:00,275,0.2,67.5,0.1,19.5,80.8,,1018,0,0.001,0.006,0.012,0.018,12.2,6.1,16
08/04/2016,04:00,273,0.2,75.0,0.2,19.5,82.0,,1018,0,0.000,0.011,0.011,0.022,12.6,5.2,20
08/04/2016,05:00,227,0.6,16.2,0.3,19.5,83.1,,1019,0,0.001,0.006,0.009,0.015,24.6,3.0,15
08/04/2016,06:00,288,0.2,87.0,0.2,20.3,80.6,,1019,72,0.001,0.010,0.009,0.019,8.6,2.1,15
08/04/2016,07:00,240,0.2,50.9,0.2,22.1,74.0,,1020,164,0.003,0.011,0.011,0.022,13.4,4.8,18
08/04/2016,08:00,303,0.3,80.5,0.3,25.0,62.0,,1020,430,0.010,0.012,0.013,0.024,19.3,5.3,21
08/04/2016,09:00,354,0.7,52.3,0.6,25.9,61.4,,1020,307,0.014,0.005,0.011,0.016,21.2,6.9,23
08/04/2016,10:00,43,0.9,172.1,1.1,26.5,57.8,,1020,652,0.019,0.007,0.013,0.020,29.4,10.3,38
08/04/2016,11:00,37,1.4,48.8,0.9,27.2,53.7,,1019,725,0.027,0.004,0.010,0.014,37.5,15.0,36
08/04/2016,12:00,60,1.3,53.0,0.9,27.7,51.6,,1018,658,0.032,0.002,0.007,0.009,36.6,14.4,35
08/04/2016,13:00,46,0.6,71.4,0.7,28.6,48.7,,1018,521,0.036,0.002,0.007,0.009,31.8,12.0,43
08/04/2016,14:00,42,1.8,29.0,0.8,28.4,48.6,,1017,340,0.038,0.001,0.008,0.009,36.3,17.2,43
08/04/2016,15:00,50,3.2,19.2,1.2,28.0,49.7,,1017,214,0.029,0.003,0.010,0.013,40.0,19.6,28
08/04/2016,16:00,55,3.0,15.0,0.8,27.2,51.4,,1017,132,0.022,0.003,0.013,0.015,29.5,12.2,21
08/04/2016,17:00,52,2.8,11.7,0.7,26.2,54.9,,1017,13,0.017,0.002,0.015,0.016,20.3,6.8,20
08/04/2016,18:00,50,2.7,11.2,0.7,25.3,60.8,,1018,0,0.015,0.001,0.015,0.016,20.0,5.1,16
08/04/2016,19:00,46,2.2,13.2,0.7,24.7,64.5,,1019,0,0.016,0.000,0.009,0.009,11.8,3.8,13
08/04/2016,20:00,24,1.1,169.2,0.6,24.2,66.1,,1019,0,0.013,0.000,0.009,0.009,11.0,3.6,13
08/04/2016,21:00,11,0.9,179.2,0.3,23.5,67.6,,1019,0,0.011,0.000,0.010,0.010,9.8,3.0,13
08/04/2016,22:00,237,0.3,75.0,0.3,22.3,72.2,,1020,0,0.007,0.000,0.009,0.009,7.1,1.0,13
08/04/2016,23:00,234,0.8,13.3,0.2,21.3,76.6,,1019,0,0.004,0.000,0.009,0.009,8.1,3.3,12
09/04/2016,00:00,231,0.7,20.8,0.3,20.6,80.9,,1019,0,,,,,9.9,5.5,
09/04/2016,01:00,234,0.6,30.2,0.2,20.2,81.8,,1019,0,0.000,0.008,0.016,0.024,9.8,3.3,16
09/04/2016,02:00,240,0.7,29.0,0.4,19.7,83.5,,1018,0,0.000,0.007,0.014,0.021,9.5,4.3,17
09/04/2016,03:00,232,1.1,8.2,0.2,19.4,84.6,,1018,0,0.001,0.009,0.015,0.023,7.2,2.2,22
09/04/2016,04:00,238,0.2,101.1,0.3,19.4,84.4,,1019,0,0.002,0.001,0.013,0.014,8.7,3.2,23
