Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (percent),Nitric Oxide (NO) (ppm),Nitrogen Dioxide (NO2) (ppm),Total Oxides of Nitrogen (NOx) (ppm),Carbon Monoxide (CO) (ppm),PM10 (µg/m^3),PM2.5 (µg/m^3)
16/03/2011,02:00,276,0.4,33.6,0.2,22.4,88.0,0.011,0.011,0.022,0.0,18.1,4.1
16/03/2011,03:00,253,0.5,43.6,0.3,21.9,89.1,0.006,0.009,0.015,0.0,20.6,5.2
16/03/2011,04:00,207,0.8,37.3,0.5,21.6,85.7,0.008,0.010,0.017,0.0,21.7,7.0
16/03/2011,05:00,207,0.9,27.7,0.5,21.4,83.9,0.018,0.012,0.030,0.0,38.0,14.2
16/03/2011,06:00,197,1.0,35.8,0.6,21.7,82.6,0.040,0.014,0.054,0.1,17.4,13.2
16/03/2011,07:00,192,1.4,26.6,0.6,23.5,77.0,0.034,0.012,0.046,0.0,23.4,5.4
16/03/2011,08:00,191,1.0,41.7,0.7,25.8,71.8,0.050,0.017,0.066,0.1,14.5,6.1
16/03/2011,09:00,174,0.5,71.0,0.6,27.6,68.4,0.050,0.019,0.069,0.1,16.4,11.2
16/03/2011,10:00,350,0.5,77.7,0.5,29.4,62.6,0.059,0.023,0.082,0.2,44.4,15.7
16/03/2011,11:00,37,0.7,176.7,0.6,30.4,56.6,0.063,0.028,0.091,0.2,46.8,17.5
16/03/2011,12:00,43,1.1,75.1,1.1,31.1,53.3,0.054,0.028,0.082,0.2,28.1,13.1
16/03/2011,13:00,39,1.6,40.2,0.8,30.3,57.8,0.069,0.034,0.103,0.3,40.5,17.6
16/03/2011,14:00,40,2.2,34.9,1.0,30.2,59.1,0.056,0.027,0.083,0.3,38.7,15.8
16/03/2011,15:00,67,2.7,27.5,0.9,28.8,65.4,0.064,0.024,0.088,0.4,32.4,11.9
16/03/2011,16:00,58,2.6,27.1,0.9,28.3,67.4,0.070,0.022,0.091,0.5,29.3,11.0
16/03/2011,17:00,42,2.5,25.9,0.9,27.4,72.3,0.058,0.020,0.078,0.3,33.4,16.7
16/03/2011,18:00,51,1.9,26.5,0.7,26.5,75.8,0.052,0.019,0.070,0.3,22.3,11.9
16/03/2011,19:00,68,1.7,19.0,0.6,25.9,78.3,0.040,0.015,0.054,0.2,25.2,10.7
16/03/2011,20:00,41,1.8,19.0,0.6,25.7,78.5,0.035,0.012,0.046,0.1,24.3,7.8
16/03/2011,21:00,42,1.3,20.8,0.4,25.5,78.7,0.039,0.015,0.053,0.2,34.4,6.2
16/03/2011,22:00,25,1.1,29.4,0.5,25.5,78.2,0.024,0.012,0.035,0.1,24.4,5.9
16/03/2011,23:00,50,1.0,24.7,0.4,25.0,79.3,0.023,0.013,0.036,0.0,15.0,1.9
17/03/2011,00:00,66,0.6,30.8,0.3,24.2,80.9,,,,,10.9,4.0
17/03/2011,01:00,73,0.7,35.4,0.4,24.0,83.6,0.019,0.014,0.033,0.0,23.0,6.6
17/03/2011,02:00,221,0.3,54.7,0.3,23.6,85.3,0.011,0.013,0.024,0.0,23.2,8.8
17/03/2011,03:00,260,0.4,40.1,0.2,23.3,86.9,0.027,0.012,0.039,0.0,13.6,1.6
17/03/2011,04:00,204,0.9,31.6,0.4,22.8,88.4,0.027,0.013,0.040,0.0,18.8,4.1
17/03/2011,05:00,241,0.2,61.2,0.2,22.6,88.9,0.040,0.013,0.053,0.1,24.9,10.9
17/03/2011,06:00,218,0.4,55.3,0.3,23.1,88.3,0.046,0.013,0.058,0.2,21.1,7.5
17/03/2011,07:00,196,0.6,50.4,0.3,24.9,83.3,0.087,0.017,0.104,0.5,32.0,15.8
17/03/2011,08:00,201,0.3,78.9,0.3,27.2,72.9,0.062,0.019,0.081,0.2,42.8,21.4
17/03/2011,09:00,172,0.5,73.3,0.5,28.5,67.5,0.053,0.020,0.073,0.1,37.7,19.1
17/03/2011,10:00,60,0.8,65.3,0.6,29.0,64.8,0.067,0.025,0.092,0.2,20.4,3.3
17/03/2011,11:00,55,1.2,51.3,0.8,29.1,62.5,0.066,0.025,0.090,0.2,35.0,15.9
17/03/2011,12:00,60,1.4,45.8,0.8,29.4,60.3,0.064,0.025,0.088,0.2,32.5,16.7
17/03/2011,13:00,57,2.0,39.5,0.9,29.9,59.6,0.055,0.022,0.077,0.2,43.7,25.6
17/03/2011,14:00,71,2.5,31.4,1.0,28.8,63.9,0.047,0.019,0.065,0.2,32.5,16.3
17/03/2011,15:00,62,2.5,31.6,1.0,28.1,64.9,0.067,0.022,0.089,0.4,31.1,15.6
17/03/2011,16:00,47,2.4,23.0,0.9,27.3,67.3,0.082,0.024,0.106,0.5,26.2,10.3
17/03/2011,17:00,59,2.1,24.6,0.8,26.7,69.2,0.079,0.024,0.103,0.6,27.9,13.2
17/03/2011,18:00,59,1.9,22.5,0.7,26.0,73.1,0.050,0.019,0.069,0.3,17.8,6.4
17/03/2011,19:00,54,1.3,25.1,0.5,25.8,74.1,0.050,0.018,0.068,0.3,17.9,6.8
17/03/2011,20:00,71,1.0,22.7,0.3,25.6,74.0,0.050,0.015,0.065,0.3,18.3,8.8
17/03/2011,21:00,99,0.8,36.9,0.4,25.6,73.7,0.046,0.017,0.062,0.3,17.8,6.4
17/03/2011,22:00,147,0.8,30.0,0.4,24.8,77.2,0.029,0.014,0.042,0.1,13.3,4.4
17/03/2011,23:00,49,0.2,78.7,0.3,24.6,77.8,0.028,0.015,0.043,0.1,12.0,5.2
18/03/2011,00:00,282,0.2,66.6,0.2,23.8,79.6,,,,,,
18/03/2011,01:00,188,1.1,22.9,0.4,23.4,84.1,0.013,0.012,0.025,0.0,11.5,4.3
18/03/2011,02:00,199,1.3,27.0,0.7,22.8,86.7,0.002,0.009,0.011,0.0,9.0,2.3
18/03/2011,03:00,209,0.7,42.0,0.5,22.3,87.3,0.004,0.007,0.011,0.0,7.7,1.8
18/03/2011,04:00,207,0.7,39.0,0.5,21.9,87.5,0.005,0.009,0.014,0.0,4.5,-0.2
18/03/2011,05:00,212,0.4,50.4,0.3,22.2,86.1,0.034,0.016,0.050,0.1,13.2,6.4
18/03/2011,06:00,197,0.9,27.2,0.5,22.4,84.9,0.030,0.018,0.048,0.1,13.4,6.0
18/03/2011,07:00,191,1.3,23.4,0.6,23.2,82.5,0.039,0.019,0.058,0.1,23.1,8.1
18/03/2011,08:00,194,0.9,33.9,0.5,24.6,80.5,0.055,0.019,0.074,0.2,27.8,8.3
18/03/2011,09:00,233,0.5,55.8,0.4,25.9,77.6,0.040,0.017,0.057,0.1,36.7,16.3
18/03/2011,10:00,211,0.7,48.5,0.5,26.2,75.5,0.035,0.015,0.050,0.0,22.4,9.1
18/03/2011,11:00,270,0.4,65.1,0.3,28.1,69.9,0.036,0.017,0.053,0.1,20.2,17.2
18/03/2011,12:00,271,0.4,70.5,0.4,28.2,69.0,0.028,0.017,0.044,0.1,26.5,14.0
18/03/2011,13:00,197,1.0,48.4,0.6,27.5,68.5,0.015,0.014,0.028,0.0,,
18/03/2011,14:00,231,0.3,90.3,0.4,28.7,65.8,0.022,0.020,0.042,0.2,13.7,7.1
18/03/2011,15:00,121,1.0,52.0,0.6,28.1,67.2,0.062,0.034,0.096,0.5,25.5,15.1
18/03/2011,16:00,58,2.1,27.9,0.8,27.1,70.5,0.075,0.038,0.113,0.7,35.9,21.7
18/03/2011,17:00,53,1.5,27.9,0.6,26.7,68.4,0.088,0.030,0.118,0.7,30.2,17.6
18/03/2011,18:00,38,1.6,26.6,0.6,26.2,74.2,0.066,0.024,0.090,0.5,30.5,18.1
18/03/2011,19:00,28,1.5,26.3,0.6,25.9,77.0,0.052,0.021,0.073,0.4,21.1,11.8
18/03/2011,20:00,53,0.9,28.8,0.4,25.8,78.1,0.042,0.021,0.063,0.3,20.0,11.7
18/03/2011,21:00,107,0.7,33.3,0.3,25.5,78.8,0.045,0.020,0.065,0.3,19.5,9.6
18/03/2011,22:00,151,0.5,50.7,0.4,24.9,81.5,0.034,0.019,0.053,0.2,21.9,10.7
18/03/2011,23:00,222,0.2,66.9,0.2,24.6,82.5,0.025,0.018,0.043,0.1,15.0,7.6
19/03/2011,00:00,219,0.4,50.5,0.3,24.0,82.5,,,,,5.6,4.8
19/03/2011,01:00,205,0.7,32.0,0.4,23.7,87.0,0.016,0.016,0.032,0.0,16.2,8.5
19/03/2011,02:00,275,0.3,49.6,0.2,23.3,89.0,0.015,0.015,0.029,0.0,17.7,11.0
19/03/2011,03:00,236,0.6,37.2,0.4,23.0,90.7,0.005,0.012,0.017,0.0,18.9,11.2
19/03/2011,04:00,211,0.7,35.1,0.4,22.8,91.2,0.004,0.010,0.013,0.0,20.0,12.7
19/03/2011,05:00,241,0.6,49.3,0.4,22.7,91.7,0.008,0.009,0.017,0.0,17.9,10.8
19/03/2011,06:00,189,0.7,51.2,0.4,22.5,92.8,0.024,0.010,0.033,0.0,13.7,8.3
19/03/2011,07:00,194,0.8,44.6,0.4,22.9,92.6,0.026,0.011,0.037,0.1,17.0,11.8
19/03/2011,08:00,163,1.2,33.3,0.6,23.3,89.7,0.030,0.013,0.042,0.1,14.8,10.0
19/03/2011,09:00,125,1.7,26.0,0.7,23.8,85.8,0.035,0.012,0.047,0.1,15.9,7.8
19/03/2011,10:00,120,1.7,27.9,0.7,23.1,88.6,0.036,0.014,0.050,0.1,7.8,3.0
19/03/2011,11:00,134,1.9,26.1,0.9,22.2,92.0,0.036,0.014,0.049,0.1,11.1,6.1
19/03/2011,12:00,128,2.0,25.3,0.8,21.9,92.6,0.039,0.015,0.053,0.2,9.8,5.5
19/03/2011,13:00,112,1.8,31.6,0.9,22.0,92.7,0.036,0.014,0.049,0.2,7.1,3.6
19/03/2011,14:00,130,1.7,25.6,0.7,21.9,91.9,0.030,0.013,0.043,0.1,9.9,6.7
19/03/2011,15:00,145,1.8,21.2,0.8,21.5,93.1,0.031,0.015,0.046,0.1,9.1,5.9
19/03/2011,16:00,151,1.7,21.4,0.7,21.4,93.9,0.024,0.014,0.038,0.1,9.0,6.7
19/03/2011,17:00,171,1.8,27.7,0.9,21.3,93.9,0.015,0.015,0.030,0.0,4.3,2.1
19/03/2011,18:00,152,1.9,21.8,0.8,21.0,94.0,0.020,0.017,0.037,0.1,6.1,3.5
19/03/2011,19:00,163,1.9,20.7,0.8,20.6,93.6,0.013,0.019,0.032,0.0,5.5,2.7
19/03/2011,20:00,184,1.6,28.7,0.8,20.6,93.5,0.004,0.011,0.015,0.0,6.4,3.2
19/03/2011,21:00,188,1.3,30.5,0.6,20.9,93.4,0.005,0.010,0.015,0.0,6.0,2.8
19/03/2011,22:00,191,1.3,32.6,0.7,21.0,93.9,0.005,0.010,0.015,0.0,6.7,4.3
19/03/2011,23:00,212,0.9,41.2,0.6,21.0,94.1,0.004,0.010,0.013,0.0,6.0,3.3
20/03/2011,00:00,280,0.6,42.5,0.3,20.8,93.5,,,,,,
20/03/2011,01:00,283,0.5,40.8,0.3,21.3,94.1,0.001,0.006,0.007,0.0,10.4,6.0
20/03/2011,02:00,297,0.2,76.6,0.3,21.4,94.2,0.014,0.010,0.023,0.0,8.6,5.1
20/03/2011,03:00,157,0.8,34.0,0.5,21.8,94.6,0.008,0.010,0.017,0.0,1.6,-1.9
20/03/2011,04:00,159,1.0,22.6,0.5,21.7,94.5,0.004,0.006,0.010,0.0,5.5,1.6
20/03/2011,05:00,173,1.0,31.6,0.5,21.9,94.5,0.005,0.010,0.015,0.0,0.5,-2.7
20/03/2011,06:00,267,0.5,43.2,0.3,22.0,94.2,0.004,0.008,0.011,0.0,9.3,5.4
20/03/2011,07:00,216,0.7,47.5,0.6,22.1,94.0,0.005,0.006,0.010,0.0,10.6,6.7
20/03/2011,08:00,219,0.8,41.2,0.5,22.1,94.0,0.002,0.005,0.007,0.0,6.5,4.1
20/03/2011,09:00,197,1.6,25.9,0.8,22.6,93.6,0.004,0.004,0.008,0.0,5.0,3.2
20/03/2011,10:00,193,1.8,24.7,0.8,23.7,92.1,0.007,0.006,0.013,0.0,5.0,3.8
20/03/2011,11:00,162,2.5,22.0,0.9,24.5,89.6,0.014,0.009,0.022,0.0,2.1,0.7
20/03/2011,12:00,152,2.2,25.4,0.9,25.2,85.7,0.019,0.011,0.029,0.0,6.7,5.0
20/03/2011,13:00,148,2.2,25.9,0.9,25.4,84.8,0.018,0.010,0.028,0.0,1.9,0.2
20/03/2011,14:00,151,2.5,21.8,1.0,25.5,81.7,0.017,0.009,0.026,0.0,2.8,0.1
20/03/2011,15:00,149,2.5,21.4,1.0,25.5,82.5,0.016,0.009,0.025,0.0,6.7,2.2
20/03/2011,16:00,147,2.3,22.6,0.9,24.8,84.5,0.018,0.011,0.029,0.0,7.2,2.7
20/03/2011,17:00,158,2.0,22.2,0.8,24.4,85.4,0.015,0.013,0.028,0.0,1.2,-2.5
20/03/2011,18:00,161,1.6,22.4,0.7,24.1,85.6,0.020,0.016,0.036,0.1,5.0,1.8
20/03/2011,19:00,172,1.4,27.6,0.7,23.6,88.0,0.010,0.012,0.022,0.0,8.7,5.0
20/03/2011,20:00,195,0.8,37.8,0.4,23.0,91.7,0.007,0.010,0.017,0.0,10.6,7.2
20/03/2011,21:00,193,0.9,26.6,0.5,23.2,90.7,0.004,0.009,0.013,0.0,7.3,2.4
20/03/2011,22:00,222,0.7,37.3,0.4,23.0,90.7,0.003,0.007,0.009,0.0,9.2,4.9
20/03/2011,23:00,214,0.7,30.0,0.4,22.8,89.9,0.002,0.006,0.007,0.0,6.9,2.7
21/03/2011,00:00,218,0.5,48.4,0.4,22.3,89.3,,,,,,
21/03/2011,01:00,215,0.5,49.0,0.4,22.5,89.3,0.002,0.006,0.008,0.0,2.4,-2.9
21/03/2011,02:00,204,0.5,45.8,0.3,22.4,89.6,0.002,0.005,0.007,0.0,10.5,5.1
21/03/2011,03:00,203,0.9,32.1,0.5,22.6,89.0,0.003,0.007,0.010,0.0,4.9,-0.3
21/03/2011,04:00,205,0.7,35.9,0.4,22.6,89.2,0.006,0.008,0.013,0.0,3.0,-2.2
21/03/2011,05:00,222,0.5,44.6,0.3,22.5,90.6,0.023,0.011,0.034,0.0,5.7,-0.3
21/03/2011,06:00,221,0.5,52.8,0.4,22.9,89.9,0.072,0.016,0.088,0.3,17.8,9.1
21/03/2011,07:00,194,1.1,35.6,0.7,24.3,84.6,0.051,0.015,0.066,0.1,10.7,2.1
21/03/2011,08:00,189,1.3,46.0,0.9,26.7,77.6,0.034,0.012,0.046,0.0,14.3,5.9
21/03/2011,09:00,183,0.9,84.3,0.9,28.1,73.0,0.035,0.016,0.050,0.1,17.0,10.1
21/03/2011,10:00,210,0.2,107.2,0.5,29.0,71.8,0.055,0.020,0.074,0.2,18.7,11.3
21/03/2011,11:00,179,0.3,86.5,0.5,29.5,69.3,0.036,0.021,0.057,0.2,7.9,1.0
21/03/2011,12:00,161,0.3,105.9,0.6,30.2,67.6,0.032,0.025,0.056,0.1,23.8,16.3
21/03/2011,13:00,82,1.0,41.9,0.4,29.8,68.6,0.059,0.035,0.094,0.5,22.5,13.2
21/03/2011,14:00,62,1.1,43.8,0.7,30.3,67.1,0.053,0.037,0.090,0.5,26.9,17.9
21/03/2011,15:00,49,1.9,33.0,0.8,29.5,71.1,0.068,0.032,0.100,0.5,27.0,16.2
21/03/2011,16:00,56,2.0,30.8,0.7,29.1,72.5,0.072,0.027,0.098,0.6,33.0,19.5
21/03/2011,17:00,65,2.0,19.2,0.7,28.0,77.9,0.087,0.023,0.110,0.6,21.0,12.0
21/03/2011,18:00,51,1.3,26.2,0.5,27.1,81.9,0.062,0.020,0.081,0.5,22.5,11.6
21/03/2011,19:00,53,1.1,21.7,0.4,26.5,84.8,0.047,0.018,0.065,0.4,17.9,8.0
21/03/2011,20:00,97,1.0,32.1,0.4,26.1,86.4,0.040,0.016,0.056,0.3,17.4,7.0
21/03/2011,21:00,44,0.8,23.4,0.3,25.7,88.0,0.040,0.016,0.056,0.4,15.4,5.7
21/03/2011,22:00,36,0.8,30.9,0.4,25.4,89.6,0.036,0.017,0.053,0.2,16.2,7.3
21/03/2011,23:00,342,0.5,158.7,0.4,25.6,89.8,0.014,0.016,0.030,0.1,14.4,5.8
22/03/2011,00:00,312,0.5,37.9,0.4,25.1,89.1,,,,,,
22/03/2011,01:00,296,0.2,57.3,0.2,25.0,89.5,0.006,0.011,0.017,0.0,10.4,4.2
22/03/2011,02:00,147,0.4,53.7,0.3,24.5,90.7,0.021,0.011,0.032,0.0,9.0,3.4
22/03/2011,03:00,,0.0,146.3,0.1,24.2,91.8,0.024,0.011,0.035,0.0,9.0,2.4
22/03/2011,04:00,153,0.3,54.4,0.2,24.2,92.0,0.059,0.012,0.071,0.2,13.1,5.2
22/03/2011,05:00,229,0.4,49.6,0.3,24.3,91.9,0.043,0.011,0.054,0.1,17.7,8.9
22/03/2011,06:00,203,0.7,32.9,0.4,24.6,91.7,0.060,0.013,0.073,0.3,18.8,8.2
22/03/2011,07:00,220,0.7,36.9,0.4,25.6,88.9,0.056,0.015,0.071,0.4,26.3,12.0
22/03/2011,08:00,206,0.5,61.9,0.4,27.4,82.9,0.038,0.015,0.052,0.2,24.0,11.1
22/03/2011,09:00,278,0.5,65.7,0.5,31.7,68.3,0.031,0.015,0.046,0.1,23.2,12.6
22/03/2011,10:00,267,0.5,64.6,0.5,33.2,62.0,0.026,0.017,0.042,0.1,22.0,14.5
22/03/2011,11:00,305,0.4,71.0,0.5,33.8,57.8,0.022,0.017,0.038,0.2,18.4,10.6
22/03/2011,12:00,282,0.5,78.1,0.6,35.1,50.7,0.027,0.021,0.048,0.1,12.3,4.2
22/03/2011,13:00,320,0.6,71.6,0.6,34.8,47.1,0.025,0.020,0.045,0.1,14.8,6.7
22/03/2011,14:00,280,0.5,76.2,0.6,33.1,49.1,0.036,0.023,0.059,0.4,19.7,8.7
22/03/2011,15:00,316,0.5,70.1,0.6,32.6,49.0,0.052,0.025,0.077,0.8,19.3,10.7
22/03/2011,16:00,313,0.4,81.1,0.5,32.4,49.7,0.057,0.030,0.087,1.0,20.1,7.5
22/03/2011,17:00,328,0.3,80.6,0.4,31.3,51.4,0.046,0.028,0.073,0.6,20.0,9.7
22/03/2011,18:00,341,0.4,51.9,0.3,29.9,54.0,0.027,0.023,0.050,0.2,11.5,3.1
22/03/2011,19:00,327,0.3,64.9,0.2,29.0,56.8,0.022,0.023,0.045,0.2,11.9,4.3
22/03/2011,20:00,337,0.3,52.5,0.2,28.5,59.2,0.018,0.022,0.040,0.1,9.3,2.6
22/03/2011,21:00,323,0.4,39.5,0.2,28.0,61.0,0.013,0.018,0.031,0.0,8.5,1.7
22/03/2011,22:00,311,0.3,38.1,0.2,27.0,64.5,0.019,0.021,0.040,0.1,12.1,5.9
22/03/2011,23:00,314,0.2,68.6,0.2,26.9,64.1,0.021,0.018,0.039,0.0,13.0,6.5
23/03/2011,00:00,191,0.6,46.3,0.4,25.6,66.2,,,,,,
23/03/2011,01:00,208,0.7,41.1,0.4,25.4,67.6,0.004,0.011,0.015,0.0,11.3,5.4
23/03/2011,02:00,214,0.7,49.9,0.5,24.6,69.9,0.004,0.009,0.013,0.0,12.8,5.3
23/03/2011,03:00,245,0.3,68.3,0.3,23.4,74.3,0.006,0.010,0.016,0.0,14.8,6.6
23/03/2011,04:00,214,0.3,67.2,0.2,22.9,74.7,0.013,0.015,0.028,0.0,16.4,7.3
23/03/2011,05:00,187,0.5,44.1,0.3,22.5,74.6,0.041,0.019,0.060,0.1,12.7,5.0
23/03/2011,06:00,210,0.8,27.7,0.3,23.7,68.8,0.026,0.018,0.044,0.0,19.8,10.7
23/03/2011,07:00,245,0.8,34.0,0.3,27.0,59.1,0.038,0.022,0.060,0.2,14.5,3.2
23/03/2011,08:00,245,0.6,56.7,0.5,29.8,51.4,0.052,0.024,0.075,0.2,20.4,8.5
23/03/2011,09:00,247,0.6,58.5,0.4,31.3,46.4,0.037,0.021,0.058,0.1,25.5,14.4
23/03/2011,10:00,281,0.4,71.3,0.5,33.0,41.8,0.027,0.021,0.048,0.0,18.5,11.4
23/03/2011,11:00,273,0.5,63.6,0.5,32.9,42.2,0.021,0.018,0.039,0.0,22.6,11.8
23/03/2011,12:00,290,0.6,75.3,0.6,33.6,41.5,0.026,0.020,0.046,0.1,,
23/03/2011,13:00,288,0.4,78.2,0.6,33.5,41.6,0.023,0.018,0.040,0.0,,
23/03/2011,14:00,306,0.5,72.1,0.6,32.2,44.7,0.029,0.022,0.051,0.2,28.9,9.3
23/03/2011,15:00,298,0.5,72.0,0.6,31.5,45.8,0.058,0.032,0.090,0.5,32.3,8.5
23/03/2011,16:00,287,0.4,80.1,0.5,31.0,46.7,0.063,0.035,0.097,0.8,30.2,17.6
23/03/2011,17:00,316,0.3,69.3,0.4,30.0,48.8,0.040,0.032,0.072,0.8,17.9,9.9
23/03/2011,18:00,339,0.4,43.7,0.2,28.9,52.2,0.031,0.029,0.060,0.3,18.8,10.5
23/03/2011,19:00,332,0.3,53.4,0.2,28.2,54.3,0.025,0.027,0.052,0.2,16.0,7.5
23/03/2011,20:00,316,0.2,55.7,0.2,27.3,56.9,0.025,0.026,0.050,0.2,15.2,7.6
23/03/2011,21:00,220,0.4,54.9,0.4,26.4,59.5,0.015,0.022,0.037,0.1,13.0,6.7
23/03/2011,22:00,273,0.4,34.0,0.2,25.3,64.0,0.006,0.015,0.021,0.0,11.8,6.9
23/03/2011,23:00,208,0.6,25.0,0.2,24.4,67.1,0.008,0.017,0.024,0.0,7.5,3.6
24/03/2011,00:00,202,0.8,25.8,0.3,23.6,66.3,,,,,0.2,1.3
24/03/2011,01:00,226,0.7,31.9,0.3,23.6,69.0,0.001,0.015,0.016,0.0,12.1,5.4
24/03/2011,02:00,258,0.6,36.0,0.3,22.8,73.2,0.007,0.019,0.026,0.0,13.6,6.8
24/03/2011,03:00,262,0.6,33.1,0.2,22.4,75.7,0.011,0.018,0.029,0.0,16.2,7.6
24/03/2011,04:00,240,0.5,43.1,0.3,22.1,77.1,0.004,0.011,0.015,0.0,18.4,10.2
24/03/2011,05:00,212,0.8,25.7,0.4,21.9,76.8,0.013,0.017,0.030,0.0,16.5,9.7
24/03/2011,06:00,208,1.0,27.6,0.4,23.1,72.5,0.040,0.019,0.059,0.1,16.1,9.3
24/03/2011,07:00,266,0.7,42.3,0.4,25.9,63.7,0.035,0.016,0.051,0.1,29.5,17.9
24/03/2011,08:00,300,0.6,49.3,0.4,29.3,52.5,0.031,0.018,0.049,0.1,19.3,10.5
24/03/2011,09:00,270,0.5,70.7,0.5,30.9,47.2,0.044,0.020,0.063,0.1,24.0,13.3
24/03/2011,10:00,253,0.7,61.3,0.6,31.3,42.4,0.029,0.017,0.046,0.0,17.8,8.9
24/03/2011,11:00,251,0.5,80.8,0.6,31.6,41.0,0.040,0.024,0.063,0.0,54.5,18.3
24/03/2011,12:00,281,0.6,67.0,0.6,32.1,37.9,0.026,0.016,0.042,0.0,40.9,12.4
24/03/2011,13:00,298,0.6,70.1,0.6,32.5,37.0,0.031,0.021,0.052,0.0,10.9,2.1
24/03/2011,14:00,289,0.5,77.7,0.5,30.8,39.4,0.036,0.022,0.058,0.3,11.0,0.9
24/03/2011,15:00,322,0.6,67.5,0.6,30.3,39.3,0.045,0.024,0.069,0.2,21.3,5.5
24/03/2011,16:00,303,0.4,70.5,0.5,29.9,37.4,0.063,0.032,0.095,0.7,23.8,7.8
24/03/2011,17:00,256,0.4,71.3,0.4,28.5,38.0,0.038,0.030,0.068,0.4,24.0,12.4
24/03/2011,18:00,314,0.3,50.7,0.2,27.0,41.4,0.027,0.033,0.060,0.2,20.9,11.8
24/03/2011,19:00,318,0.3,57.0,0.2,26.2,43.6,0.033,0.031,0.064,0.2,17.5,9.9
24/03/2011,20:00,313,0.2,67.5,0.2,25.5,44.7,0.031,0.028,0.059,0.2,16.2,9.1
24/03/2011,21:00,223,0.4,35.9,0.2,24.2,48.2,0.010,0.023,0.033,0.0,13.4,5.7
24/03/2011,22:00,212,0.5,30.8,0.2,23.0,53.8,0.005,0.018,0.023,0.0,8.7,3.4
24/03/2011,23:00,242,0.5,40.5,0.3,22.0,57.8,0.004,0.013,0.016,0.0,7.3,0.3
25/03/2011,00:00,216,0.4,52.4,0.3,20.8,61.1,,,,,,
25/03/2011,01:00,217,0.5,47.0,0.4,20.4,64.3,0.002,0.015,0.017,0.0,15.6,6.8
25/03/2011,02:00,194,0.6,34.2,0.4,19.7,67.3,0.004,0.018,0.022,0.0,18.8,11.1
25/03/2011,03:00,190,0.6,37.7,0.3,19.1,69.4,0.011,0.018,0.029,0.0,17.5,9.6
25/03/2011,04:00,205,0.3,69.1,0.4,18.8,71.1,0.028,0.020,0.048,0.0,20.7,10.7
25/03/2011,05:00,231,0.9,32.6,0.4,18.3,73.9,0.031,0.019,0.050,0.0,20.5,10.4
25/03/2011,06:00,231,0.8,37.1,0.4,19.3,71.8,0.076,0.022,0.097,0.2,25.0,12.9
25/03/2011,07:00,232,0.6,56.0,0.4,23.1,60.9,0.073,0.020,0.093,0.3,34.1,14.1
25/03/2011,08:00,237,0.5,57.6,0.4,26.0,51.1,0.066,0.022,0.087,0.1,32.1,17.9
25/03/2011,09:00,265,0.5,54.2,0.4,29.1,44.1,0.032,0.018,0.050,0.1,14.5,5.1
25/03/2011,10:00,266,0.6,65.1,0.6,30.1,39.7,0.027,0.016,0.043,0.0,13.8,7.6
25/03/2011,11:00,266,0.6,70.6,0.6,30.8,38.5,0.030,0.017,0.047,0.0,22.5,11.9
25/03/2011,12:00,,,,,,,,,,,,
25/03/2011,13:00,,,,,,,,,,,,
25/03/2011,14:00,,,,,,,,,,,,
25/03/2011,15:00,276,0.4,68.6,0.5,29.1,39.5,0.037,0.023,0.059,0.4,19.6,9.9
25/03/2011,16:00,317,0.3,69.1,0.4,28.6,41.5,0.039,0.028,0.067,0.5,29.2,18.6
25/03/2011,17:00,333,0.4,62.4,0.3,27.7,43.8,0.050,0.032,0.081,0.5,23.7,10.7
25/03/2011,18:00,330,0.3,59.2,0.3,26.8,45.6,0.038,0.029,0.067,0.3,22.6,13.0
25/03/2011,19:00,313,0.2,76.0,0.3,26.0,46.3,0.039,0.025,0.063,0.3,17.1,10.2
25/03/2011,20:00,274,0.2,78.3,0.3,25.1,47.3,0.027,0.020,0.047,0.1,18.6,12.4
25/03/2011,21:00,196,0.4,65.8,0.4,24.1,51.2,0.016,0.019,0.035,0.0,13.2,7.7
25/03/2011,22:00,186,0.9,37.3,0.4,23.4,53.3,0.012,0.016,0.028,0.0,12.6,6.8
25/03/2011,23:00,198,0.9,38.9,0.5,22.7,55.3,0.007,0.013,0.020,0.0,10.3,4.9
26/03/2011,00:00,221,0.4,69.1,0.4,21.5,58.3,,,,,,
26/03/2011,01:00,224,0.4,66.8,0.3,21.2,61.4,0.013,0.010,0.022,0.0,6.0,1.8
26/03/2011,02:00,192,0.6,48.8,0.5,20.7,63.0,0.008,0.010,0.018,0.0,6.8,1.8
26/03/2011,03:00,178,1.0,28.9,0.6,20.3,63.9,0.009,0.011,0.019,0.0,3.4,-0.4
26/03/2011,04:00,192,0.7,48.9,0.5,19.8,66.3,0.011,0.013,0.024,0.0,8.6,2.8
26/03/2011,05:00,196,0.6,54.9,0.5,19.5,68.7,0.038,0.019,0.057,0.1,13.8,6.9
26/03/2011,06:00,235,0.5,55.5,0.4,20.5,66.4,0.029,0.018,0.047,0.0,18.6,8.9
26/03/2011,07:00,256,0.5,61.9,0.4,24.2,57.4,0.048,0.018,0.066,0.2,19.4,5.4
26/03/2011,08:00,200,1.0,54.7,0.8,26.1,56.2,0.020,0.014,0.034,0.0,28.1,12.7
