Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (percent),Rainfall (mm)
24/07/2011,05:00,213,1.2,20.4,0.6,9.8,64.1,0.0
24/07/2011,06:00,165,0.3,95.2,0.4,8.9,67.7,0.0
24/07/2011,07:00,209,0.9,38.5,0.7,10.5,63.5,0.0
24/07/2011,08:00,206,1.1,36.8,0.9,13.2,54.9,0.0
24/07/2011,09:00,217,1.9,26.6,1.1,15.1,47.0,0.0
24/07/2011,10:00,205,1.1,43.0,0.9,16.8,44.3,0.0
24/07/2011,11:00,209,0.8,62.7,0.7,18.3,40.5,0.0
24/07/2011,12:00,241,0.6,67.9,0.8,18.8,37.8,0.0
24/07/2011,13:00,289,1.2,70.8,0.9,19.3,34.4,0.0
24/07/2011,14:00,260,0.5,86.5,0.7,19.4,33.7,0.0
24/07/2011,15:00,125,0.9,35.0,0.5,19.6,34.8,0.0
24/07/2011,16:00,156,0.3,49.9,0.2,18.7,39.0,0.0
24/07/2011,17:00,37,0.3,95.9,0.5,16.5,49.2,0.0
24/07/2011,18:00,0,1.0,15.9,0.3,15.1,60.2,0.0
24/07/2011,19:00,358,0.9,23.4,0.4,14.0,65.4,0.0
24/07/2011,20:00,209,0.4,29.3,0.2,12.7,71.3,0.0
24/07/2011,21:00,217,1.0,12.8,0.5,11.0,77.0,0.0
24/07/2011,22:00,218,0.8,15.6,0.4,9.6,81.6,0.0
24/07/2011,23:00,222,0.9,16.1,0.4,8.6,81.9,0.0
25/07/2011,00:00,214,0.7,18.0,0.3,7.9,82.9,0.0
25/07/2011,01:00,223,0.6,21.8,0.3,7.2,86.4,0.0
25/07/2011,02:00,210,0.5,24.0,0.3,6.4,87.4,0.0
25/07/2011,03:00,228,1.0,9.4,0.2,6.0,88.9,0.0
25/07/2011,04:00,220,0.9,13.8,0.4,5.5,89.9,0.0
25/07/2011,05:00,211,0.6,21.2,0.4,5.0,90.5,0.0
25/07/2011,06:00,217,0.7,18.3,0.4,5.1,90.6,0.0
25/07/2011,07:00,212,0.5,34.2,0.3,5.7,89.8,0.0
25/07/2011,08:00,228,0.6,30.2,0.4,8.0,83.1,0.0
25/07/2011,09:00,149,0.3,73.9,0.3,12.2,69.5,0.0
25/07/2011,10:00,37,0.2,132.2,0.4,15.6,56.7,0.0
25/07/2011,11:00,19,0.7,177.8,0.6,17.6,48.2,0.0
25/07/2011,12:00,281,0.5,79.0,0.6,19.4,38.2,0.0
25/07/2011,13:00,357,1.2,169.6,0.7,20.1,33.4,0.0
25/07/2011,14:00,352,0.7,158.4,0.6,20.9,30.4,0.0
25/07/2011,15:00,254,0.7,45.2,0.6,20.4,29.5,0.0
25/07/2011,16:00,71,0.6,61.1,0.5,19.4,33.3,0.0
25/07/2011,17:00,292,0.1,75.3,0.2,16.9,40.4,0.0
25/07/2011,18:00,189,0.5,49.2,0.3,14.5,48.7,0.0
25/07/2011,19:00,222,0.9,20.5,0.4,13.0,54.0,0.0
25/07/2011,20:00,211,0.7,17.9,0.3,11.3,60.0,0.0
25/07/2011,21:00,225,1.1,12.1,0.4,10.2,64.5,0.0
25/07/2011,22:00,218,1.2,11.6,0.6,9.4,67.3,0.0
25/07/2011,23:00,222,0.9,14.8,0.4,8.2,71.9,0.0
26/07/2011,00:00,226,0.9,18.1,0.4,7.0,77.1,0.0
26/07/2011,01:00,221,0.9,19.4,0.4,7.1,77.4,0.0
26/07/2011,02:00,214,1.1,24.2,0.6,6.3,79.8,0.0
26/07/2011,03:00,213,0.4,48.3,0.4,5.4,83.2,0.0
26/07/2011,04:00,220,1.0,20.2,0.4,5.2,84.3,0.0
26/07/2011,05:00,221,0.7,24.0,0.4,5.0,84.8,0.0
26/07/2011,06:00,230,0.7,40.1,0.4,4.6,86.3,0.0
26/07/2011,07:00,216,0.7,24.7,0.3,5.2,83.4,0.0
26/07/2011,08:00,207,0.8,23.4,0.4,8.5,74.0,0.0
26/07/2011,09:00,206,0.4,53.9,0.3,12.9,59.3,0.0
26/07/2011,10:00,111,0.6,57.5,0.5,16.5,47.6,0.0
26/07/2011,11:00,53,0.5,79.5,0.7,18.9,41.8,0.0
26/07/2011,12:00,345,1.1,149.2,0.8,20.5,33.3,0.0
26/07/2011,13:00,297,1.6,43.9,1.1,21.5,29.0,0.0
26/07/2011,14:00,272,2.6,24.5,1.3,21.6,28.9,0.0
26/07/2011,15:00,267,2.3,25.7,1.1,21.8,26.8,0.0
26/07/2011,16:00,291,2.1,20.6,1.0,21.2,26.0,0.0
26/07/2011,17:00,273,0.7,37.3,0.4,19.1,30.0,0.0
26/07/2011,18:00,209,0.6,27.7,0.4,16.4,38.5,0.0
26/07/2011,19:00,173,0.4,58.7,0.3,14.6,44.3,0.0
26/07/2011,20:00,216,1.0,12.3,0.4,13.2,48.7,0.0
26/07/2011,21:00,212,0.7,15.8,0.4,11.7,54.4,0.0
26/07/2011,22:00,215,1.0,15.4,0.4,10.4,59.0,0.0
26/07/2011,23:00,220,0.8,15.9,0.4,9.7,62.8,0.0
27/07/2011,00:00,227,0.9,23.6,0.4,8.7,67.9,0.0
27/07/2011,01:00,224,1.1,15.6,0.4,8.4,69.1,0.0
27/07/2011,02:00,242,0.8,37.4,0.4,7.5,73.4,0.0
27/07/2011,03:00,236,0.7,28.2,0.4,7.2,75.2,0.0
27/07/2011,04:00,214,0.6,17.6,0.3,7.1,75.3,0.0
27/07/2011,05:00,243,0.3,127.8,0.4,6.1,79.7,0.0
27/07/2011,06:00,216,0.7,21.5,0.4,6.2,78.9,0.0
27/07/2011,07:00,190,0.2,62.3,0.3,6.6,76.7,0.0
27/07/2011,08:00,221,0.3,47.9,0.3,10.2,65.7,0.0
27/07/2011,09:00,212,0.3,68.6,0.3,14.5,49.8,0.0
27/07/2011,10:00,178,0.6,69.3,0.5,17.8,38.3,0.0
27/07/2011,11:00,140,0.7,72.4,0.7,19.1,31.7,0.0
27/07/2011,12:00,215,1.0,50.4,0.7,19.7,29.2,0.0
27/07/2011,13:00,194,1.0,39.0,0.7,19.8,28.0,0.0
27/07/2011,14:00,200,0.9,47.2,0.7,19.9,28.4,0.0
27/07/2011,15:00,185,0.6,50.8,0.5,19.9,29.1,0.0
27/07/2011,16:00,195,0.8,36.0,0.5,18.2,34.4,0.0
27/07/2011,17:00,203,0.3,88.3,0.5,15.9,40.9,0.0
27/07/2011,18:00,224,0.7,49.2,0.4,14.5,44.2,0.0
27/07/2011,19:00,225,0.6,42.4,0.4,12.5,50.9,0.0
27/07/2011,20:00,200,0.8,45.2,0.5,11.0,57.9,0.0
27/07/2011,21:00,217,1.3,13.5,0.6,10.0,60.9,0.0
27/07/2011,22:00,210,0.6,37.2,0.4,9.8,60.3,0.0
27/07/2011,23:00,237,0.7,33.5,0.4,8.3,65.6,0.0
28/07/2011,00:00,224,0.9,14.7,0.4,7.9,69.0,0.0
28/07/2011,01:00,222,1.3,13.8,0.4,7.6,70.4,0.0
28/07/2011,02:00,209,0.7,28.6,0.4,7.4,70.7,0.0
28/07/2011,03:00,212,1.0,16.7,0.4,6.8,73.8,0.0
28/07/2011,04:00,202,1.0,18.8,0.5,7.0,73.5,0.0
28/07/2011,05:00,211,1.3,16.7,0.6,8.0,69.8,0.0
28/07/2011,06:00,216,1.6,15.8,0.7,8.4,68.3,0.0
28/07/2011,07:00,205,1.1,28.5,0.6,9.6,64.5,0.0
28/07/2011,08:00,151,0.7,52.1,0.5,11.8,58.3,0.0
28/07/2011,09:00,207,1.5,37.5,1.0,15.0,49.9,0.0
28/07/2011,10:00,209,1.5,30.5,1.0,16.8,46.4,0.0
28/07/2011,11:00,212,1.3,39.1,0.9,18.0,44.2,0.0
28/07/2011,12:00,205,1.2,39.3,0.8,18.7,42.1,0.0
28/07/2011,13:00,212,1.5,33.5,1.0,18.9,42.0,0.0
28/07/2011,14:00,197,1.2,42.2,0.9,19.2,39.9,0.0
28/07/2011,15:00,195,1.0,38.9,0.7,18.9,42.3,0.0
28/07/2011,16:00,205,1.1,29.9,0.8,18.3,45.8,0.0
28/07/2011,17:00,208,0.9,25.6,0.5,16.5,52.3,0.0
28/07/2011,18:00,220,0.7,25.5,0.4,15.3,54.8,0.0
28/07/2011,19:00,212,0.9,17.3,0.4,14.3,58.6,0.0
28/07/2011,20:00,162,0.4,31.1,0.2,12.8,65.7,0.0
28/07/2011,21:00,210,0.9,21.8,0.5,11.6,72.4,0.0
28/07/2011,22:00,208,0.8,19.4,0.4,11.7,75.3,0.0
28/07/2011,23:00,186,0.6,23.4,0.3,11.6,74.3,0.0
29/07/2011,00:00,194,0.6,21.5,0.3,11.4,75.7,0.0
29/07/2011,01:00,205,0.7,22.7,0.4,10.6,77.7,0.0
29/07/2011,02:00,213,1.1,18.9,0.5,10.1,79.4,0.0
29/07/2011,03:00,215,1.2,19.8,0.5,9.9,79.4,0.0
29/07/2011,04:00,198,0.9,21.9,0.5,10.2,77.2,0.0
29/07/2011,05:00,198,1.0,18.4,0.4,10.2,77.1,0.0
29/07/2011,06:00,209,1.1,15.7,0.4,9.8,77.5,0.0
29/07/2011,07:00,208,1.1,17.4,0.5,10.8,74.0,0.0
29/07/2011,08:00,200,1.0,23.6,0.6,13.4,67.0,0.0
29/07/2011,09:00,205,1.2,34.0,0.8,15.7,59.3,0.0
29/07/2011,10:00,197,0.9,42.0,0.7,18.1,51.3,0.0
29/07/2011,11:00,204,1.2,39.8,0.9,19.1,46.9,0.0
29/07/2011,12:00,205,1.2,41.6,1.0,19.3,45.0,0.0
29/07/2011,13:00,193,1.0,52.3,0.8,20.2,42.2,0.0
29/07/2011,14:00,202,0.9,34.1,0.6,19.3,45.2,0.0
29/07/2011,15:00,218,0.9,31.8,0.6,18.8,48.0,0.0
29/07/2011,16:00,112,0.9,38.2,0.6,18.3,50.5,0.0
29/07/2011,17:00,104,0.5,73.8,0.5,17.0,55.7,0.0
29/07/2011,18:00,95,0.4,79.1,0.5,15.2,65.4,0.0
29/07/2011,19:00,222,0.5,36.0,0.4,14.3,70.0,0.0
29/07/2011,20:00,212,0.8,15.1,0.4,12.3,74.7,0.0
29/07/2011,21:00,213,1.0,15.3,0.4,11.0,80.2,0.0
29/07/2011,22:00,215,0.8,15.6,0.3,10.3,82.4,0.0
29/07/2011,23:00,217,1.3,14.2,0.5,9.9,84.1,0.0
30/07/2011,00:00,196,0.9,22.5,0.4,9.7,83.2,0.0
30/07/2011,01:00,228,1.1,13.7,0.4,8.4,86.7,0.0
30/07/2011,02:00,225,1.4,13.5,0.5,7.9,88.6,0.0
30/07/2011,03:00,220,1.4,12.3,0.5,8.3,89.2,0.0
30/07/2011,04:00,230,0.7,22.5,0.4,7.4,88.3,0.0
30/07/2011,05:00,221,1.2,13.5,0.5,6.9,90.4,0.0
30/07/2011,06:00,218,1.2,12.1,0.5,7.4,89.8,0.0
30/07/2011,07:00,208,0.8,17.3,0.3,8.2,86.9,0.0
30/07/2011,08:00,194,0.8,16.4,0.3,10.5,78.5,0.0
30/07/2011,09:00,195,0.8,35.1,0.5,14.0,67.8,0.0
30/07/2011,10:00,204,0.7,46.5,0.6,17.3,53.9,0.0
30/07/2011,11:00,152,0.7,55.5,0.7,19.0,43.7,0.0
30/07/2011,12:00,115,0.6,70.2,0.6,18.9,41.2,0.0
30/07/2011,13:00,85,0.9,53.4,0.7,19.8,37.5,0.0
30/07/2011,14:00,215,0.8,41.8,0.6,20.2,37.9,0.0
30/07/2011,15:00,104,1.2,42.3,0.8,19.7,38.9,0.0
30/07/2011,16:00,100,1.8,16.4,0.7,18.3,44.0,0.0
30/07/2011,17:00,87,0.9,31.4,0.5,17.0,48.9,0.0
30/07/2011,18:00,16,0.2,141.6,0.3,15.9,54.2,0.0
30/07/2011,19:00,13,0.3,175.7,0.3,15.1,58.1,0.0
30/07/2011,20:00,306,0.3,58.1,0.3,14.2,62.4,0.0
30/07/2011,21:00,218,0.8,16.0,0.3,13.2,65.8,0.0
30/07/2011,22:00,219,1.0,16.7,0.4,11.5,73.6,0.0
30/07/2011,23:00,216,1.0,17.0,0.5,10.1,79.4,0.0
31/07/2011,00:00,215,1.2,17.4,0.5,9.3,80.7,0.0
31/07/2011,01:00,215,1.2,12.9,0.4,8.9,83.0,0.0
31/07/2011,02:00,220,1.2,12.0,0.5,8.0,85.9,0.0
31/07/2011,03:00,216,1.1,14.0,0.5,7.7,86.6,0.0
31/07/2011,04:00,212,1.1,13.9,0.4,7.7,86.9,0.0
31/07/2011,05:00,215,1.1,12.1,0.5,7.1,87.2,0.0
31/07/2011,06:00,216,1.1,10.4,0.4,6.6,88.5,0.0
31/07/2011,07:00,223,1.1,11.7,0.5,7.1,87.7,0.0
31/07/2011,08:00,194,0.9,23.4,0.4,10.1,78.5,0.0
31/07/2011,09:00,193,0.8,29.9,0.5,13.4,66.6,0.0
31/07/2011,10:00,240,0.8,54.0,0.6,17.0,52.2,0.0
31/07/2011,11:00,246,0.1,120.4,0.8,19.2,40.4,0.0
31/07/2011,12:00,208,0.6,80.9,0.6,19.9,37.6,0.0
31/07/2011,13:00,166,0.4,84.1,0.8,20.6,36.4,0.0
31/07/2011,14:00,145,0.5,69.5,0.5,20.6,34.1,0.0
31/07/2011,15:00,149,0.5,41.6,0.4,20.7,32.4,0.0
31/07/2011,16:00,93,1.1,20.0,0.4,18.8,42.1,0.0
31/07/2011,17:00,340,0.2,70.0,0.2,16.5,52.6,0.0
31/07/2011,18:00,343,0.4,38.4,0.2,15.1,58.7,0.0
31/07/2011,19:00,324,0.3,41.0,0.2,14.1,64.7,0.0
31/07/2011,20:00,250,0.2,54.2,0.1,13.0,70.3,0.0
31/07/2011,21:00,206,0.7,17.3,0.3,11.5,75.1,0.0
31/07/2011,22:00,224,1.3,10.2,0.3,10.0,77.9,0.0
31/07/2011,23:00,216,1.0,16.9,0.5,9.3,79.1,0.0
01/08/2011,00:00,202,0.6,21.7,0.3,8.6,81.7,0.0
01/08/2011,01:00,207,0.9,15.5,0.4,8.3,81.4,0.0
01/08/2011,02:00,212,1.1,13.2,0.4,7.8,84.6,0.0
01/08/2011,03:00,215,0.8,13.3,0.3,7.3,87.4,0.0
01/08/2011,04:00,215,0.7,16.4,0.3,6.6,88.5,0.0
01/08/2011,05:00,204,0.5,33.1,0.3,6.0,89.0,0.0
01/08/2011,06:00,222,0.5,23.3,0.3,5.6,90.5,0.0
01/08/2011,07:00,209,0.5,30.9,0.3,6.4,89.0,0.0
01/08/2011,08:00,225,0.6,40.8,0.4,9.2,80.8,0.0
01/08/2011,09:00,212,0.7,31.9,0.4,13.2,66.1,0.0
01/08/2011,10:00,125,0.4,69.3,0.4,17.1,54.3,0.0
01/08/2011,11:00,282,0.4,117.5,0.7,19.7,40.4,0.0
01/08/2011,12:00,174,0.6,60.2,0.6,21.2,31.6,0.0
01/08/2011,13:00,157,0.4,80.5,0.7,22.0,29.4,0.0
01/08/2011,14:00,133,0.6,71.2,0.7,22.4,28.2,0.0
01/08/2011,15:00,175,0.6,46.8,0.6,22.7,26.1,0.0
01/08/2011,16:00,83,1.6,29.5,0.7,20.5,42.4,0.0
01/08/2011,17:00,55,0.8,27.7,0.4,18.0,51.7,0.0
01/08/2011,18:00,50,0.3,73.1,0.3,16.1,60.5,0.0
01/08/2011,19:00,356,0.5,160.6,0.3,15.2,65.6,0.0
01/08/2011,20:00,205,0.2,82.8,0.2,13.6,72.4,0.0
01/08/2011,21:00,208,0.6,14.1,0.3,12.2,77.2,0.0
01/08/2011,22:00,224,1.0,17.5,0.4,11.0,79.6,0.0
01/08/2011,23:00,221,1.2,12.1,0.4,10.1,84.0,0.0
02/08/2011,00:00,214,0.7,23.1,0.5,9.3,82.8,0.0
02/08/2011,01:00,225,1.4,9.1,0.4,8.6,84.8,0.0
02/08/2011,02:00,215,0.9,20.8,0.4,8.3,86.2,0.0
02/08/2011,03:00,206,0.6,23.1,0.3,7.9,86.7,0.0
02/08/2011,04:00,223,1.0,12.3,0.4,7.2,88.2,0.0
02/08/2011,05:00,223,0.9,14.8,0.4,7.0,89.9,0.0
02/08/2011,06:00,195,0.6,28.9,0.4,6.5,91.0,0.0
02/08/2011,07:00,213,0.6,24.1,0.3,7.6,89.6,0.0
02/08/2011,08:00,206,0.7,33.4,0.4,10.0,80.2,0.0
02/08/2011,09:00,206,0.6,38.3,0.4,14.0,66.5,0.0
02/08/2011,10:00,236,0.3,74.0,0.4,18.3,48.4,0.0
02/08/2011,11:00,91,0.2,102.5,0.5,20.2,36.5,0.0
02/08/2011,12:00,86,0.3,113.0,0.6,21.6,31.4,0.0
02/08/2011,13:00,40,0.7,161.9,0.6,22.5,30.4,0.0
02/08/2011,14:00,80,1.4,32.1,0.7,22.4,31.8,0.0
02/08/2011,15:00,48,1.1,49.0,0.9,21.8,38.2,0.0
02/08/2011,16:00,87,2.0,17.1,0.7,20.0,49.6,0.0
02/08/2011,17:00,81,0.9,29.0,0.5,17.7,60.6,0.0
02/08/2011,18:00,1,1.0,173.6,0.5,16.3,68.3,0.0
02/08/2011,19:00,356,1.1,10.6,0.3,15.2,71.3,0.0
02/08/2011,20:00,356,0.4,113.9,0.4,14.3,74.1,0.0
02/08/2011,21:00,208,0.4,39.4,0.3,12.6,80.6,0.0
02/08/2011,22:00,219,0.8,25.8,0.4,11.4,85.3,0.0
02/08/2011,23:00,223,1.1,10.0,0.3,10.4,87.5,0.0
03/08/2011,00:00,208,0.7,18.9,0.4,9.6,88.7,0.0
03/08/2011,01:00,208,0.6,20.7,0.3,9.1,89.2,0.0
03/08/2011,02:00,217,1.1,12.5,0.4,8.7,88.5,0.0
03/08/2011,03:00,211,0.8,15.2,0.4,8.3,89.3,0.0
03/08/2011,04:00,211,1.1,13.5,0.4,7.9,90.0,0.0
03/08/2011,05:00,206,0.9,16.3,0.4,7.7,90.3,0.0
03/08/2011,06:00,220,1.1,15.4,0.5,7.2,90.0,0.0
03/08/2011,07:00,205,0.9,16.0,0.4,7.5,90.1,0.0
03/08/2011,08:00,205,0.8,21.9,0.4,10.2,83.5,0.0
03/08/2011,09:00,201,0.7,28.5,0.4,13.9,73.5,0.0
03/08/2011,10:00,166,0.4,79.7,0.4,17.8,56.7,0.0
03/08/2011,11:00,88,0.5,96.2,0.7,20.1,40.1,0.0
03/08/2011,12:00,279,0.1,117.3,0.7,20.8,39.1,0.0
03/08/2011,13:00,259,0.2,82.3,0.5,21.8,36.4,0.0
03/08/2011,14:00,97,1.2,46.5,0.8,22.1,35.3,0.0
03/08/2011,15:00,79,1.7,33.2,1.0,21.4,39.2,0.0
03/08/2011,16:00,79,1.9,16.7,0.7,19.5,49.3,0.0
03/08/2011,17:00,84,0.4,75.7,0.4,17.5,57.3,0.0
03/08/2011,18:00,359,0.9,27.3,0.4,16.3,62.4,0.0
03/08/2011,19:00,337,0.3,78.8,0.3,15.3,66.9,0.0
03/08/2011,20:00,213,0.7,19.4,0.4,13.9,73.1,0.0
03/08/2011,21:00,211,0.8,14.6,0.3,12.5,78.6,0.0
03/08/2011,22:00,211,0.7,27.2,0.4,11.1,83.4,0.0
03/08/2011,23:00,218,1.0,15.0,0.4,9.7,84.5,0.0
04/08/2011,00:00,230,1.3,11.8,0.4,9.1,85.0,0.0
04/08/2011,01:00,222,1.3,12.9,0.4,8.8,87.3,0.0
04/08/2011,02:00,219,1.0,16.6,0.4,8.6,87.6,0.0
04/08/2011,03:00,222,1.2,8.5,0.4,7.7,88.1,0.0
04/08/2011,04:00,219,1.2,12.4,0.5,7.3,89.4,0.0
04/08/2011,05:00,214,0.9,17.4,0.4,7.4,90.5,0.0
04/08/2011,06:00,217,1.1,15.2,0.4,6.9,91.3,0.0
04/08/2011,07:00,207,1.0,18.2,0.4,7.8,89.4,0.0
04/08/2011,08:00,199,0.9,23.6,0.4,10.8,81.2,0.0
04/08/2011,09:00,194,0.7,27.2,0.4,14.4,67.9,0.0
04/08/2011,10:00,175,0.3,80.9,0.5,18.4,54.3,0.0
04/08/2011,11:00,75,0.4,116.9,0.9,19.8,45.7,0.0
04/08/2011,12:00,71,1.8,37.6,1.0,20.4,39.9,0.0
04/08/2011,13:00,96,1.8,33.9,1.0,20.7,38.8,0.0
04/08/2011,14:00,84,2.2,24.4,0.9,20.7,39.0,0.0
04/08/2011,15:00,77,2.4,21.4,1.0,20.4,41.5,0.0
04/08/2011,16:00,73,2.3,16.9,0.9,18.9,47.3,0.0
04/08/2011,17:00,66,1.6,22.5,0.7,17.3,53.2,0.0
04/08/2011,18:00,85,0.8,23.4,0.3,15.7,59.6,0.0
04/08/2011,19:00,41,0.4,42.2,0.3,14.5,65.6,0.0
04/08/2011,20:00,229,0.6,46.4,0.5,13.3,69.9,0.0
04/08/2011,21:00,216,1.1,11.8,0.5,12.1,75.7,0.0
04/08/2011,22:00,211,0.8,17.7,0.3,11.5,77.8,0.0
04/08/2011,23:00,210,0.8,17.7,0.4,11.2,78.2,0.0
05/08/2011,00:00,217,1.0,12.6,0.4,10.4,81.9,0.0
05/08/2011,01:00,203,0.9,17.4,0.4,9.9,83.2,0.0
05/08/2011,02:00,221,1.2,14.3,0.5,9.9,83.2,0.0
05/08/2011,03:00,218,1.0,21.8,0.5,10.3,82.0,0.0
05/08/2011,04:00,202,0.8,15.1,0.3,9.8,82.5,0.0
05/08/2011,05:00,212,0.8,18.0,0.4,9.6,83.3,0.0
05/08/2011,06:00,198,0.8,20.2,0.4,9.6,84.1,0.0
05/08/2011,07:00,217,0.8,21.2,0.4,10.9,79.0,0.0
05/08/2011,08:00,211,0.8,21.1,0.4,13.9,69.8,0.0
05/08/2011,09:00,198,0.6,38.0,0.5,17.2,56.7,0.0
05/08/2011,10:00,268,0.1,113.6,0.5,20.0,43.5,0.0
05/08/2011,11:00,56,1.0,48.9,0.6,20.5,40.1,0.0
05/08/2011,12:00,70,1.8,28.3,0.9,20.2,41.1,0.0
05/08/2011,13:00,70,2.2,27.0,1.1,19.7,46.3,0.0
05/08/2011,14:00,70,1.9,25.5,1.0,19.2,50.5,0.0
05/08/2011,15:00,70,1.3,33.3,0.9,18.8,52.3,0.0
05/08/2011,16:00,70,1.7,15.6,0.6,18.6,54.7,0.0
05/08/2011,17:00,73,1.2,21.4,0.5,17.3,58.2,0.0
05/08/2011,18:00,105,0.1,89.1,0.5,16.0,62.4,0.0
05/08/2011,19:00,214,0.9,12.3,0.4,14.3,68.4,0.0
05/08/2011,20:00,210,0.6,23.2,0.5,12.5,75.2,0.0
05/08/2011,21:00,212,0.9,9.4,0.4,11.5,79.8,0.0
05/08/2011,22:00,212,0.9,11.4,0.4,10.8,80.7,0.0
05/08/2011,23:00,222,0.9,20.4,0.5,10.1,84.3,0.0
06/08/2011,00:00,228,1.5,12.8,0.4,9.9,85.2,0.0
06/08/2011,01:00,210,0.7,26.2,0.5,9.8,85.1,0.0
06/08/2011,02:00,219,0.7,17.0,0.4,8.7,88.4,0.0
06/08/2011,03:00,223,0.7,34.9,0.5,8.6,89.5,0.0
06/08/2011,04:00,215,1.0,16.3,0.4,8.4,90.4,0.0
06/08/2011,05:00,227,1.2,17.4,0.4,7.9,90.2,0.0
06/08/2011,06:00,213,0.9,31.1,0.5,7.8,90.8,0.0
06/08/2011,07:00,205,0.9,16.4,0.4,8.2,90.0,0.0
06/08/2011,08:00,209,0.7,23.9,0.4,11.5,81.8,0.0
06/08/2011,09:00,191,0.5,37.9,0.3,15.5,65.1,0.0
06/08/2011,10:00,17,0.4,121.7,0.7,19.1,53.1,0.0
06/08/2011,11:00,16,1.4,172.6,0.9,20.7,43.6,0.0
06/08/2011,12:00,19,1.3,46.2,0.8,21.1,40.8,0.0
06/08/2011,13:00,13,1.2,157.1,0.7,21.2,42.0,0.0
06/08/2011,14:00,7,1.0,42.0,0.7,21.5,39.6,0.0
06/08/2011,15:00,6,1.1,179.2,0.5,21.5,38.5,0.0
06/08/2011,16:00,26,0.6,31.4,0.4,21.0,40.2,0.0
06/08/2011,17:00,25,1.0,27.8,0.5,19.5,48.2,0.0
06/08/2011,18:00,21,0.5,31.6,0.3,18.0,57.6,0.0
06/08/2011,19:00,42,0.4,43.7,0.2,16.9,61.1,0.0
06/08/2011,20:00,4,0.1,124.6,0.2,16.1,65.1,0.0
06/08/2011,21:00,341,0.3,43.3,0.2,15.9,67.2,0.0
06/08/2011,22:00,245,0.1,67.9,0.2,15.6,68.6,0.0
06/08/2011,23:00,203,0.2,64.6,0.3,14.9,71.5,0.0
07/08/2011,00:00,226,0.4,54.6,0.3,14.4,74.3,0.0
07/08/2011,01:00,212,0.5,39.7,0.3,14.0,77.4,0.0
07/08/2011,02:00,219,0.6,42.7,0.5,13.6,77.5,0.0
07/08/2011,03:00,224,0.5,52.7,0.4,13.0,80.4,0.0
07/08/2011,04:00,222,0.7,20.8,0.4,12.9,83.4,0.0
07/08/2011,05:00,215,0.6,32.1,0.3,12.5,82.6,0.0
07/08/2011,06:00,217,0.7,42.5,0.4,12.4,83.8,0.0
07/08/2011,07:00,229,0.4,41.8,0.3,13.2,82.1,0.0
07/08/2011,08:00,332,0.3,71.4,0.3,16.1,69.9,0.0
07/08/2011,09:00,0,0.9,160.9,0.6,19.0,56.6,0.0
07/08/2011,10:00,349,1.9,26.6,0.9,20.7,46.9,0.0
07/08/2011,11:00,329,1.5,37.7,0.8,22.0,39.6,0.0
07/08/2011,12:00,343,2.2,28.8,1.0,23.1,36.1,0.0
07/08/2011,13:00,335,1.5,42.6,0.9,23.6,34.6,0.0
07/08/2011,14:00,0,1.4,167.6,1.0,23.6,34.4,0.0
07/08/2011,15:00,356,1.2,31.8,0.7,22.9,36.1,0.0
07/08/2011,16:00,32,1.3,163.1,0.8,21.9,41.9,0.0
07/08/2011,17:00,18,1.4,22.7,0.6,20.9,48.6,0.0
07/08/2011,18:00,15,1.2,172.2,0.7,18.8,59.3,0.0
07/08/2011,19:00,89,0.5,36.2,0.4,17.2,66.9,0.0
07/08/2011,20:00,54,0.3,124.6,0.3,16.6,72.0,0.0
07/08/2011,21:00,84,0.5,147.7,0.5,16.1,75.0,0.0
07/08/2011,22:00,332,0.1,170.8,0.3,15.6,80.1,0.0
07/08/2011,23:00,227,0.5,27.1,0.3,14.8,84.8,0.0
08/08/2011,00:00,202,0.2,70.0,0.2,14.5,84.6,0.0
08/08/2011,01:00,223,0.3,67.7,0.3,13.6,87.8,0.0
08/08/2011,02:00,217,0.2,90.5,0.4,13.1,88.6,0.0
08/08/2011,03:00,209,0.5,54.0,0.5,12.6,88.9,0.0
08/08/2011,04:00,229,0.2,73.6,0.3,12.7,89.1,0.0
08/08/2011,05:00,272,0.1,131.2,0.3,13.1,89.9,0.0
08/08/2011,06:00,215,0.6,41.7,0.4,13.5,90.4,0.0
08/08/2011,07:00,131,0.2,92.1,0.4,12.9,89.6,0.0
08/08/2011,08:00,92,0.3,103.2,0.4,13.3,89.9,0.0
08/08/2011,09:00,210,0.5,66.3,0.5,14.9,82.6,0.0
08/08/2011,10:00,319,0.1,127.7,0.7,17.9,62.0,0.0
08/08/2011,11:00,268,2.1,35.6,1.3,20.3,37.4,0.0
08/08/2011,12:00,291,2.7,29.5,1.3,21.1,29.9,0.0
08/08/2011,13:00,287,3.1,28.3,1.3,21.5,26.8,0.0
08/08/2011,14:00,290,3.0,28.0,1.4,21.6,24.0,0.0
08/08/2011,15:00,282,3.0,23.6,1.4,21.6,20.7,0.0
08/08/2011,16:00,274,3.6,14.9,1.3,20.6,20.0,0.0
08/08/2011,17:00,276,3.0,14.3,1.0,18.9,22.3,0.0
08/08/2011,18:00,270,2.9,20.2,1.5,18.0,23.7,0.0
08/08/2011,19:00,233,1.2,17.7,0.3,16.4,28.4,0.0
