Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (percent),Rainfall (mm),Barometric Pressure (hPa),Nitric Oxide (NO) (ppm),Nitrogen Dioxide (NO2) (ppm),Total Oxides of Nitrogen (NOx) (ppm),Sulfur Dioxide (SO2) (ppm),PM10 (µg/m^3),PM2.5 (µg/m^3),Visibility-reducing particles (Mm^-1)
14/07/2011,22:00,141,2.1,11.2,0.6,17.5,60.9,0.0,1021,0.001,0.002,0.003,0.000,10.7,9.0,15
14/07/2011,23:00,141,2.5,10.2,0.7,17.2,61.0,0.0,1021,0.001,0.001,0.002,0.000,10.6,9.6,17
15/07/2011,00:00,135,2.4,9.5,0.7,16.8,56.6,0.0,1020,,,,,10.5,9.4,
15/07/2011,01:00,152,1.9,14.9,0.7,16.7,59.5,0.0,1020,0.001,0.002,0.003,0.001,12.2,10.7,27
15/07/2011,02:00,174,1.5,16.4,0.4,16.2,66.2,0.0,1020,0.001,0.002,0.003,0.001,14.6,11.9,26
15/07/2011,03:00,184,1.7,19.1,0.4,15.6,73.4,0.0,1020,0.001,0.003,0.004,0.000,15.1,13.3,28
15/07/2011,04:00,155,2.1,14.0,0.8,16.5,72.8,0.0,1020,0.001,0.002,0.003,0.000,13.4,11.8,22
15/07/2011,05:00,155,2.4,13.4,0.7,16.4,71.3,0.0,1020,0.001,0.003,0.004,0.000,10.8,8.7,25
15/07/2011,06:00,153,2.8,14.2,1.0,16.7,71.7,0.0,1021,0.001,0.004,0.005,0.000,6.5,3.8,21
15/07/2011,07:00,152,3.2,15.0,1.0,17.1,71.4,0.0,1021,0.002,0.005,0.007,0.000,14.0,9.4,18
15/07/2011,08:00,139,3.7,16.5,1.3,17.8,68.9,0.0,1022,0.004,0.007,0.010,0.000,14.0,8.3,17
15/07/2011,09:00,139,4.4,17.3,1.3,18.7,66.4,0.0,1022,0.002,0.003,0.004,0.000,24.6,18.3,15
15/07/2011,10:00,124,5.1,14.1,1.5,19.8,61.8,0.0,1022,0.002,0.002,0.004,0.000,23.7,15.5,14
15/07/2011,11:00,121,5.6,12.6,1.6,20.5,57.8,0.0,1022,0.002,0.001,0.003,0.000,30.7,21.7,12
15/07/2011,12:00,108,5.4,9.6,1.1,20.5,57.6,0.0,1021,0.001,0.003,0.004,0.002,21.9,10.3,13
15/07/2011,13:00,121,5.9,11.5,1.4,20.8,55.4,0.0,1021,0.002,0.002,0.003,0.002,17.4,8.3,13
15/07/2011,14:00,113,6.5,13.1,1.6,21.0,56.5,0.0,1020,0.002,0.002,0.004,0.001,16.7,7.2,14
15/07/2011,15:00,102,6.0,8.7,1.4,20.5,59.3,0.0,1020,0.002,0.002,0.004,0.001,15.1,4.6,13
15/07/2011,16:00,114,4.7,12.5,1.4,20.0,59.9,0.0,1020,0.002,0.005,0.006,0.002,25.3,15.2,12
15/07/2011,17:00,132,3.8,15.8,1.2,19.6,61.0,0.0,1021,0.002,0.005,0.006,0.001,28.4,19.4,62
15/07/2011,18:00,136,3.4,15.0,1.2,18.7,62.8,0.0,1021,0.002,0.004,0.005,0.000,33.3,25.6,34
15/07/2011,19:00,141,3.6,16.6,1.2,18.0,65.1,0.0,1021,0.001,0.003,0.004,0.000,20.4,16.3,63
15/07/2011,20:00,163,3.0,17.7,1.3,17.5,68.7,0.0,1022,0.001,0.002,0.003,0.000,23.8,21.8,28
15/07/2011,21:00,149,3.3,14.7,1.1,17.2,70.0,0.0,1022,0.001,0.001,0.002,0.000,9.3,9.2,12
15/07/2011,22:00,161,2.8,14.7,1.0,17.0,70.4,0.0,1023,0.001,0.001,0.002,0.000,7.1,8.3,20
15/07/2011,23:00,145,3.4,15.2,1.3,16.7,73.4,0.0,1022,0.001,0.001,0.002,0.000,8.5,10.1,36
16/07/2011,00:00,151,3.4,16.4,1.3,16.5,74.8,0.0,1021,,,,,10.6,12.7,
16/07/2011,01:00,186,2.1,28.4,0.8,15.9,78.8,0.0,1021,0.001,0.001,0.002,0.001,15.8,18.1,16
16/07/2011,02:00,206,2.8,15.7,1.0,15.0,86.4,1.0,1021,0.001,0.001,0.002,0.000,0.7,4.4,5
16/07/2011,03:00,176,1.6,16.1,0.7,14.7,88.7,1.0,1020,0.001,0.001,0.002,0.000,0.7,5.1,5
16/07/2011,04:00,167,0.8,48.8,0.4,15.0,88.9,1.0,1020,0.001,0.001,0.002,0.000,2.2,7.3,7
16/07/2011,05:00,127,2.3,17.6,1.2,15.2,87.8,0.0,1019,0.001,0.002,0.003,0.000,-0.3,4.2,9
16/07/2011,06:00,150,2.4,17.8,0.9,15.1,87.3,0.0,1019,0.001,0.002,0.003,0.000,3.3,8.9,5
16/07/2011,07:00,180,2.0,15.2,0.7,15.3,87.0,0.0,1020,0.001,0.003,0.004,0.000,-2.9,2.7,6
16/07/2011,08:00,167,2.1,21.8,0.9,16.3,84.3,0.0,1020,0.002,0.003,0.005,0.001,-4.1,1.8,4
16/07/2011,09:00,140,3.5,16.5,1.0,17.9,78.6,0.0,1020,0.002,0.002,0.003,0.000,0.1,6.9,4
16/07/2011,10:00,146,3.5,18.1,1.2,18.5,74.0,0.0,1020,0.002,0.002,0.004,0.001,-1.6,6.2,3
16/07/2011,11:00,156,2.5,19.0,1.0,19.1,72.9,0.0,1019,0.002,0.003,0.005,0.001,,,4
16/07/2011,12:00,140,2.6,22.9,0.9,19.9,69.9,0.0,1018,0.002,0.002,0.004,0.001,5.9,13.3,4
16/07/2011,13:00,130,2.4,22.5,0.8,20.4,67.6,0.0,1018,0.002,0.002,0.003,0.001,0.3,7.1,4
16/07/2011,14:00,139,3.1,21.5,1.1,20.8,65.7,0.0,1017,0.002,0.001,0.003,0.000,,,5
16/07/2011,15:00,134,3.4,19.9,1.1,20.5,66.9,0.0,1017,0.002,0.002,0.003,0.000,-1.7,4.7,3
16/07/2011,16:00,118,4.0,12.2,1.1,19.8,69.7,0.0,1017,0.001,0.002,0.003,0.000,,,2
16/07/2011,17:00,121,3.6,20.4,1.0,18.4,78.9,0.0,1018,0.001,0.003,0.004,0.001,-3.5,4.0,5
16/07/2011,18:00,142,2.8,14.3,0.9,17.9,81.0,0.0,1018,0.001,0.002,0.003,0.001,3.4,11.8,32
16/07/2011,19:00,139,3.2,15.2,1.2,17.5,80.3,0.0,1019,0.001,0.001,0.002,0.001,7.1,15.6,12
16/07/2011,20:00,144,3.7,14.2,1.1,17.0,78.5,0.0,1019,0.001,0.001,0.002,0.000,-1.1,7.3,7
16/07/2011,21:00,147,2.9,18.4,1.1,16.6,77.5,0.0,1020,0.001,0.001,0.002,0.000,3.3,10.6,12
16/07/2011,22:00,152,2.4,15.5,0.8,16.3,78.0,0.0,1019,0.001,0.001,0.002,0.000,0.9,6.9,6
16/07/2011,23:00,176,1.6,15.8,0.5,15.9,79.3,0.0,1019,0.001,0.001,0.002,0.000,-2.5,2.4,7
17/07/2011,00:00,181,1.7,11.5,0.5,15.5,81.4,0.0,1019,,,,,-1.3,3.3,
17/07/2011,01:00,180,1.8,11.5,0.5,15.6,80.6,0.0,1018,0.001,0.001,0.002,0.000,2.6,6.6,5
17/07/2011,02:00,192,1.8,12.0,0.4,15.0,81.8,0.0,1018,0.001,0.001,0.002,0.000,4.6,8.1,5
17/07/2011,03:00,193,1.8,12.1,0.4,14.6,83.6,0.0,1017,0.001,0.001,0.002,0.000,-1.0,2.4,4
17/07/2011,04:00,198,1.9,10.8,0.5,14.6,83.4,0.0,1017,0.001,0.001,0.002,0.000,-4.0,-0.3,4
17/07/2011,05:00,198,2.0,10.2,0.5,14.4,83.9,0.0,1018,0.001,0.001,0.002,0.000,-2.7,0.5,4
17/07/2011,06:00,200,1.8,8.6,0.3,14.0,85.4,0.0,1018,0.001,0.002,0.003,0.000,1.3,4.9,5
17/07/2011,07:00,199,1.8,13.2,0.7,14.8,82.7,0.0,1018,0.002,0.004,0.005,0.000,3.2,6.4,5
17/07/2011,08:00,186,2.4,17.3,0.9,17.2,74.8,0.0,1018,0.002,0.002,0.003,0.000,1.1,4.7,4
17/07/2011,09:00,155,2.3,25.3,1.1,19.2,69.0,0.0,1018,0.002,0.002,0.004,0.000,1.9,6.0,4
17/07/2011,10:00,119,3.1,21.7,1.1,20.4,63.9,0.0,1018,0.002,0.002,0.004,0.000,-1.3,3.8,3
17/07/2011,11:00,102,2.9,21.0,1.1,20.8,62.5,0.0,1017,0.002,0.001,0.003,0.000,10.5,15.9,3
17/07/2011,12:00,84,4.1,19.7,1.2,20.7,63.8,0.0,1016,0.001,0.001,0.002,0.001,15.4,20.4,4
17/07/2011,13:00,87,4.5,13.6,0.8,21.1,61.3,0.0,1015,0.002,0.001,0.003,0.003,11.6,16.2,4
17/07/2011,14:00,73,4.1,17.2,0.8,21.1,63.5,0.0,1015,0.003,0.004,0.007,0.002,4.2,8.3,4
17/07/2011,15:00,79,4.0,16.2,0.7,20.8,66.7,0.0,1015,0.002,0.004,0.006,0.001,8.5,9.8,5
17/07/2011,16:00,90,4.2,11.3,0.5,20.1,69.4,0.0,1015,0.001,0.002,0.003,0.000,,,5
17/07/2011,17:00,93,3.4,8.5,0.7,19.0,75.7,0.0,1015,0.001,0.004,0.005,0.000,1.2,3.7,7
17/07/2011,18:00,102,2.0,14.0,0.6,18.5,79.5,0.0,1016,0.001,0.005,0.006,0.000,5.8,6.4,10
17/07/2011,19:00,115,1.6,13.1,0.6,18.1,79.9,0.0,1016,0.001,0.005,0.006,0.001,6.0,5.9,9
17/07/2011,20:00,128,1.4,18.1,0.4,17.6,81.0,0.0,1017,0.001,0.005,0.006,0.002,3.8,4.7,9
17/07/2011,21:00,163,1.2,15.1,0.3,16.9,81.3,0.0,1017,0.001,0.005,0.006,0.002,1.9,4.1,9
17/07/2011,22:00,192,1.7,11.8,0.4,16.3,83.0,0.0,1017,0.001,0.004,0.005,0.001,-2.8,1.4,11
17/07/2011,23:00,197,1.1,24.1,0.5,15.4,85.5,0.0,1017,0.001,0.004,0.005,0.000,-1.0,4.1,25
18/07/2011,00:00,208,2.1,6.4,0.4,14.7,87.4,0.0,1017,,,,,7.8,12.5,
18/07/2011,01:00,202,2.1,9.1,0.4,14.0,88.1,0.0,1016,0.001,0.004,0.005,0.000,0.5,7.0,12
18/07/2011,02:00,205,2.3,8.1,0.4,13.5,89.4,0.0,1016,0.001,0.003,0.004,0.000,0.5,7.5,10
18/07/2011,03:00,203,2.1,8.1,0.5,13.0,90.0,0.0,1015,0.001,0.002,0.003,0.000,-0.7,5.5,9
18/07/2011,04:00,205,2.4,6.7,0.5,12.4,89.8,0.0,1015,0.001,0.003,0.004,0.000,-1.0,4.2,11
18/07/2011,05:00,207,2.8,6.1,0.5,12.0,90.0,0.0,1015,0.002,0.003,0.005,0.000,2.3,8.1,10
18/07/2011,06:00,208,2.9,7.1,0.8,11.4,90.5,0.0,1016,0.003,0.005,0.008,0.000,-2.0,3.7,7
18/07/2011,07:00,208,2.5,12.8,0.9,11.6,90.3,0.0,1016,0.004,0.004,0.008,0.000,-0.8,4.7,6
18/07/2011,08:00,205,3.1,9.9,1.3,14.2,84.3,0.0,1017,0.006,0.004,0.010,0.000,0.0,5.1,5
18/07/2011,09:00,214,2.5,14.6,0.9,16.8,75.9,0.0,1017,0.003,0.003,0.006,0.000,-0.9,3.9,4
18/07/2011,10:00,197,1.4,35.2,0.6,19.4,64.7,0.0,1016,0.003,0.002,0.005,0.000,3.2,8.8,4
18/07/2011,11:00,159,0.8,60.4,0.7,21.0,53.6,0.0,1016,0.002,0.001,0.003,0.000,-0.6,4.1,4
18/07/2011,12:00,255,0.3,102.4,0.8,22.3,46.8,0.0,1014,0.002,0.001,0.003,0.000,3.1,8.7,4
18/07/2011,13:00,262,1.5,38.0,0.9,23.5,39.7,0.0,1013,0.002,0.001,0.003,0.000,,,3
18/07/2011,14:00,71,0.9,79.9,0.8,23.0,44.0,0.0,1013,0.004,0.010,0.014,0.005,2.1,4.4,6
18/07/2011,15:00,30,1.2,166.9,0.7,22.5,45.1,0.0,1012,0.007,0.020,0.027,0.008,11.2,8.3,6
18/07/2011,16:00,309,1.1,58.1,0.7,22.3,47.8,0.0,1012,0.029,0.029,0.058,0.017,20.3,12.1,12
18/07/2011,17:00,70,2.3,12.2,0.7,20.1,64.4,0.0,1013,0.006,0.013,0.019,0.005,38.5,16.6,6
18/07/2011,18:00,92,0.8,43.9,0.3,19.3,67.4,0.0,1013,0.005,0.021,0.025,0.002,6.5,6.7,8
18/07/2011,19:00,174,0.9,23.4,0.3,18.3,74.8,0.0,1014,0.007,0.022,0.029,0.002,7.6,8.2,13
18/07/2011,20:00,177,0.8,32.0,0.3,17.6,78.3,0.0,1014,0.004,0.017,0.020,0.001,9.6,11.1,14
18/07/2011,21:00,189,0.9,43.0,0.3,16.3,82.4,0.0,1014,0.008,0.016,0.023,0.001,12.2,13.9,19
18/07/2011,22:00,205,1.9,9.4,0.4,15.8,82.9,0.0,1014,0.003,0.012,0.015,0.001,10.7,12.9,26
18/07/2011,23:00,203,1.2,41.1,0.6,14.9,84.6,0.0,1014,0.002,0.010,0.011,0.001,14.2,16.2,24
19/07/2011,00:00,208,1.5,20.7,0.5,14.2,84.1,0.0,1014,,,,,15.1,17.0,
19/07/2011,01:00,207,2.0,8.8,0.6,13.1,85.0,0.0,1014,0.001,0.007,0.008,0.001,10.4,13.2,30
19/07/2011,02:00,206,3.1,9.1,1.0,12.3,83.2,0.0,1013,0.002,0.007,0.009,0.000,6.9,12.0,27
19/07/2011,03:00,208,3.6,7.5,1.1,11.6,82.8,0.0,1013,0.001,0.006,0.007,0.000,0.8,5.2,17
19/07/2011,04:00,202,2.9,8.6,0.9,11.2,83.0,0.0,1013,0.001,0.006,0.007,0.000,3.3,8.3,12
19/07/2011,05:00,199,2.3,12.1,0.7,11.1,83.0,0.0,1014,0.003,0.006,0.008,0.000,2.6,7.5,9
19/07/2011,06:00,196,1.9,14.1,0.5,11.2,82.7,0.0,1015,0.002,0.006,0.008,0.000,1.6,6.2,8
19/07/2011,07:00,204,2.6,15.9,1.0,12.5,78.2,0.0,1015,0.004,0.006,0.010,0.000,1.9,6.2,7
19/07/2011,08:00,206,2.2,18.6,1.0,15.4,68.4,0.0,1016,0.005,0.005,0.010,0.000,1.5,5.6,7
19/07/2011,09:00,193,3.9,17.7,1.7,17.8,54.2,0.0,1016,0.003,0.002,0.005,0.001,0.6,4.8,5
19/07/2011,10:00,202,4.2,18.4,1.5,19.3,47.9,0.0,1015,0.002,0.002,0.004,0.001,5.8,10.0,4
19/07/2011,11:00,204,2.8,24.7,1.4,20.6,44.9,0.0,1014,0.002,0.001,0.003,0.001,6.5,9.7,4
19/07/2011,12:00,230,2.2,37.8,1.2,21.8,41.9,0.0,1013,0.002,0.002,0.004,0.001,9.4,13.0,4
19/07/2011,13:00,262,2.9,33.7,1.2,22.5,40.4,0.0,1012,0.002,0.001,0.003,0.000,7.4,10.9,5
19/07/2011,14:00,262,3.5,26.3,1.4,23.1,40.0,0.0,1011,0.003,0.003,0.006,0.001,13.0,13.2,5
19/07/2011,15:00,239,3.6,18.7,1.3,23.1,38.9,0.0,1011,0.003,0.001,0.004,0.000,1.6,2.2,6
19/07/2011,16:00,233,3.4,16.5,1.3,22.4,38.9,0.0,1011,0.003,0.001,0.004,0.000,-0.4,0.2,5
19/07/2011,17:00,229,2.2,15.8,0.9,20.8,41.5,0.0,1012,0.003,0.005,0.008,0.001,0.7,1.0,6
19/07/2011,18:00,220,1.9,14.7,0.7,19.0,41.7,0.0,1012,0.003,0.007,0.010,0.001,5.6,5.6,4
19/07/2011,19:00,211,0.8,34.5,0.4,17.9,41.1,0.0,1013,0.002,0.006,0.008,0.001,5.1,5.4,5
19/07/2011,20:00,201,2.2,13.1,0.6,16.7,42.5,0.0,1014,0.002,0.006,0.007,0.000,2.7,4.2,4
19/07/2011,21:00,214,2.2,7.9,0.4,15.5,43.1,0.0,1014,0.002,0.003,0.004,0.000,-1.8,0.6,4
19/07/2011,22:00,198,1.5,10.0,0.3,13.9,48.4,0.0,1014,0.001,0.006,0.007,0.000,5.0,6.8,6
19/07/2011,23:00,181,1.4,8.2,0.2,13.4,49.8,0.0,1014,0.001,0.004,0.005,0.000,2.7,4.9,5
20/07/2011,00:00,193,1.4,15.4,0.2,11.9,55.2,0.0,1014,,,,,7.2,9.3,
20/07/2011,01:00,194,1.5,14.0,0.2,11.5,53.0,0.0,1014,0.000,0.003,0.003,0.000,5.0,7.2,7
20/07/2011,02:00,204,1.9,11.3,0.3,10.6,55.9,0.0,1014,0.001,0.002,0.003,0.000,4.2,6.5,5
20/07/2011,03:00,220,1.6,12.3,0.3,10.0,56.9,0.0,1013,0.001,0.001,0.002,0.000,4.4,5.8,4
20/07/2011,04:00,209,1.6,11.1,0.4,9.5,58.3,0.0,1013,0.001,0.003,0.004,0.000,6.3,7.3,5
20/07/2011,05:00,215,1.5,22.8,0.6,8.7,61.3,0.0,1014,0.005,0.010,0.015,0.000,6.7,7.0,7
20/07/2011,06:00,179,1.2,23.4,0.4,7.8,65.3,0.0,1014,0.010,0.015,0.024,0.000,9.5,8.7,8
20/07/2011,07:00,186,1.2,24.5,0.4,9.3,63.6,0.0,1015,0.004,0.009,0.013,0.000,6.2,4.3,5
20/07/2011,08:00,215,2.6,16.0,1.1,11.7,58.1,0.0,1015,0.005,0.005,0.009,0.000,6.2,6.2,4
20/07/2011,09:00,212,2.5,23.2,1.1,13.7,52.0,0.0,1015,0.003,0.002,0.005,0.000,4.0,4.7,3
20/07/2011,10:00,210,3.3,20.0,1.5,15.8,46.0,0.0,1014,0.002,0.001,0.003,0.000,3.8,5.9,3
20/07/2011,11:00,230,3.4,25.2,1.4,18.0,38.2,0.0,1013,0.002,0.001,0.003,0.000,4.3,5.7,2
20/07/2011,12:00,229,3.6,20.6,1.4,19.4,33.3,0.0,1011,0.002,0.001,0.003,0.000,1.9,3.4,2
20/07/2011,13:00,244,4.3,16.9,1.4,20.0,33.0,0.0,1010,0.002,0.001,0.003,0.000,3.9,4.6,3
20/07/2011,14:00,239,4.2,18.9,1.4,20.7,30.8,0.0,1009,0.002,0.002,0.004,0.000,4.6,3.4,4
20/07/2011,15:00,232,4.0,15.1,1.4,21.0,30.3,0.0,1009,0.003,0.003,0.006,0.001,,,5
20/07/2011,16:00,240,3.3,16.7,1.1,20.6,31.4,0.0,1009,0.003,0.004,0.007,0.001,9.9,7.1,6
20/07/2011,17:00,239,2.4,15.6,0.8,19.3,34.5,0.0,1010,0.002,0.006,0.008,0.001,8.1,4.8,6
20/07/2011,18:00,233,2.4,14.2,0.8,18.2,36.9,0.0,1011,0.002,0.004,0.006,0.001,9.1,6.8,8
20/07/2011,19:00,239,2.0,14.8,0.7,17.2,39.9,0.0,1011,0.002,0.004,0.006,0.001,9.9,8.6,7
20/07/2011,20:00,170,1.0,38.9,0.5,16.1,43.7,0.0,1012,0.002,0.009,0.010,0.001,11.5,10.5,8
20/07/2011,21:00,204,2.1,14.5,0.6,14.9,47.6,0.0,1012,0.001,0.007,0.008,0.000,10.1,7.8,8
20/07/2011,22:00,208,1.9,10.1,0.4,14.6,49.7,0.0,1012,0.001,0.004,0.005,0.000,6.2,5.2,5
20/07/2011,23:00,182,1.2,28.8,0.3,13.9,52.7,0.0,1012,0.001,0.003,0.004,0.000,5.7,6.5,6
21/07/2011,00:00,127,0.4,84.2,0.5,12.6,58.9,0.0,1011,,,,,5.4,5.7,
21/07/2011,01:00,217,1.0,50.3,0.6,13.2,57.0,0.0,1011,0.002,0.008,0.010,0.000,3.7,3.7,8
21/07/2011,02:00,247,1.3,45.8,0.6,12.6,59.9,0.0,1011,0.001,0.004,0.005,0.000,5.5,6.4,6
21/07/2011,03:00,218,1.3,39.1,0.6,11.9,63.3,0.0,1010,0.001,0.003,0.004,0.000,4.8,6.7,5
21/07/2011,04:00,239,2.3,8.6,0.6,12.4,62.2,0.0,1010,0.001,0.003,0.004,0.000,6.9,9.0,5
21/07/2011,05:00,193,0.8,79.5,0.9,12.4,62.6,0.0,1011,0.008,0.010,0.018,0.000,5.1,7.3,6
21/07/2011,06:00,212,1.5,23.1,0.4,11.1,68.5,0.0,1011,0.013,0.017,0.030,0.000,10.5,7.2,9
21/07/2011,07:00,217,2.5,26.9,1.1,12.4,65.1,0.0,1012,0.006,0.010,0.016,0.000,5.9,5.1,5
21/07/2011,08:00,220,3.3,12.7,1.2,14.7,58.9,0.0,1012,0.004,0.004,0.007,0.000,1.0,2.6,4
21/07/2011,09:00,222,3.1,15.1,1.2,17.1,52.1,0.0,1012,0.003,0.002,0.005,0.000,0.9,2.8,3
21/07/2011,10:00,221,2.8,22.2,1.2,19.1,45.4,0.0,1012,0.002,0.002,0.004,0.000,2.0,2.5,3
21/07/2011,11:00,224,2.6,25.2,1.1,20.8,41.3,0.0,1011,0.002,0.001,0.003,0.000,,,3
21/07/2011,12:00,224,2.5,25.7,1.1,22.4,35.9,0.0,1009,0.002,0.001,0.003,0.000,7.2,8.4,3
21/07/2011,13:00,221,2.7,27.2,1.2,23.6,31.7,0.0,1008,0.002,0.001,0.003,0.000,-2.5,-0.9,3
21/07/2011,14:00,227,3.9,17.5,1.4,23.7,28.8,0.0,1008,0.002,0.001,0.003,0.000,0.4,0.8,2
21/07/2011,15:00,232,3.4,17.1,1.4,23.4,29.2,0.0,1008,0.003,0.001,0.004,0.000,9.2,10.5,3
21/07/2011,16:00,238,2.8,15.5,1.0,23.0,27.9,0.0,1008,0.002,0.002,0.004,0.000,4.9,4.8,3
21/07/2011,17:00,223,2.6,15.7,1.0,21.5,25.4,0.0,1008,0.003,0.004,0.007,0.000,3.3,2.5,3
21/07/2011,18:00,221,2.0,13.5,0.8,19.6,30.2,0.0,1009,0.003,0.004,0.006,0.000,5.4,4.5,4
21/07/2011,19:00,213,2.9,10.9,1.1,19.1,34.3,0.0,1010,0.002,0.003,0.005,0.000,6.2,6.0,4
21/07/2011,20:00,224,2.3,10.7,0.5,18.6,35.5,0.0,1010,0.003,0.003,0.006,0.000,7.5,8.2,5
21/07/2011,21:00,228,2.6,8.2,0.5,17.8,35.0,0.0,1011,0.001,0.003,0.004,0.000,5.2,6.3,4
21/07/2011,22:00,214,1.6,14.0,0.6,16.9,35.4,0.0,1011,0.002,0.003,0.005,0.000,3.9,5.2,4
21/07/2011,23:00,187,1.7,21.7,0.5,15.2,40.1,0.0,1010,0.002,0.004,0.006,0.000,4.3,4.6,4
22/07/2011,00:00,185,1.4,32.3,0.6,14.0,44.2,0.0,1010,,,,,4.0,5.4,
22/07/2011,01:00,212,1.7,10.6,0.4,14.6,42.0,0.0,1010,0.001,0.002,0.003,0.000,0.2,1.5,4
22/07/2011,02:00,191,1.2,23.5,0.4,13.4,46.1,0.0,1010,0.001,0.002,0.003,0.000,4.5,6.6,3
22/07/2011,03:00,225,1.0,55.3,0.6,11.6,53.6,0.0,1010,0.000,0.003,0.003,0.000,2.9,5.5,3
22/07/2011,04:00,204,1.1,49.8,0.6,10.4,59.1,0.0,1010,0.001,0.004,0.005,0.000,3.3,4.8,3
22/07/2011,05:00,201,0.9,56.5,0.4,9.9,60.8,0.0,1010,0.007,0.011,0.018,0.000,-0.4,0.7,4
22/07/2011,06:00,227,1.3,44.4,0.7,9.9,60.6,0.0,1011,0.015,0.017,0.031,0.000,5.6,5.6,7
22/07/2011,07:00,190,0.6,81.0,0.7,11.3,57.2,0.0,1011,0.026,0.018,0.044,0.001,4.4,1.3,9
22/07/2011,08:00,320,0.8,60.2,0.6,14.9,48.5,0.0,1011,0.016,0.013,0.029,0.000,16.2,5.7,6
22/07/2011,09:00,259,1.8,31.5,0.7,16.7,45.2,0.0,1011,0.003,0.003,0.006,0.000,5.1,3.8,3
22/07/2011,10:00,250,1.9,35.3,0.9,18.5,40.2,0.0,1011,0.002,0.001,0.003,0.000,,,2
22/07/2011,11:00,237,1.6,45.8,1.0,19.9,36.4,0.0,1010,0.002,0.001,0.003,0.000,-0.3,0.8,3
22/07/2011,12:00,204,2.6,49.1,1.7,21.4,33.2,0.0,1008,0.002,0.001,0.003,0.000,3.9,4.7,3
22/07/2011,13:00,191,2.3,37.7,1.3,22.2,32.2,0.0,1008,0.002,0.002,0.004,0.000,7.0,8.5,3
22/07/2011,14:00,189,3.0,29.3,1.4,22.9,31.1,0.0,1007,0.003,0.002,0.004,0.000,12.8,13.5,3
22/07/2011,15:00,197,2.8,19.9,1.3,23.4,30.6,0.0,1007,0.003,0.003,0.006,0.000,-0.6,-1.7,5
22/07/2011,16:00,190,2.1,21.4,0.9,23.1,31.6,0.0,1008,0.003,0.005,0.008,0.000,6.3,6.4,6
22/07/2011,17:00,204,1.2,36.9,0.5,21.5,35.9,0.0,1009,0.006,0.011,0.017,0.000,8.5,3.8,9
22/07/2011,18:00,222,1.8,10.9,0.6,19.8,40.1,0.0,1009,0.004,0.009,0.013,0.000,4.3,0.1,5
22/07/2011,19:00,214,1.9,8.8,0.3,18.0,45.5,0.0,1010,0.003,0.009,0.011,0.000,2.8,2.6,6
22/07/2011,20:00,204,1.9,7.7,0.4,16.8,48.7,0.0,1010,0.002,0.008,0.010,0.000,6.7,6.3,10
22/07/2011,21:00,188,0.9,64.2,0.8,16.0,50.7,0.0,1010,0.001,0.006,0.007,0.000,5.4,5.1,6
22/07/2011,22:00,171,0.7,52.5,0.4,15.4,53.0,0.0,1010,0.004,0.012,0.016,0.000,5.8,6.2,6
22/07/2011,23:00,209,1.5,38.8,0.7,15.3,53.1,0.0,1010,0.002,0.009,0.010,0.000,6.6,6.8,5
23/07/2011,00:00,221,2.6,10.7,0.8,14.7,55.2,0.0,1010,,,,,0.3,2.0,
23/07/2011,01:00,217,2.8,10.2,1.0,14.6,55.5,0.0,1010,0.001,0.001,0.002,0.000,-1.6,1.1,2
23/07/2011,02:00,210,2.5,21.0,1.1,14.1,57.4,0.0,1010,0.001,0.001,0.002,0.000,-0.4,2.1,2
23/07/2011,03:00,199,1.3,40.2,0.6,13.2,60.9,0.0,1010,0.001,0.002,0.003,0.000,1.6,3.7,3
23/07/2011,04:00,189,1.4,23.1,0.4,13.2,61.3,0.0,1010,0.001,0.002,0.003,0.001,3.2,5.4,4
23/07/2011,05:00,164,1.4,16.0,0.3,12.8,63.3,0.0,1010,0.003,0.010,0.012,0.001,5.7,8.0,5
23/07/2011,06:00,166,1.2,22.3,0.3,12.4,64.7,0.0,1011,0.003,0.013,0.015,0.000,-0.3,-0.1,6
23/07/2011,07:00,204,2.1,18.6,0.9,13.6,60.8,0.0,1012,0.002,0.005,0.007,0.001,5.1,5.5,6
23/07/2011,08:00,210,2.7,20.3,1.3,15.5,54.9,0.0,1012,0.002,0.002,0.004,0.001,4.7,5.9,5
23/07/2011,09:00,206,3.5,17.9,1.6,17.4,49.3,0.0,1012,0.002,0.002,0.004,0.001,2.4,3.2,6
23/07/2011,10:00,189,3.3,22.7,1.5,19.6,39.3,0.0,1012,0.003,0.002,0.004,0.001,7.1,8.0,5
23/07/2011,11:00,195,3.6,23.9,1.5,20.7,31.2,0.0,1011,0.002,0.001,0.003,0.001,5.5,5.9,4
23/07/2011,12:00,183,2.9,30.6,1.5,21.4,27.3,0.0,1011,0.002,0.001,0.003,0.000,7.8,9.2,4
23/07/2011,13:00,175,2.9,32.9,1.5,21.9,26.5,0.0,1010,0.002,0.001,0.003,0.000,11.3,12.7,6
23/07/2011,14:00,196,3.0,29.6,1.6,22.4,26.2,0.0,1010,0.002,0.001,0.003,0.000,10.1,11.3,7
23/07/2011,15:00,172,2.6,23.6,1.1,22.4,26.5,0.0,1010,0.002,0.001,0.003,0.000,2.7,2.1,4
