Date,Time,Wind Direction,Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Air Temperature (degC),PM10 (µg/m^3),Visibility-reducing particles (Mm^-1)
15/04/2010,04:00,174,2.7,14.2,0.7,21.0,5.6,8
15/04/2010,05:00,182,2.8,10.2,0.6,21.0,10.0,10
15/04/2010,06:00,192,2.6,18.9,0.5,21.0,11.5,11
15/04/2010,07:00,198,2.8,12.6,0.6,21.4,13.2,10
15/04/2010,08:00,170,2.9,14.6,0.8,23.3,16.2,12
15/04/2010,09:00,151,3.1,14.9,1.1,26.3,17.4,12
15/04/2010,10:00,143,3.3,13.4,1.1,27.3,16.6,13
15/04/2010,11:00,139,3.4,12.4,1.2,27.8,17.2,12
15/04/2010,12:00,140,3.5,12.2,1.2,28.0,16.8,12
15/04/2010,13:00,137,3.6,13.7,1.3,27.9,16.9,11
15/04/2010,14:00,134,3.6,12.6,1.2,28.0,20.4,11
15/04/2010,15:00,130,3.3,13.6,1.2,27.9,22.8,10
15/04/2010,16:00,131,3.2,13.4,1.2,27.3,19.8,11
15/04/2010,17:00,131,3.1,12.1,1.0,25.4,16.5,10
15/04/2010,18:00,131,3.0,11.8,1.0,25.0,18.6,12
15/04/2010,19:00,129,3.1,13.7,1.0,24.9,11.0,11
15/04/2010,20:00,122,3.2,13.9,1.2,24.5,22.1,12
15/04/2010,21:00,129,3.2,13.0,1.1,24.0,13.2,12
15/04/2010,22:00,119,2.5,28.6,0.7,24.1,21.2,11
15/04/2010,23:00,173,2.4,19.7,0.5,23.5,14.7,13
16/04/2010,00:00,162,2.7,14.5,0.7,23.8,10.8,
16/04/2010,01:00,161,2.7,13.8,0.6,23.7,12.9,12
16/04/2010,02:00,179,2.6,17.6,0.5,22.7,17.4,12
16/04/2010,03:00,176,2.6,12.2,0.6,21.8,15.3,11
16/04/2010,04:00,170,2.8,12.1,0.6,22.0,12.8,11
16/04/2010,05:00,170,2.8,12.3,0.6,21.8,13.2,11
16/04/2010,06:00,170,2.7,13.0,0.6,22.0,23.3,14
16/04/2010,07:00,159,3.1,12.0,1.0,23.7,20.0,12
16/04/2010,08:00,153,3.3,12.0,1.0,25.6,26.4,11
16/04/2010,09:00,143,3.4,12.4,1.1,26.9,34.7,12
16/04/2010,10:00,141,3.6,12.0,1.3,27.1,32.6,14
16/04/2010,11:00,142,3.6,11.8,1.4,27.5,27.2,14
16/04/2010,12:00,140,3.7,12.2,1.4,27.9,31.6,14
16/04/2010,13:00,137,3.5,13.7,1.3,28.7,32.1,14
16/04/2010,14:00,136,3.6,11.9,1.4,28.3,34.9,14
16/04/2010,15:00,133,3.5,12.1,1.4,27.3,23.2,10
16/04/2010,16:00,137,3.4,12.1,1.3,26.4,13.5,8
16/04/2010,17:00,135,3.2,11.6,1.1,25.7,16.6,9
16/04/2010,18:00,138,3.4,11.3,1.2,24.5,16.4,9
16/04/2010,19:00,139,3.3,11.0,1.1,24.5,19.7,10
16/04/2010,20:00,141,3.4,11.8,1.2,24.4,18.4,9
16/04/2010,21:00,143,3.6,9.8,1.3,23.8,11.7,8
16/04/2010,22:00,141,3.7,11.0,1.4,23.5,10.4,8
16/04/2010,23:00,143,3.6,10.4,1.2,23.0,13.9,8
17/04/2010,00:00,147,3.3,11.9,1.2,22.5,8.7,
17/04/2010,01:00,143,2.5,36.6,1.1,21.8,14.1,11
17/04/2010,02:00,176,2.7,16.1,0.6,21.1,4.4,7
17/04/2010,03:00,173,2.7,11.4,0.6,21.3,2.9,6
17/04/2010,04:00,165,2.8,16.3,0.8,21.6,4.2,6
17/04/2010,05:00,168,2.9,11.5,0.8,22.0,5.1,6
17/04/2010,06:00,163,2.9,11.6,0.7,22.1,9.4,7
17/04/2010,07:00,155,3.1,11.5,0.9,23.4,11.6,7
17/04/2010,08:00,152,3.3,12.1,1.1,25.3,19.0,9
17/04/2010,09:00,146,3.6,11.5,1.3,26.5,19.9,10
17/04/2010,10:00,141,3.7,11.6,1.5,27.5,18.4,12
17/04/2010,11:00,139,3.7,11.2,1.4,28.0,16.2,11
17/04/2010,12:00,142,3.6,11.7,1.3,28.2,18.5,11
17/04/2010,13:00,136,3.6,13.0,1.4,28.6,16.4,11
17/04/2010,14:00,135,3.6,12.3,1.3,28.4,17.6,10
17/04/2010,15:00,135,3.5,13.0,1.3,27.9,16.5,10
17/04/2010,16:00,131,3.4,12.4,1.4,27.4,13.6,11
17/04/2010,17:00,129,3.2,12.2,1.1,25.9,19.4,11
17/04/2010,18:00,133,3.2,11.8,1.0,25.2,19.3,11
17/04/2010,19:00,133,3.2,11.1,1.0,25.1,18.4,12
17/04/2010,20:00,135,3.3,10.0,1.1,25.0,21.0,12
17/04/2010,21:00,140,3.1,12.4,0.9,24.2,25.1,13
17/04/2010,22:00,139,3.1,13.4,1.2,23.2,8.3,12
17/04/2010,23:00,130,3.0,14.6,1.3,22.6,22.4,13
18/04/2010,00:00,148,2.9,14.3,0.9,22.2,18.9,
18/04/2010,01:00,137,2.9,15.9,1.0,22.5,7.3,11
18/04/2010,02:00,169,2.7,11.6,0.7,22.6,18.6,10
18/04/2010,03:00,174,2.7,12.6,0.5,21.9,7.5,10
18/04/2010,04:00,173,2.7,11.9,0.6,21.7,11.1,9
18/04/2010,05:00,166,2.8,13.0,0.8,21.7,12.3,9
18/04/2010,06:00,161,2.9,13.7,0.8,21.8,9.8,8
18/04/2010,07:00,158,3.0,11.8,0.9,23.1,9.0,9
18/04/2010,08:00,151,3.2,13.0,1.0,24.7,14.9,11
18/04/2010,09:00,144,3.4,13.0,1.3,26.5,20.1,13
18/04/2010,10:00,141,3.5,11.0,1.3,27.2,24.4,14
18/04/2010,11:00,142,3.5,12.4,1.3,28.3,17.7,13
18/04/2010,12:00,140,3.2,16.4,1.3,25.3,25.8,12
18/04/2010,13:00,145,3.4,11.4,1.3,25.8,17.1,11
18/04/2010,14:00,134,3.4,12.1,1.2,26.8,12.8,14
18/04/2010,15:00,130,3.4,13.4,1.3,27.8,11.9,13
18/04/2010,16:00,129,3.4,12.2,1.4,26.5,,12
18/04/2010,17:00,132,3.5,10.7,1.2,25.5,15.2,12
18/04/2010,18:00,133,3.4,11.2,1.3,25.2,16.5,13
18/04/2010,19:00,133,3.5,11.6,1.3,25.2,18.9,13
18/04/2010,20:00,133,3.4,11.7,1.3,25.0,22.2,14
18/04/2010,21:00,134,3.4,10.6,1.2,25.0,20.7,15
18/04/2010,22:00,132,3.4,12.4,1.2,25.1,17.5,14
18/04/2010,23:00,133,3.3,11.6,1.2,25.0,20.1,14
19/04/2010,00:00,132,3.3,12.6,1.1,24.8,15.2,
19/04/2010,01:00,142,3.2,12.0,1.0,24.4,20.2,13
19/04/2010,02:00,147,3.0,17.0,0.9,24.0,10.5,12
19/04/2010,03:00,166,2.8,12.6,0.8,22.9,13.5,10
19/04/2010,04:00,168,2.9,14.6,0.9,22.4,8.6,9
19/04/2010,05:00,158,2.9,19.2,1.1,21.2,10.0,11
19/04/2010,06:00,165,2.8,15.1,0.8,21.2,13.4,9
19/04/2010,07:00,173,2.8,14.8,0.8,21.5,13.3,11
19/04/2010,08:00,153,2.5,26.9,1.0,21.5,13.2,16
19/04/2010,09:00,155,2.9,16.4,0.9,21.2,10.3,14
19/04/2010,10:00,164,2.8,13.1,0.7,22.3,86.7,20
19/04/2010,11:00,156,3.0,13.2,0.8,23.8,13.3,12
19/04/2010,12:00,152,3.1,12.6,1.0,25.1,11.0,12
19/04/2010,13:00,145,3.2,12.2,1.1,25.7,21.3,84
19/04/2010,14:00,145,3.2,9.8,1.1,25.0,15.8,21
19/04/2010,15:00,152,3.1,11.5,0.9,24.8,13.4,12
19/04/2010,16:00,152,3.1,11.9,1.0,24.5,11.6,11
19/04/2010,17:00,163,2.9,12.5,0.8,24.0,11.7,11
19/04/2010,18:00,161,2.8,13.1,0.7,22.6,16.3,10
19/04/2010,19:00,160,2.8,11.2,0.7,22.7,9.0,10
19/04/2010,20:00,162,2.8,12.4,0.6,22.7,9.6,10
19/04/2010,21:00,169,2.7,12.0,0.6,22.3,12.3,11
19/04/2010,22:00,170,2.6,10.8,0.5,22.1,13.2,12
19/04/2010,23:00,170,2.7,11.6,0.6,22.1,11.9,12
20/04/2010,00:00,170,2.9,11.8,0.8,22.0,9.2,
20/04/2010,01:00,164,3.0,10.9,0.8,22.0,8.1,10
20/04/2010,02:00,161,3.2,10.3,0.9,22.2,6.0,8
20/04/2010,03:00,165,3.0,11.7,0.8,22.0,8.3,9
20/04/2010,04:00,170,2.9,11.8,0.8,21.6,8.8,8
20/04/2010,05:00,167,3.0,12.7,1.0,21.8,9.2,9
20/04/2010,06:00,161,3.1,11.4,0.9,21.9,11.3,10
20/04/2010,07:00,156,3.2,10.3,1.0,22.5,15.6,10
20/04/2010,08:00,152,3.3,11.2,1.1,24.1,27.3,68
20/04/2010,09:00,147,3.4,12.4,1.2,26.4,21.6,11
20/04/2010,10:00,145,3.5,12.5,1.2,27.4,20.6,11
20/04/2010,11:00,147,3.5,12.6,1.3,27.8,21.2,12
20/04/2010,12:00,138,3.5,13.3,1.3,29.0,23.8,12
20/04/2010,13:00,137,3.4,11.8,1.3,28.5,21.9,12
20/04/2010,14:00,137,3.5,12.4,1.3,28.1,21.0,12
20/04/2010,15:00,144,3.5,10.9,1.2,28.0,28.2,14
20/04/2010,16:00,139,3.4,10.2,1.2,26.8,27.6,12
20/04/2010,17:00,144,3.0,15.2,1.0,25.2,10.4,9
20/04/2010,18:00,125,2.5,27.0,0.8,23.3,24.8,12
20/04/2010,19:00,157,2.8,15.5,0.9,22.8,20.9,12
20/04/2010,20:00,141,3.3,10.1,1.1,24.0,18.6,11
20/04/2010,21:00,144,3.1,10.6,1.0,24.3,15.9,10
20/04/2010,22:00,146,3.1,10.7,1.0,24.3,17.0,11
20/04/2010,23:00,144,3.2,13.6,1.0,23.0,13.6,10
21/04/2010,00:00,159,2.8,14.4,0.8,22.8,14.4,
21/04/2010,01:00,175,2.7,11.2,0.5,22.4,13.3,11
21/04/2010,02:00,168,2.8,11.8,0.7,22.2,6.9,10
21/04/2010,03:00,168,2.7,13.1,0.7,21.9,6.7,9
21/04/2010,04:00,166,2.8,12.3,0.7,21.8,10.2,9
21/04/2010,05:00,165,2.9,13.2,0.8,22.2,14.2,11
21/04/2010,06:00,161,3.0,11.0,0.8,22.2,13.8,25
21/04/2010,07:00,157,3.2,11.3,1.1,24.1,14.7,14
21/04/2010,08:00,151,3.3,13.1,1.1,25.7,20.1,14
21/04/2010,09:00,143,3.4,11.3,1.2,27.0,23.0,14
21/04/2010,10:00,141,3.6,12.7,1.4,28.1,26.8,16
21/04/2010,11:00,139,3.7,11.4,1.4,28.3,28.7,16
21/04/2010,12:00,142,3.8,11.1,1.5,28.2,25.3,16
21/04/2010,13:00,143,3.7,10.7,1.4,27.5,20.4,15
21/04/2010,14:00,143,3.5,9.9,1.3,27.2,21.1,14
21/04/2010,15:00,145,3.5,12.3,1.2,26.7,25.6,15
21/04/2010,16:00,144,3.2,10.3,1.0,26.3,30.0,14
21/04/2010,17:00,141,3.3,11.6,1.3,25.9,32.3,16
21/04/2010,18:00,139,3.4,12.1,1.3,25.3,17.4,15
21/04/2010,19:00,141,3.3,10.3,1.1,25.0,26.9,15
21/04/2010,20:00,143,3.1,10.2,0.9,25.1,26.9,17
21/04/2010,21:00,147,3.2,10.7,1.0,25.0,16.5,15
21/04/2010,22:00,154,3.1,13.5,1.0,23.6,22.1,13
21/04/2010,23:00,168,2.8,15.7,0.6,23.1,16.7,12
22/04/2010,00:00,168,2.6,14.9,0.6,23.3,17.6,
22/04/2010,01:00,161,2.7,14.9,0.7,23.7,15.4,13
22/04/2010,02:00,176,2.7,14.0,0.6,23.3,14.1,13
22/04/2010,03:00,169,2.9,13.6,0.7,23.0,11.2,12
22/04/2010,04:00,165,3.0,12.5,0.9,23.1,10.6,11
22/04/2010,05:00,163,2.9,13.1,0.8,22.8,13.2,9
22/04/2010,06:00,161,3.0,11.1,0.8,22.4,15.5,9
22/04/2010,07:00,166,2.9,13.1,1.0,23.3,15.5,9
22/04/2010,08:00,166,3.2,12.0,1.0,23.1,18.5,10
22/04/2010,09:00,159,3.2,12.4,1.1,23.2,14.8,6
22/04/2010,10:00,149,3.3,11.9,1.1,23.7,11.6,5
22/04/2010,11:00,142,3.6,11.0,1.2,24.5,5.4,5
22/04/2010,12:00,142,3.5,11.1,1.2,24.5,10.1,9
22/04/2010,13:00,143,3.7,9.6,1.4,26.0,10.2,12
22/04/2010,14:00,141,3.5,10.5,1.2,25.3,16.6,10
22/04/2010,15:00,139,3.4,11.7,1.2,25.0,12.9,9
22/04/2010,16:00,127,3.1,13.6,1.3,23.3,9.4,8
22/04/2010,17:00,133,3.0,13.3,1.0,23.4,9.6,8
22/04/2010,18:00,142,3.2,11.4,1.0,23.8,7.1,7
22/04/2010,19:00,150,3.2,10.5,0.9,23.7,4.1,11
22/04/2010,20:00,149,3.2,9.9,1.0,23.7,6.0,9
22/04/2010,21:00,154,2.9,14.6,0.8,23.5,9.6,9
22/04/2010,22:00,147,3.4,10.9,1.3,22.6,13.8,8
22/04/2010,23:00,152,3.1,11.4,0.9,22.6,9.9,9
23/04/2010,00:00,141,3.2,12.5,1.1,22.5,11.5,
23/04/2010,01:00,146,3.3,10.5,1.1,22.6,6.4,6
23/04/2010,02:00,155,3.0,14.3,0.8,22.4,3.9,6
23/04/2010,03:00,159,3.0,11.9,0.8,22.2,3.0,6
23/04/2010,04:00,157,3.0,11.4,0.9,22.1,4.9,6
23/04/2010,05:00,162,2.9,11.2,0.7,22.1,7.8,7
23/04/2010,06:00,162,2.9,13.1,0.8,22.3,12.9,10
23/04/2010,07:00,158,3.0,11.0,0.8,22.8,16.4,11
23/04/2010,08:00,153,3.0,11.9,0.9,23.3,14.6,8
23/04/2010,09:00,154,3.0,13.7,0.9,23.8,12.1,8
23/04/2010,10:00,144,3.3,10.6,1.1,25.8,14.7,12
23/04/2010,11:00,143,3.6,12.3,1.3,27.5,12.1,13
23/04/2010,12:00,141,3.6,11.5,1.3,28.2,15.1,12
23/04/2010,13:00,137,3.4,12.5,1.3,28.2,18.3,13
23/04/2010,14:00,139,3.5,11.9,1.3,27.9,19.1,13
23/04/2010,15:00,145,3.2,11.9,1.1,24.6,22.4,11
23/04/2010,16:00,140,3.3,10.7,1.1,25.5,17.2,12
23/04/2010,17:00,134,3.3,11.9,1.1,23.8,17.1,11
23/04/2010,18:00,145,3.0,11.9,0.9,23.6,16.9,12
23/04/2010,19:00,141,3.1,10.6,0.9,23.6,12.2,11
23/04/2010,20:00,147,3.0,11.2,0.9,23.4,11.2,12
23/04/2010,21:00,147,3.1,10.9,0.9,23.2,9.3,11
23/04/2010,22:00,154,3.0,11.5,0.8,23.2,7.4,10
23/04/2010,23:00,157,2.8,11.7,0.7,23.1,11.0,10
24/04/2010,00:00,158,2.9,11.4,0.6,22.7,9.0,
24/04/2010,01:00,155,2.7,10.8,0.6,22.9,11.1,11
24/04/2010,02:00,155,2.8,10.9,0.6,22.9,14.6,12
24/04/2010,03:00,158,2.7,11.3,0.6,22.7,11.9,12
24/04/2010,04:00,166,2.6,13.1,0.6,22.5,13.6,12
24/04/2010,05:00,165,2.7,12.2,0.7,22.5,11.4,11
24/04/2010,06:00,167,2.7,13.8,0.7,22.2,15.9,12
24/04/2010,07:00,165,2.9,11.9,0.8,22.8,16.1,11
24/04/2010,08:00,154,3.1,14.3,1.0,24.7,19.8,11
24/04/2010,09:00,147,3.2,11.0,1.0,26.6,18.9,12
24/04/2010,10:00,141,3.4,12.9,1.2,28.2,12.6,11
24/04/2010,11:00,136,3.5,12.3,1.2,28.8,14.0,11
24/04/2010,12:00,133,3.3,13.0,1.1,27.9,16.4,11
24/04/2010,13:00,135,3.3,13.4,1.1,28.8,13.2,11
24/04/2010,14:00,133,3.3,12.9,1.1,29.0,12.2,11
24/04/2010,15:00,135,3.2,13.9,1.1,28.5,12.8,11
24/04/2010,16:00,132,3.0,13.2,1.0,27.6,20.1,11
24/04/2010,17:00,133,2.9,11.5,0.8,25.7,20.9,12
24/04/2010,18:00,138,2.8,10.4,0.6,24.8,23.5,13
24/04/2010,19:00,152,2.6,13.3,0.5,24.5,24.4,13
24/04/2010,20:00,175,2.5,13.2,0.4,23.9,17.1,13
24/04/2010,21:00,178,2.6,10.1,0.5,23.3,11.8,12
24/04/2010,22:00,175,2.5,11.3,0.4,23.0,13.1,12
24/04/2010,23:00,184,2.4,12.4,0.3,22.8,15.4,13
25/04/2010,00:00,180,2.5,11.6,0.4,22.9,17.7,
25/04/2010,01:00,177,2.5,11.7,0.3,23.1,17.9,12
25/04/2010,02:00,179,2.4,15.5,0.4,23.3,16.3,11
25/04/2010,03:00,203,2.4,13.1,0.3,22.8,15.0,11
25/04/2010,04:00,186,2.4,13.1,0.3,22.4,15.9,11
25/04/2010,05:00,172,2.5,14.2,0.6,23.0,15.5,9
25/04/2010,06:00,182,2.5,12.3,0.4,23.0,18.9,10
25/04/2010,07:00,177,2.5,17.1,0.5,23.9,17.5,9
25/04/2010,08:00,148,2.7,13.5,0.6,25.4,18.0,9
25/04/2010,09:00,143,2.8,13.4,0.7,27.2,17.0,10
25/04/2010,10:00,132,3.0,14.0,0.8,28.3,14.9,11
25/04/2010,11:00,139,3.0,12.2,0.8,28.2,12.8,10
25/04/2010,12:00,130,2.9,13.5,0.9,28.3,14.6,11
25/04/2010,13:00,134,3.1,13.0,0.9,29.8,12.1,11
25/04/2010,14:00,129,2.9,15.4,0.9,29.6,11.3,12
25/04/2010,15:00,116,2.7,18.8,0.8,28.4,16.8,11
25/04/2010,16:00,113,2.6,17.9,0.7,27.5,20.5,12
25/04/2010,17:00,121,2.5,17.7,0.5,26.1,21.4,12
25/04/2010,18:00,122,2.3,17.5,0.3,25.6,21.5,12
25/04/2010,19:00,139,2.4,14.9,0.3,25.5,21.4,13
25/04/2010,20:00,164,2.3,19.7,0.3,25.4,20.3,14
25/04/2010,21:00,177,2.3,18.7,0.3,25.1,13.8,15
25/04/2010,22:00,217,2.1,23.7,0.2,24.4,17.8,18
25/04/2010,23:00,226,2.3,13.4,0.3,24.0,17.3,15
26/04/2010,00:00,211,2.4,14.6,0.3,23.8,15.3,
26/04/2010,01:00,215,2.3,13.1,0.2,23.6,15.6,16
26/04/2010,02:00,220,2.4,12.4,0.3,23.1,8.8,15
26/04/2010,03:00,220,2.3,11.7,0.3,22.5,7.4,15
26/04/2010,04:00,219,2.3,14.8,0.2,22.0,3.2,9
26/04/2010,05:00,218,2.3,18.9,0.3,21.8,4.7,9
26/04/2010,06:00,217,2.5,9.9,0.3,21.9,17.0,11
26/04/2010,07:00,181,2.7,14.1,0.7,23.6,30.0,9
26/04/2010,08:00,167,2.7,15.5,0.7,26.2,,8
26/04/2010,09:00,141,3.1,13.5,0.9,28.7,12.3,10
26/04/2010,10:00,136,3.2,11.8,0.9,29.1,,11
26/04/2010,11:00,130,3.1,14.5,1.0,29.6,4.5,11
26/04/2010,12:00,129,3.1,14.2,1.1,29.9,3.2,11
26/04/2010,13:00,129,3.3,12.7,1.0,29.4,6.9,13
26/04/2010,14:00,127,3.3,13.8,1.1,29.0,14.6,17
26/04/2010,15:00,124,3.2,14.4,1.2,27.5,16.9,19
26/04/2010,16:00,125,3.1,14.8,1.2,27.0,28.5,20
26/04/2010,17:00,120,3.0,13.2,1.1,25.6,,19
26/04/2010,18:00,123,3.0,13.2,0.9,24.9,,12
26/04/2010,19:00,124,2.9,13.0,0.9,24.5,10.6,11
26/04/2010,20:00,124,2.8,13.1,0.8,24.2,19.4,12
26/04/2010,21:00,126,2.9,13.0,0.9,24.3,28.0,14
26/04/2010,22:00,130,2.9,13.6,0.8,24.5,22.3,15
26/04/2010,23:00,129,2.7,14.0,0.7,24.4,21.9,16
27/04/2010,00:00,151,2.1,39.8,0.8,24.0,27.4,
27/04/2010,01:00,193,2.2,32.3,0.5,22.8,20.7,15
27/04/2010,02:00,218,2.6,9.6,0.3,22.1,20.1,14
27/04/2010,03:00,206,2.4,13.6,0.3,22.3,23.4,16
27/04/2010,04:00,185,2.5,17.8,0.5,22.5,22.3,17
27/04/2010,05:00,167,2.6,13.4,0.5,22.7,24.3,17
27/04/2010,06:00,168,2.6,15.0,0.6,22.5,30.9,20
27/04/2010,07:00,166,2.5,19.8,0.6,22.6,26.5,18
27/04/2010,08:00,127,2.7,23.0,1.0,25.4,13.8,18
27/04/2010,09:00,,,,,,,15
27/04/2010,10:00,,,,,,,
27/04/2010,11:00,117,3.0,17.5,1.1,28.8,25.1,16
27/04/2010,12:00,111,3.0,18.5,1.1,28.2,38.1,17
27/04/2010,13:00,111,2.9,18.4,1.1,28.5,24.2,15
27/04/2010,14:00,113,3.0,18.6,1.2,28.3,25.9,15
27/04/2010,15:00,113,2.9,19.6,1.0,27.7,33.3,16
27/04/2010,16:00,116,2.9,16.2,0.9,26.3,26.8,14
27/04/2010,17:00,112,2.7,18.1,0.8,25.4,32.0,15
27/04/2010,18:00,106,2.6,16.5,0.7,25.0,19.7,14
27/04/2010,19:00,111,2.6,16.5,0.6,24.9,18.6,14
27/04/2010,20:00,112,2.6,16.2,0.7,25.0,18.1,12
27/04/2010,21:00,113,2.5,15.6,0.6,24.7,15.9,11
27/04/2010,22:00,115,2.4,15.0,0.4,23.9,18.0,11
27/04/2010,23:00,139,1.5,61.1,0.7,23.1,21.1,10
28/04/2010,00:00,229,2.5,11.7,0.3,21.4,36.2,
28/04/2010,01:00,226,2.5,8.7,0.3,20.9,22.2,11
28/04/2010,02:00,226,2.5,10.3,0.3,20.4,20.6,12
28/04/2010,03:00,228,2.4,11.4,0.3,20.3,23.6,14
28/04/2010,04:00,227,2.4,13.4,0.3,20.3,26.2,24
28/04/2010,05:00,209,2.4,16.0,0.3,20.3,24.8,18
28/04/2010,06:00,207,2.4,17.8,0.3,20.4,104.0,27
28/04/2010,07:00,214,2.4,18.0,0.4,21.2,98.8,28
28/04/2010,08:00,206,2.3,29.8,0.6,22.4,82.4,23
28/04/2010,09:00,188,2.5,22.5,0.5,23.7,71.0,21
28/04/2010,10:00,158,2.6,20.5,0.7,26.2,70.0,20
28/04/2010,11:00,140,2.7,18.7,0.7,26.4,53.6,13
28/04/2010,12:00,139,2.8,15.3,0.8,27.1,55.9,15
28/04/2010,13:00,139,2.8,16.3,0.8,27.4,15.9,10
28/04/2010,14:00,129,2.7,16.7,0.7,27.1,26.7,12
28/04/2010,15:00,130,2.5,20.0,0.6,27.2,53.4,14
28/04/2010,16:00,129,2.7,12.8,0.6,25.5,17.5,9
28/04/2010,17:00,132,2.5,12.3,0.5,24.4,16.1,8
28/04/2010,18:00,131,2.3,18.2,0.3,23.8,21.1,11
28/04/2010,19:00,146,2.4,15.1,0.4,23.4,22.1,12
28/04/2010,20:00,176,2.3,21.0,0.3,22.8,31.0,13
28/04/2010,21:00,172,2.3,22.9,0.3,22.1,49.3,14
28/04/2010,22:00,185,2.3,15.9,0.3,22.0,30.4,14
28/04/2010,23:00,180,2.3,19.7,0.3,21.8,29.4,13
29/04/2010,00:00,193,2.4,21.6,0.3,21.1,25.6,
29/04/2010,01:00,210,2.6,8.9,0.4,20.8,14.8,9
29/04/2010,02:00,204,2.0,35.9,0.5,20.6,13.4,9
29/04/2010,03:00,203,2.4,15.3,0.3,20.3,21.2,10
29/04/2010,04:00,215,2.5,12.6,0.4,19.9,16.9,10
29/04/2010,05:00,205,2.3,20.6,0.4,19.8,42.5,16
29/04/2010,06:00,203,2.4,15.6,0.4,19.8,76.9,21
29/04/2010,07:00,195,2.7,12.1,0.5,21.2,66.8,16
29/04/2010,08:00,181,2.6,22.4,0.6,24.0,71.7,18
29/04/2010,09:00,150,2.9,14.4,0.8,25.9,59.6,16
29/04/2010,10:00,138,3.1,14.3,0.9,27.7,19.6,10
29/04/2010,11:00,138,3.2,14.8,1.1,28.5,42.2,12
29/04/2010,12:00,130,3.1,15.7,1.1,28.9,33.9,9
29/04/2010,13:00,140,3.2,13.9,1.1,28.5,29.9,9
29/04/2010,14:00,136,3.2,13.1,0.9,27.8,47.1,11
29/04/2010,15:00,135,3.2,14.2,1.1,27.8,71.7,15
29/04/2010,16:00,138,3.0,13.7,0.9,27.2,18.2,7
29/04/2010,17:00,137,2.7,12.9,0.7,25.4,17.5,8
29/04/2010,18:00,150,2.5,12.1,0.4,24.2,18.1,9
29/04/2010,19:00,156,2.5,13.2,0.4,23.7,19.5,9
29/04/2010,20:00,166,2.5,16.1,0.4,23.1,18.3,9
29/04/2010,21:00,183,2.4,10.5,0.2,22.2,17.6,11
29/04/2010,22:00,185,2.5,10.3,0.3,21.9,14.6,11
29/04/2010,23:00,206,2.4,16.1,0.2,20.8,10.1,10
30/04/2010,00:00,205,2.4,10.1,0.2,20.3,14.9,
30/04/2010,01:00,207,2.5,13.9,0.3,20.0,11.6,8
30/04/2010,02:00,199,2.5,10.2,0.3,20.1,9.9,8
30/04/2010,03:00,201,2.4,13.0,0.2,20.0,12.2,9
30/04/2010,04:00,213,2.4,13.6,0.2,19.4,10.5,8
30/04/2010,05:00,210,2.4,9.5,0.2,19.1,19.0,11
30/04/2010,06:00,207,2.5,11.2,0.2,19.2,40.2,16
30/04/2010,07:00,174,2.6,16.4,0.5,23.5,61.0,13
30/04/2010,08:00,153,3.0,13.9,0.8,25.8,36.4,10
30/04/2010,09:00,146,3.2,13.2,1.1,27.0,31.4,9
30/04/2010,10:00,139,3.2,13.8,1.1,27.9,20.9,8
30/04/2010,11:00,132,3.3,13.6,1.0,28.3,18.4,8
30/04/2010,12:00,138,3.3,14.0,1.1,28.4,38.3,10
30/04/2010,13:00,137,3.2,14.7,1.2,28.6,22.2,9
30/04/2010,14:00,137,3.3,15.1,1.1,28.1,23.7,9
30/04/2010,15:00,135,3.2,12.6,1.1,27.6,42.0,10
30/04/2010,16:00,133,3.1,13.2,0.9,26.7,20.7,7
30/04/2010,17:00,136,2.7,13.2,0.7,24.9,24.1,8
30/04/2010,18:00,139,2.5,12.1,0.5,24.1,19.1,8
30/04/2010,19:00,154,2.5,13.4,0.4,23.8,16.4,11
30/04/2010,20:00,182,2.4,14.6,0.3,22.8,19.2,11
30/04/2010,21:00,184,2.4,12.1,0.2,22.3,19.0,13
30/04/2010,22:00,187,2.5,10.7,0.3,21.9,16.4,11
30/04/2010,23:00,189,2.4,14.6,0.3,21.6,12.4,12
01/05/2010,00:00,212,2.4,10.7,0.3,20.3,4.8,
01/05/2010,01:00,212,2.4,8.9,0.2,19.9,11.5,12
01/05/2010,02:00,207,2.5,8.8,0.3,19.6,10.5,11
01/05/2010,03:00,210,2.5,8.3,0.2,19.3,4.8,9
01/05/2010,04:00,209,2.5,10.1,0.3,19.2,10.6,9
01/05/2010,05:00,192,2.5,14.8,0.3,19.3,15.0,9
01/05/2010,06:00,179,2.4,12.2,0.4,19.9,26.1,10
01/05/2010,07:00,171,2.6,12.4,0.5,21.8,35.3,11
01/05/2010,08:00,155,2.9,14.0,0.8,25.2,22.9,10
01/05/2010,09:00,143,3.3,11.7,1.1,26.9,28.8,11
01/05/2010,10:00,136,3.3,13.3,1.2,28.1,16.0,11
01/05/2010,11:00,136,3.4,14.7,1.2,28.3,19.9,11
01/05/2010,12:00,140,3.4,13.3,1.3,28.3,5.3,10
01/05/2010,13:00,133,3.0,17.2,1.1,22.8,17.4,10
01/05/2010,14:00,138,3.0,11.8,1.0,25.0,19.4,10
01/05/2010,15:00,133,3.2,13.4,1.2,27.4,,9
01/05/2010,16:00,133,3.1,11.6,0.9,26.8,16.2,8
01/05/2010,17:00,131,2.9,10.9,0.8,25.0,17.6,8
01/05/2010,18:00,134,2.8,11.5,0.7,24.3,15.7,9
