Date,Time,Wind Direction,Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC)
03/07/2010,08:00,173,0.8,36.5,0.6,14.6
03/07/2010,09:00,210,2.9,20.0,1.3,15.6
03/07/2010,10:00,212,3.5,17.7,1.0,16.1
03/07/2010,11:00,205,3.4,21.4,1.2,17.5
03/07/2010,12:00,222,3.2,26.0,1.3,18.9
03/07/2010,13:00,220,2.2,30.0,0.9,19.9
03/07/2010,14:00,210,1.9,47.4,1.1,20.9
03/07/2010,15:00,157,1.7,36.4,0.9,20.6
03/07/2010,16:00,162,1.9,32.9,0.9,19.6
03/07/2010,17:00,136,0.9,37.4,0.8,16.7
03/07/2010,18:00,125,0.6,29.2,0.6,14.1
03/07/2010,19:00,141,0.7,34.1,0.6,11.8
03/07/2010,20:00,167,1.7,33.6,1.1,12.8
03/07/2010,21:00,155,2.0,45.7,1.4,13.4
03/07/2010,22:00,160,1.1,40.4,0.8,11.9
03/07/2010,23:00,149,0.8,49.1,0.6,10.4
04/07/2010,00:00,117,0.9,33.4,0.5,8.4
04/07/2010,01:00,143,0.9,32.2,0.6,7.7
04/07/2010,02:00,117,0.7,22.2,0.5,6.4
04/07/2010,03:00,137,0.9,19.7,0.4,5.8
04/07/2010,04:00,141,0.9,43.6,0.5,5.6
04/07/2010,05:00,104,0.8,17.0,0.4,5.6
04/07/2010,06:00,107,0.4,29.4,0.4,4.6
04/07/2010,07:00,135,0.6,38.8,0.4,6.6
04/07/2010,08:00,118,1.2,41.5,0.8,10.5
04/07/2010,09:00,172,1.7,39.6,1.0,13.0
04/07/2010,10:00,176,2.2,33.1,1.0,15.7
04/07/2010,11:00,169,2.4,37.9,1.0,17.7
04/07/2010,12:00,105,2.3,52.0,1.7,19.9
04/07/2010,13:00,77,4.1,27.7,1.7,20.9
04/07/2010,14:00,72,3.9,25.8,1.5,20.6
04/07/2010,15:00,69,3.6,21.2,1.0,20.2
04/07/2010,16:00,62,3.5,11.5,0.9,19.0
04/07/2010,17:00,91,0.8,17.4,0.7,16.2
04/07/2010,18:00,169,0.2,37.5,0.3,12.9
04/07/2010,19:00,,0.0,12.8,0.0,11.4
04/07/2010,20:00,222,0.1,84.3,0.2,10.3
04/07/2010,21:00,175,0.1,63.0,0.2,9.5
04/07/2010,22:00,176,0.4,41.0,0.5,9.3
04/07/2010,23:00,155,0.8,34.3,0.5,9.7
05/07/2010,00:00,166,0.4,45.0,0.6,10.4
05/07/2010,01:00,178,0.9,18.5,0.4,9.3
05/07/2010,02:00,190,0.9,17.9,0.6,8.8
05/07/2010,03:00,122,0.6,19.8,0.4,8.7
05/07/2010,04:00,144,1.2,23.2,0.5,9.7
05/07/2010,05:00,153,0.6,43.5,0.5,8.5
05/07/2010,06:00,184,0.7,56.7,0.4,8.7
05/07/2010,07:00,216,0.4,47.5,0.5,10.0
05/07/2010,08:00,180,1.3,33.1,0.8,14.2
05/07/2010,09:00,185,1.5,39.9,1.0,17.0
05/07/2010,10:00,148,1.3,52.0,1.0,19.3
05/07/2010,11:00,79,3.4,28.7,1.3,21.4
05/07/2010,12:00,68,4.1,24.8,1.6,22.4
05/07/2010,13:00,70,5.0,19.6,1.3,21.4
05/07/2010,14:00,65,5.0,12.8,1.0,20.7
05/07/2010,15:00,75,4.9,14.5,1.2,20.3
05/07/2010,16:00,70,5.3,11.2,1.2,19.0
05/07/2010,17:00,88,1.9,45.9,1.9,17.9
05/07/2010,18:00,168,0.5,50.1,0.5,16.5
05/07/2010,19:00,183,0.5,88.4,0.6,15.1
05/07/2010,20:00,194,1.2,23.2,0.4,14.5
05/07/2010,21:00,196,0.6,37.1,0.5,12.8
05/07/2010,22:00,146,0.1,73.3,0.3,11.4
05/07/2010,23:00,211,1.2,6.2,0.4,10.9
06/07/2010,00:00,203,1.1,4.4,0.4,10.7
06/07/2010,01:00,205,0.4,6.6,0.5,9.7
06/07/2010,02:00,207,0.5,15.6,0.4,9.4
06/07/2010,03:00,163,0.3,19.1,0.4,9.1
06/07/2010,04:00,171,0.3,38.0,0.3,9.0
06/07/2010,05:00,192,0.5,37.0,0.6,9.1
06/07/2010,06:00,174,0.5,14.3,0.4,8.9
06/07/2010,07:00,210,0.6,14.6,0.6,10.6
06/07/2010,08:00,155,1.0,53.6,0.8,16.0
06/07/2010,09:00,148,1.4,40.0,0.7,18.4
06/07/2010,10:00,97,0.8,68.2,0.9,20.8
06/07/2010,11:00,69,1.9,44.6,1.0,21.9
06/07/2010,12:00,28,1.4,24.4,0.7,21.8
06/07/2010,13:00,63,1.5,21.9,0.9,21.1
06/07/2010,14:00,25,1.2,21.3,0.4,20.6
06/07/2010,15:00,37,0.9,23.2,0.6,21.0
06/07/2010,16:00,29,1.2,168.1,0.8,20.7
06/07/2010,17:00,44,0.5,151.2,0.4,18.4
06/07/2010,18:00,114,0.2,71.4,0.3,15.5
06/07/2010,19:00,67,0.1,71.2,0.2,13.8
06/07/2010,20:00,216,0.1,84.2,0.1,13.0
06/07/2010,21:00,70,0.1,60.8,0.3,12.1
06/07/2010,22:00,55,0.1,9.5,0.2,12.1
06/07/2010,23:00,95,0.1,79.9,0.3,12.2
07/07/2010,00:00,91,0.1,43.2,0.2,12.4
07/07/2010,01:00,62,0.1,7.0,0.1,12.8
07/07/2010,02:00,171,0.1,77.5,0.4,13.5
07/07/2010,03:00,99,0.2,58.4,0.3,14.2
07/07/2010,04:00,157,0.2,61.0,0.4,13.8
07/07/2010,05:00,98,0.3,49.1,0.5,12.8
07/07/2010,06:00,189,0.1,89.1,0.3,12.0
07/07/2010,07:00,89,0.1,63.0,0.1,12.8
07/07/2010,08:00,148,0.9,42.0,0.8,16.4
07/07/2010,09:00,152,1.4,38.3,0.8,18.6
07/07/2010,10:00,135,1.2,52.9,0.8,19.8
07/07/2010,11:00,210,1.1,67.2,0.9,20.7
07/07/2010,12:00,230,1.1,74.1,1.1,21.6
07/07/2010,13:00,223,0.9,66.9,1.0,22.1
07/07/2010,14:00,79,1.7,39.8,0.7,21.7
07/07/2010,15:00,108,1.3,46.6,0.8,20.6
07/07/2010,16:00,108,1.5,32.4,0.8,19.6
07/07/2010,17:00,106,1.8,37.3,1.0,18.3
07/07/2010,18:00,157,1.7,33.7,0.9,16.9
07/07/2010,19:00,139,1.3,44.2,0.9,15.2
07/07/2010,20:00,144,1.0,45.8,0.7,14.1
07/07/2010,21:00,153,1.3,37.0,0.8,13.2
07/07/2010,22:00,158,1.3,41.9,0.7,12.5
07/07/2010,23:00,165,1.3,34.7,0.8,12.2
08/07/2010,00:00,164,0.8,36.1,0.6,12.3
08/07/2010,01:00,165,0.9,34.7,0.6,11.7
08/07/2010,02:00,135,0.6,39.7,0.6,10.6
08/07/2010,03:00,153,0.5,36.5,0.6,10.4
08/07/2010,04:00,135,0.5,41.8,0.4,10.3
08/07/2010,05:00,117,0.2,49.4,0.3,10.5
08/07/2010,06:00,100,0.5,39.1,0.5,10.6
08/07/2010,07:00,149,0.2,61.7,0.5,10.6
08/07/2010,08:00,120,0.8,56.9,1.0,10.7
08/07/2010,09:00,149,1.6,43.0,0.8,10.8
08/07/2010,10:00,186,1.1,39.9,0.6,10.7
08/07/2010,11:00,104,0.5,47.0,0.5,11.0
08/07/2010,12:00,172,0.8,32.6,0.7,11.9
08/07/2010,13:00,181,0.9,41.6,0.6,12.4
08/07/2010,14:00,199,0.5,49.3,0.7,12.7
08/07/2010,15:00,143,0.4,37.8,0.5,12.8
08/07/2010,16:00,119,0.4,28.8,0.5,12.9
08/07/2010,17:00,180,0.1,66.4,0.3,12.9
08/07/2010,18:00,88,0.1,30.6,0.2,12.8
08/07/2010,19:00,,0.0,18.1,0.0,12.8
08/07/2010,20:00,,0.0,8.8,0.1,12.8
08/07/2010,21:00,133,0.1,22.9,0.2,12.8
08/07/2010,22:00,192,0.2,38.6,0.4,12.8
08/07/2010,23:00,130,0.1,45.3,0.1,12.7
09/07/2010,00:00,183,0.1,66.4,0.2,12.7
09/07/2010,01:00,264,0.1,12.3,0.3,12.7
09/07/2010,02:00,,0.0,118.3,0.2,12.7
09/07/2010,03:00,,0.0,0.1,0.0,11.8
09/07/2010,04:00,179,0.1,65.2,0.2,10.5
09/07/2010,05:00,184,0.1,64.5,0.1,9.5
09/07/2010,06:00,,0.0,40.4,0.0,9.0
09/07/2010,07:00,,0.0,9.4,0.0,10.3
09/07/2010,08:00,177,0.4,90.4,0.8,14.5
09/07/2010,09:00,166,2.5,33.4,1.4,17.0
09/07/2010,10:00,167,2.9,34.2,1.4,18.5
09/07/2010,11:00,149,2.6,40.8,1.3,19.3
09/07/2010,12:00,172,2.5,37.4,1.4,19.9
09/07/2010,13:00,167,2.6,35.2,1.3,20.3
09/07/2010,14:00,125,2.2,38.8,1.3,20.7
09/07/2010,15:00,120,1.5,38.4,1.0,20.0
09/07/2010,16:00,147,1.1,32.9,1.1,20.3
09/07/2010,17:00,150,0.1,53.2,0.3,17.7
09/07/2010,18:00,200,0.1,88.0,0.3,14.9
09/07/2010,19:00,,0.0,49.9,0.2,12.6
09/07/2010,20:00,181,0.1,41.4,0.3,11.5
09/07/2010,21:00,157,0.7,30.8,0.7,12.2
09/07/2010,22:00,139,1.4,36.3,1.1,15.3
09/07/2010,23:00,190,1.2,16.6,0.4,12.4
10/07/2010,00:00,198,1.3,10.8,0.3,11.2
10/07/2010,01:00,205,0.8,19.8,0.5,11.2
10/07/2010,02:00,329,0.2,138.4,0.3,9.8
10/07/2010,03:00,320,0.6,17.9,0.4,9.6
10/07/2010,04:00,293,0.4,64.4,0.5,10.2
10/07/2010,05:00,177,0.4,76.3,0.7,11.7
10/07/2010,06:00,291,0.5,48.3,0.4,11.0
10/07/2010,07:00,311,0.2,40.5,0.3,12.8
10/07/2010,08:00,133,0.8,84.0,1.1,16.4
10/07/2010,09:00,145,1.7,42.6,1.2,18.4
10/07/2010,10:00,94,3.8,30.1,2.0,21.0
10/07/2010,11:00,96,5.4,27.0,2.5,21.9
10/07/2010,12:00,89,6.5,22.5,2.3,21.8
10/07/2010,13:00,90,5.4,21.6,1.9,22.4
10/07/2010,14:00,80,6.2,18.0,1.9,22.3
10/07/2010,15:00,92,4.5,24.4,1.7,21.9
10/07/2010,16:00,84,4.1,19.1,1.6,20.7
10/07/2010,17:00,94,1.4,27.6,0.9,18.6
10/07/2010,18:00,121,1.4,42.6,1.0,18.2
10/07/2010,19:00,163,1.4,31.4,0.8,17.3
10/07/2010,20:00,165,1.0,37.8,0.7,16.6
10/07/2010,21:00,186,1.2,24.6,0.7,15.5
10/07/2010,22:00,207,0.2,78.0,0.6,13.3
10/07/2010,23:00,245,0.9,17.9,0.4,12.4
11/07/2010,00:00,265,0.3,26.0,0.4,11.4
11/07/2010,01:00,212,0.6,13.9,0.5,10.3
11/07/2010,02:00,198,1.0,9.1,0.3,10.0
11/07/2010,03:00,163,0.3,93.3,0.5,8.7
11/07/2010,04:00,160,0.3,72.7,0.5,7.9
11/07/2010,05:00,,0.0,53.9,0.1,7.6
11/07/2010,06:00,179,0.2,116.7,0.3,7.4
11/07/2010,07:00,114,0.3,68.0,0.6,10.3
11/07/2010,08:00,139,0.9,60.0,0.8,15.5
11/07/2010,09:00,154,1.7,37.7,0.9,17.9
11/07/2010,10:00,137,1.5,52.2,1.1,20.4
11/07/2010,11:00,94,3.0,35.7,1.5,22.1
11/07/2010,12:00,80,3.1,38.4,1.4,22.3
11/07/2010,13:00,70,4.7,17.6,1.3,22.7
11/07/2010,14:00,70,4.2,19.5,1.2,22.6
11/07/2010,15:00,70,3.9,14.2,0.9,22.1
11/07/2010,16:00,73,3.6,12.9,1.0,20.6
11/07/2010,17:00,78,2.4,19.5,1.2,18.3
11/07/2010,18:00,101,1.2,22.5,0.7,16.8
11/07/2010,19:00,117,1.0,36.0,0.8,16.3
11/07/2010,20:00,132,0.6,30.7,0.6,15.4
11/07/2010,21:00,184,0.7,29.7,0.4,14.4
11/07/2010,22:00,188,0.8,16.7,0.4,13.2
11/07/2010,23:00,207,0.5,17.0,0.4,12.0
12/07/2010,00:00,215,0.4,41.3,0.4,10.7
12/07/2010,01:00,203,0.5,12.4,0.4,10.1
12/07/2010,02:00,195,0.8,10.6,0.5,9.6
12/07/2010,03:00,198,0.6,18.8,0.6,9.8
12/07/2010,04:00,183,0.2,5.5,0.4,10.0
12/07/2010,05:00,204,0.4,39.8,0.5,11.1
12/07/2010,06:00,197,0.8,11.0,0.5,11.4
12/07/2010,07:00,207,1.0,29.9,0.6,13.1
12/07/2010,08:00,166,1.0,38.2,0.7,14.8
12/07/2010,09:00,156,1.3,34.0,0.7,17.0
12/07/2010,10:00,109,1.2,63.2,1.1,20.4
12/07/2010,11:00,93,2.5,33.4,1.3,21.7
12/07/2010,12:00,65,4.5,11.9,1.1,21.3
12/07/2010,13:00,64,4.3,15.1,1.0,21.8
12/07/2010,14:00,67,4.1,13.9,1.1,21.7
12/07/2010,15:00,71,3.7,14.7,0.9,21.0
12/07/2010,16:00,68,3.5,12.4,0.8,20.0
12/07/2010,17:00,84,1.4,24.2,0.9,18.8
12/07/2010,18:00,92,1.1,31.6,0.7,18.5
12/07/2010,19:00,104,1.1,38.8,0.8,18.2
12/07/2010,20:00,94,1.9,21.3,0.8,18.2
12/07/2010,21:00,96,1.9,19.2,0.8,18.0
12/07/2010,22:00,111,0.8,36.1,0.8,17.6
12/07/2010,23:00,174,0.2,25.3,0.4,16.3
13/07/2010,00:00,173,1.0,13.4,0.4,14.4
13/07/2010,01:00,186,0.9,12.0,0.4,12.7
13/07/2010,02:00,199,0.3,76.4,0.4,11.2
13/07/2010,03:00,184,0.1,69.2,0.1,10.1
13/07/2010,04:00,184,0.1,64.4,0.1,9.6
13/07/2010,05:00,,0.0,2.1,0.0,9.4
13/07/2010,06:00,185,0.2,23.7,0.2,9.1
13/07/2010,07:00,,0.0,25.6,0.1,11.1
13/07/2010,08:00,172,0.7,20.6,0.6,14.9
13/07/2010,09:00,180,1.0,19.0,0.6,17.8
13/07/2010,10:00,160,1.1,48.8,0.9,19.9
13/07/2010,11:00,64,2.5,57.3,1.7,21.9
13/07/2010,12:00,72,4.4,18.7,1.1,21.7
13/07/2010,13:00,73,4.2,20.7,1.3,22.9
13/07/2010,14:00,72,3.8,18.3,1.1,21.9
13/07/2010,15:00,72,4.3,14.9,1.0,21.4
13/07/2010,16:00,69,3.7,11.9,0.7,20.7
13/07/2010,17:00,71,2.9,12.5,0.8,18.6
13/07/2010,18:00,77,0.2,89.5,0.7,16.9
13/07/2010,19:00,79,1.7,30.7,1.4,17.3
13/07/2010,20:00,126,0.2,126.7,0.4,16.9
13/07/2010,21:00,149,0.1,64.0,0.4,16.9
13/07/2010,22:00,172,0.7,66.9,0.6,16.7
13/07/2010,23:00,190,0.7,22.9,0.5,16.5
14/07/2010,00:00,198,0.2,97.6,0.5,15.7
14/07/2010,01:00,,0.0,66.9,0.3,13.7
14/07/2010,02:00,,0.0,1.7,0.0,12.7
14/07/2010,03:00,,0.0,0.1,0.0,12.3
14/07/2010,04:00,186,0.1,77.1,0.2,11.9
14/07/2010,05:00,,0.0,15.5,0.0,11.8
14/07/2010,06:00,,0.0,30.0,0.1,11.4
14/07/2010,07:00,,0.0,19.6,0.0,12.1
14/07/2010,08:00,16,0.1,107.6,0.3,14.7
14/07/2010,09:00,242,0.4,83.5,0.6,17.5
14/07/2010,10:00,336,1.7,44.2,1.3,21.1
14/07/2010,11:00,312,3.1,23.3,1.1,22.4
14/07/2010,12:00,329,3.3,19.3,1.3,22.5
14/07/2010,13:00,338,2.8,26.3,1.1,23.0
14/07/2010,14:00,330,2.9,25.9,1.2,24.0
14/07/2010,15:00,301,2.4,30.4,1.1,23.9
14/07/2010,16:00,346,2.6,15.1,0.8,22.9
14/07/2010,17:00,339,2.3,21.7,0.7,20.8
14/07/2010,18:00,283,1.7,38.1,0.7,20.0
14/07/2010,19:00,318,0.6,88.5,0.7,18.8
14/07/2010,20:00,200,0.2,24.1,0.4,17.6
14/07/2010,21:00,75,0.1,38.8,0.4,16.9
14/07/2010,22:00,151,0.3,59.2,0.5,16.1
14/07/2010,23:00,133,0.5,41.7,0.6,17.5
15/07/2010,00:00,174,0.3,17.2,0.4,14.6
15/07/2010,01:00,58,0.1,83.1,0.2,13.5
15/07/2010,02:00,189,1.4,27.5,0.9,14.7
15/07/2010,03:00,16,0.1,61.8,0.3,12.9
15/07/2010,04:00,168,0.2,69.5,0.3,9.9
15/07/2010,05:00,74,0.1,23.8,0.2,8.1
15/07/2010,06:00,,0.0,0.1,0.0,6.7
15/07/2010,07:00,,0.0,9.2,0.0,8.6
15/07/2010,08:00,174,0.4,80.1,0.8,14.6
15/07/2010,09:00,203,2.8,23.2,1.3,16.8
15/07/2010,10:00,190,2.3,37.4,1.1,18.6
15/07/2010,11:00,208,3.4,25.9,1.5,20.3
15/07/2010,12:00,223,3.0,29.8,1.3,21.3
15/07/2010,13:00,232,3.4,26.6,1.3,21.9
15/07/2010,14:00,232,3.2,29.1,1.1,22.3
15/07/2010,15:00,223,3.1,27.7,1.3,22.3
15/07/2010,16:00,232,2.6,16.3,1.1,21.0
15/07/2010,17:00,206,0.7,55.4,0.6,16.6
15/07/2010,18:00,77,0.1,92.4,0.5,10.4
15/07/2010,19:00,42,0.8,19.4,0.5,8.2
15/07/2010,20:00,45,0.4,45.9,0.5,6.7
15/07/2010,21:00,99,0.1,93.8,0.5,6.0
15/07/2010,22:00,217,0.1,93.0,0.4,5.0
15/07/2010,23:00,22,0.4,37.6,0.5,4.0
16/07/2010,00:00,147,0.2,93.5,0.5,3.6
16/07/2010,01:00,302,0.1,99.8,0.5,2.9
16/07/2010,02:00,201,0.2,94.2,0.6,2.3
16/07/2010,03:00,235,0.2,58.1,0.4,2.0
16/07/2010,04:00,221,0.2,123.1,0.7,1.6
16/07/2010,05:00,184,0.2,26.6,0.4,1.7
16/07/2010,06:00,208,0.2,41.1,0.4,1.7
16/07/2010,07:00,143,0.1,97.6,0.4,5.2
16/07/2010,08:00,189,1.0,38.9,0.9,12.0
16/07/2010,09:00,169,2.1,33.1,1.0,14.7
16/07/2010,10:00,163,2.5,33.8,1.1,16.0
16/07/2010,11:00,163,1.8,45.4,1.1,17.7
16/07/2010,12:00,116,0.9,70.0,1.1,19.3
16/07/2010,13:00,68,2.2,38.7,1.3,20.0
16/07/2010,14:00,68,3.6,15.8,1.2,20.0
16/07/2010,15:00,60,3.6,14.1,1.0,19.7
16/07/2010,16:00,58,2.8,17.6,0.8,18.4
16/07/2010,17:00,53,0.7,24.9,0.7,15.2
16/07/2010,18:00,34,0.1,37.1,0.3,11.3
16/07/2010,19:00,178,0.1,91.0,0.4,9.5
16/07/2010,20:00,81,0.1,50.2,0.3,8.0
16/07/2010,21:00,171,0.1,62.5,0.2,7.3
16/07/2010,22:00,,0.0,10.6,0.1,6.5
16/07/2010,23:00,,0.0,19.9,0.1,5.6
17/07/2010,00:00,,0.0,6.6,0.0,5.1
17/07/2010,01:00,188,0.1,69.2,0.3,5.2
17/07/2010,02:00,181,0.2,71.2,0.3,5.0
17/07/2010,03:00,182,0.4,53.5,0.5,5.2
17/07/2010,04:00,196,0.6,17.0,0.5,5.3
17/07/2010,05:00,198,0.9,13.6,0.4,5.6
17/07/2010,06:00,192,0.7,41.8,0.4,5.7
17/07/2010,07:00,212,0.5,58.7,0.6,7.9
17/07/2010,08:00,159,1.6,24.2,0.7,13.3
17/07/2010,09:00,164,1.9,25.4,0.8,16.0
17/07/2010,10:00,135,1.6,40.4,0.9,19.0
17/07/2010,11:00,89,3.7,30.2,1.6,21.3
17/07/2010,12:00,77,5.4,17.5,1.8,22.1
17/07/2010,13:00,82,5.7,21.2,1.9,21.8
17/07/2010,14:00,94,4.1,23.4,1.6,20.4
17/07/2010,15:00,89,3.7,21.5,1.4,20.2
17/07/2010,16:00,91,3.0,21.5,1.3,19.5
17/07/2010,17:00,93,1.9,23.4,0.9,17.9
17/07/2010,18:00,112,1.2,28.1,0.7,16.4
17/07/2010,19:00,133,0.8,29.6,0.6,15.3
17/07/2010,20:00,136,0.9,30.1,0.6,15.0
17/07/2010,21:00,176,1.0,22.1,0.4,12.8
17/07/2010,22:00,182,1.2,18.1,0.4,11.1
17/07/2010,23:00,185,1.3,16.5,0.4,10.9
18/07/2010,00:00,162,1.2,27.6,0.6,12.3
18/07/2010,01:00,202,0.7,29.7,0.5,9.5
18/07/2010,02:00,212,1.1,13.6,0.4,8.3
18/07/2010,03:00,205,0.6,34.3,0.5,7.6
18/07/2010,04:00,208,0.7,17.4,0.5,7.4
18/07/2010,05:00,210,0.5,15.5,0.4,7.6
18/07/2010,06:00,225,0.6,22.1,0.5,7.3
18/07/2010,07:00,196,0.4,34.2,0.5,8.2
18/07/2010,08:00,146,1.2,37.3,0.8,13.3
18/07/2010,09:00,159,1.2,35.6,0.9,15.9
18/07/2010,10:00,85,2.2,31.0,1.1,17.9
18/07/2010,11:00,98,2.3,30.4,1.3,18.7
18/07/2010,12:00,122,2.0,37.3,1.1,17.1
18/07/2010,13:00,121,1.5,43.6,1.1,18.2
18/07/2010,14:00,157,0.5,50.5,0.6,18.2
18/07/2010,15:00,188,0.5,30.8,0.5,18.6
18/07/2010,16:00,161,0.8,24.4,0.6,18.8
18/07/2010,17:00,104,1.4,30.6,0.8,17.9
18/07/2010,18:00,186,0.5,52.2,0.5,16.9
18/07/2010,19:00,92,1.4,27.9,0.9,17.2
18/07/2010,20:00,138,0.8,46.5,0.7,16.7
18/07/2010,21:00,104,1.3,34.3,1.0,16.3
18/07/2010,22:00,90,1.6,18.6,0.7,15.6
18/07/2010,23:00,136,0.8,42.1,0.5,15.3
19/07/2010,00:00,193,0.7,27.1,0.5,14.9
19/07/2010,01:00,69,0.1,23.8,0.2,14.2
19/07/2010,02:00,194,0.2,96.8,0.3,13.0
19/07/2010,03:00,195,0.2,46.0,0.3,11.1
19/07/2010,04:00,190,0.2,54.3,0.3,10.7
19/07/2010,05:00,239,0.1,99.5,0.2,12.1
19/07/2010,06:00,187,0.1,69.4,0.1,11.0
19/07/2010,07:00,211,0.1,91.5,0.2,11.7
19/07/2010,08:00,177,1.0,29.7,0.9,16.0
19/07/2010,09:00,184,1.5,27.5,0.6,18.7
19/07/2010,10:00,98,0.9,69.2,0.8,20.8
19/07/2010,11:00,93,0.6,134.0,0.7,21.3
19/07/2010,12:00,54,1.3,63.8,1.1,23.6
19/07/2010,13:00,45,3.4,26.0,1.1,23.5
19/07/2010,14:00,49,4.0,23.0,1.3,22.5
19/07/2010,15:00,24,3.7,19.1,1.2,22.8
19/07/2010,16:00,17,3.3,170.0,1.4,21.2
19/07/2010,17:00,15,1.5,15.8,0.6,19.1
19/07/2010,18:00,351,0.9,41.4,1.0,18.3
19/07/2010,19:00,275,0.3,59.7,0.4,15.9
19/07/2010,20:00,195,1.0,48.7,0.7,14.4
19/07/2010,21:00,116,0.2,87.5,0.5,14.3
19/07/2010,22:00,95,0.1,98.1,0.2,13.0
19/07/2010,23:00,,0.0,28.8,0.1,13.1
20/07/2010,00:00,222,0.5,109.1,0.7,12.1
20/07/2010,01:00,218,1.4,70.0,1.3,13.4
20/07/2010,02:00,234,0.2,67.7,0.5,15.7
20/07/2010,03:00,68,0.2,49.1,0.3,13.9
20/07/2010,04:00,104,0.1,50.0,0.3,12.8
20/07/2010,05:00,187,0.2,46.6,0.4,13.3
20/07/2010,06:00,101,0.1,68.3,0.4,13.9
20/07/2010,07:00,114,0.7,31.8,0.6,14.7
20/07/2010,08:00,156,0.7,36.9,0.8,16.0
20/07/2010,09:00,145,1.6,42.3,1.1,18.9
20/07/2010,10:00,153,2.3,38.0,1.1,20.1
20/07/2010,11:00,179,2.4,40.0,1.3,21.4
20/07/2010,12:00,204,2.1,39.3,1.1,22.1
20/07/2010,13:00,200,1.1,49.3,0.8,22.2
20/07/2010,14:00,158,0.5,57.7,0.6,21.9
20/07/2010,15:00,114,0.5,41.5,0.6,21.5
20/07/2010,16:00,101,1.8,22.7,0.9,20.5
20/07/2010,17:00,108,1.5,25.0,0.7,19.0
20/07/2010,18:00,96,0.4,87.1,0.7,16.9
20/07/2010,19:00,226,0.1,62.0,0.4,13.3
20/07/2010,20:00,51,0.1,4.5,0.2,10.9
20/07/2010,21:00,55,0.2,20.7,0.3,9.6
20/07/2010,22:00,,0.0,44.5,0.1,8.5
20/07/2010,23:00,75,0.1,70.7,0.3,8.5
21/07/2010,00:00,67,0.3,46.7,0.4,8.5
21/07/2010,01:00,63,0.2,32.5,0.4,8.5
21/07/2010,02:00,177,0.1,84.5,0.1,8.0
21/07/2010,03:00,,0.0,21.1,0.1,6.8
21/07/2010,04:00,77,0.6,13.1,0.6,5.8
21/07/2010,05:00,84,0.7,19.2,0.4,6.1
21/07/2010,06:00,94,0.8,28.1,0.5,8.7
21/07/2010,07:00,138,0.5,40.6,0.7,10.1
21/07/2010,08:00,153,1.3,37.2,0.9,13.9
21/07/2010,09:00,187,2.4,31.9,1.1,15.4
21/07/2010,10:00,177,2.1,43.5,1.1,17.4
21/07/2010,11:00,168,2.0,42.5,1.1,18.7
21/07/2010,12:00,194,2.4,46.1,1.3,20.1
21/07/2010,13:00,198,2.7,34.2,1.1,20.5
21/07/2010,14:00,182,2.0,46.8,1.2,20.7
21/07/2010,15:00,145,1.9,39.7,1.0,20.5
21/07/2010,16:00,153,1.5,38.3,0.9,19.7
21/07/2010,17:00,122,0.8,25.8,0.7,16.8
21/07/2010,18:00,159,0.3,44.8,0.4,11.4
21/07/2010,19:00,,0.0,12.9,0.1,7.8
21/07/2010,20:00,243,0.1,94.4,0.1,6.2
21/07/2010,21:00,,0.0,17.9,0.1,4.9
21/07/2010,22:00,,0.0,1.0,0.0,4.3
21/07/2010,23:00,229,0.2,87.3,0.4,3.7
22/07/2010,00:00,218,0.2,81.9,0.3,3.2
22/07/2010,01:00,191,0.3,2.2,0.4,2.9
22/07/2010,02:00,,0.0,85.3,0.4,2.3
22/07/2010,03:00,42,0.1,8.2,0.3,2.1
22/07/2010,04:00,,0.0,15.7,0.1,2.0
22/07/2010,05:00,202,0.5,16.7,0.6,2.3
22/07/2010,06:00,193,0.3,1.1,0.4,2.7
22/07/2010,07:00,195,0.3,24.5,0.5,5.6
22/07/2010,08:00,173,0.3,44.8,0.5,12.0
22/07/2010,09:00,173,1.6,40.8,1.2,15.0
22/07/2010,10:00,138,1.8,43.5,1.0,16.8
22/07/2010,11:00,181,2.5,37.8,1.2,18.7
22/07/2010,12:00,165,2.0,42.5,1.0,19.9
22/07/2010,13:00,172,2.0,43.4,1.3,20.5
22/07/2010,14:00,156,1.6,51.6,1.0,21.3
22/07/2010,15:00,149,1.8,40.3,0.9,21.3
22/07/2010,16:00,159,1.6,34.4,0.9,20.4
22/07/2010,17:00,164,1.3,31.7,0.9,17.9
22/07/2010,18:00,117,0.5,33.5,0.5,14.5
22/07/2010,19:00,117,0.4,34.8,0.5,11.7
22/07/2010,20:00,28,0.2,14.6,0.3,7.2
22/07/2010,21:00,153,0.1,55.1,0.2,5.2
22/07/2010,22:00,168,0.1,20.3,0.2,4.0
22/07/2010,23:00,182,1.2,56.9,0.8,4.2
23/07/2010,00:00,194,1.3,15.2,0.5,5.0
23/07/2010,01:00,188,1.6,10.4,0.4,6.8
23/07/2010,02:00,193,1.3,15.4,0.5,4.5
23/07/2010,03:00,192,1.1,5.9,0.5,2.8
23/07/2010,04:00,161,0.9,26.0,0.7,2.9
23/07/2010,05:00,153,0.5,21.3,0.4,3.9
23/07/2010,06:00,193,0.5,37.1,0.4,2.4
23/07/2010,07:00,187,0.3,88.4,0.5,5.9
23/07/2010,08:00,162,1.4,37.6,1.0,13.1
