Date,Time,Wind Direction,Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Air Temperature (degC)
07/04/2010,04:00,282,3.1,8.8,0.1,7.4
07/04/2010,05:00,278,3.8,5.3,1.0,7.3
07/04/2010,06:00,271,3.6,6.7,0.4,7.7
07/04/2010,07:00,280,3.8,7.2,0.4,9.4
07/04/2010,08:00,277,3.8,11.5,0.5,12.3
07/04/2010,09:00,322,1.7,58.6,0.8,16.4
07/04/2010,10:00,73,2.8,51.4,1.5,18.9
07/04/2010,11:00,61,4.8,33.1,1.4,19.6
07/04/2010,12:00,75,4.7,36.7,1.5,20.2
07/04/2010,13:00,81,4.6,35.4,1.2,20.4
07/04/2010,14:00,64,4.3,35.7,1.1,20.4
07/04/2010,15:00,73,4.5,30.1,1.0,20.0
07/04/2010,16:00,79,4.3,21.1,0.7,19.2
07/04/2010,17:00,90,3.4,18.2,0.5,17.2
07/04/2010,18:00,104,3.4,8.8,0.4,15.0
07/04/2010,19:00,63,2.7,23.0,0.7,13.5
07/04/2010,20:00,137,1.5,81.1,1.0,12.8
07/04/2010,21:00,126,2.4,31.3,0.6,12.1
07/04/2010,22:00,143,3.0,29.2,0.6,11.1
07/04/2010,23:00,225,2.5,46.2,1.0,10.5
08/04/2010,00:00,215,2.4,26.6,0.4,10.4
08/04/2010,01:00,233,2.7,23.4,0.4,10.1
08/04/2010,02:00,262,2.9,23.4,0.7,9.3
08/04/2010,03:00,298,3.2,40.9,1.0,9.0
08/04/2010,04:00,284,4.1,20.9,0.7,8.5
08/04/2010,05:00,262,3.3,14.3,0.5,8.1
08/04/2010,06:00,284,4.0,8.6,0.3,9.1
08/04/2010,07:00,266,3.9,12.8,0.7,11.9
08/04/2010,08:00,269,2.1,45.7,0.7,16.1
08/04/2010,09:00,0,0.5,135.2,0.7,18.6
08/04/2010,10:00,40,1.8,65.3,0.9,20.1
08/04/2010,11:00,17,2.2,64.6,1.1,22.0
08/04/2010,12:00,37,3.2,44.6,1.0,23.2
08/04/2010,13:00,27,3.8,35.8,1.0,24.4
08/04/2010,14:00,36,4.1,31.2,0.9,24.1
08/04/2010,15:00,39,3.8,33.1,0.8,24.0
08/04/2010,16:00,18,2.4,50.4,0.8,23.9
08/04/2010,17:00,23,2.2,36.6,0.5,21.3
08/04/2010,18:00,70,1.9,29.8,0.6,19.3
08/04/2010,19:00,281,0.8,124.1,0.6,18.2
08/04/2010,20:00,279,3.0,5.5,0.4,16.8
08/04/2010,21:00,250,2.4,39.8,0.7,16.1
08/04/2010,22:00,257,3.4,31.6,1.0,16.0
08/04/2010,23:00,274,3.9,18.3,0.8,14.9
09/04/2010,00:00,290,5.3,2.9,0.6,14.9
09/04/2010,01:00,299,4.2,10.2,1.0,14.6
09/04/2010,02:00,292,4.6,7.3,1.2,13.7
09/04/2010,03:00,277,5.9,5.3,0.7,12.6
09/04/2010,04:00,276,4.1,5.2,0.7,11.4
09/04/2010,05:00,233,3.2,33.2,0.9,10.5
09/04/2010,06:00,255,2.0,31.0,0.4,10.4
09/04/2010,07:00,295,3.4,14.8,0.8,12.7
09/04/2010,08:00,292,2.6,75.3,2.0,16.4
09/04/2010,09:00,126,1.7,45.9,0.8,19.4
09/04/2010,10:00,77,1.7,64.5,1.2,20.8
09/04/2010,11:00,32,2.3,53.5,1.2,22.3
09/04/2010,12:00,351,1.8,51.9,1.1,23.2
09/04/2010,13:00,355,2.3,170.1,1.1,23.2
09/04/2010,14:00,36,2.7,36.8,1.2,23.5
09/04/2010,15:00,54,3.4,20.0,1.3,23.5
09/04/2010,16:00,56,3.7,12.5,0.9,22.4
09/04/2010,17:00,66,2.1,10.9,0.8,19.5
09/04/2010,18:00,107,1.2,31.2,1.1,16.0
09/04/2010,19:00,142,2.1,9.1,0.5,15.0
09/04/2010,20:00,145,1.5,12.3,0.4,13.8
09/04/2010,21:00,149,1.8,9.8,1.4,13.3
09/04/2010,22:00,152,2.4,10.4,0.8,13.5
09/04/2010,23:00,276,0.3,133.2,0.5,12.7
10/04/2010,00:00,300,1.4,18.8,0.5,12.2
10/04/2010,01:00,277,2.0,9.9,0.4,12.6
10/04/2010,02:00,260,1.7,13.4,0.5,12.7
10/04/2010,03:00,307,1.5,10.7,0.6,12.3
10/04/2010,04:00,292,0.8,41.2,0.7,12.0
10/04/2010,05:00,255,1.0,10.6,0.6,11.9
10/04/2010,06:00,291,1.0,23.8,0.5,12.2
10/04/2010,07:00,307,1.0,45.2,0.5,13.6
10/04/2010,08:00,281,0.6,41.6,0.5,15.6
10/04/2010,09:00,262,0.7,62.7,0.6,18.0
10/04/2010,10:00,308,1.3,40.3,0.9,20.4
10/04/2010,11:00,285,1.1,73.4,1.1,22.1
10/04/2010,12:00,338,1.4,148.4,1.1,23.9
10/04/2010,13:00,21,2.2,174.9,1.6,24.5
10/04/2010,14:00,29,2.3,36.9,1.1,23.7
10/04/2010,15:00,37,2.8,23.9,1.0,25.1
10/04/2010,16:00,42,2.8,29.2,0.8,24.1
10/04/2010,17:00,52,3.0,8.2,0.9,21.1
10/04/2010,18:00,42,1.4,9.6,0.4,18.2
10/04/2010,19:00,190,0.4,86.8,0.6,16.2
10/04/2010,20:00,287,1.9,24.9,0.9,15.4
10/04/2010,21:00,278,3.0,6.7,0.6,14.4
10/04/2010,22:00,288,3.2,4.9,0.7,13.6
10/04/2010,23:00,284,3.0,4.5,0.6,12.5
11/04/2010,00:00,287,2.2,11.8,1.3,11.6
11/04/2010,01:00,284,2.9,6.5,0.5,11.0
11/04/2010,02:00,289,3.8,6.0,0.8,10.9
11/04/2010,03:00,286,2.8,5.4,0.4,10.5
11/04/2010,04:00,271,2.9,3.5,0.6,9.9
11/04/2010,05:00,288,2.7,9.7,0.6,9.4
11/04/2010,06:00,292,3.3,14.0,0.4,9.8
11/04/2010,07:00,275,2.8,12.5,0.6,12.6
11/04/2010,08:00,271,1.8,26.6,0.6,16.7
11/04/2010,09:00,208,0.2,90.8,0.5,21.0
11/04/2010,10:00,105,1.2,44.0,0.7,22.3
11/04/2010,11:00,132,1.3,66.1,0.9,24.0
11/04/2010,12:00,50,1.3,54.4,0.9,26.1
11/04/2010,13:00,81,1.9,37.1,1.1,26.8
11/04/2010,14:00,36,3.0,32.0,1.2,26.2
11/04/2010,15:00,18,2.3,36.0,1.0,25.3
11/04/2010,16:00,28,2.5,43.8,0.7,22.7
11/04/2010,17:00,38,2.0,41.8,0.7,20.8
11/04/2010,18:00,59,2.4,13.0,0.6,19.7
11/04/2010,19:00,65,1.8,9.1,0.4,18.7
11/04/2010,20:00,80,2.3,9.1,0.6,18.2
11/04/2010,21:00,104,2.0,5.4,0.4,17.4
11/04/2010,22:00,112,1.6,37.7,0.9,16.9
11/04/2010,23:00,133,0.8,26.1,0.6,16.4
12/04/2010,00:00,90,0.5,18.3,0.4,16.1
12/04/2010,01:00,228,0.9,42.2,0.7,15.9
12/04/2010,02:00,275,1.0,19.4,0.6,15.4
12/04/2010,03:00,325,0.3,19.2,0.4,15.1
12/04/2010,04:00,295,0.6,21.1,0.6,14.9
12/04/2010,05:00,351,1.1,27.7,0.5,14.8
12/04/2010,06:00,284,1.7,23.0,0.9,14.8
12/04/2010,07:00,264,5.0,11.4,1.1,15.4
12/04/2010,08:00,283,6.6,9.5,1.1,15.5
12/04/2010,09:00,284,4.8,8.3,0.8,14.5
12/04/2010,10:00,287,4.5,11.6,1.0,15.9
12/04/2010,11:00,297,3.3,12.5,0.8,16.7
12/04/2010,12:00,283,4.2,18.3,1.7,18.0
12/04/2010,13:00,270,6.2,12.4,1.1,18.4
12/04/2010,14:00,288,5.7,9.6,0.9,17.4
12/04/2010,15:00,301,4.7,8.6,1.0,17.2
12/04/2010,16:00,285,4.5,5.9,0.7,16.3
12/04/2010,17:00,260,7.3,7.4,1.2,16.3
12/04/2010,18:00,267,7.1,8.9,1.3,15.5
12/04/2010,19:00,270,5.9,5.6,0.9,14.4
12/04/2010,20:00,277,6.2,7.4,1.2,14.1
12/04/2010,21:00,272,9.9,7.4,2.7,13.3
12/04/2010,22:00,283,6.8,6.3,1.7,12.4
12/04/2010,23:00,284,6.7,4.2,0.8,11.4
13/04/2010,00:00,284,6.5,4.5,0.8,11.3
13/04/2010,01:00,289,6.6,5.4,0.7,11.3
13/04/2010,02:00,285,6.0,6.4,0.6,11.2
13/04/2010,03:00,289,6.2,8.0,0.8,10.9
13/04/2010,04:00,287,4.2,14.7,1.0,10.9
13/04/2010,05:00,271,6.2,9.9,1.7,10.7
13/04/2010,06:00,283,3.4,24.2,2.0,10.5
13/04/2010,07:00,279,2.2,22.9,0.5,10.8
13/04/2010,08:00,306,0.5,78.2,0.8,11.1
13/04/2010,09:00,286,1.1,34.6,1.0,12.0
13/04/2010,10:00,71,0.4,78.5,0.7,13.5
13/04/2010,11:00,22,0.7,158.8,0.7,14.8
13/04/2010,12:00,134,2.2,37.7,1.7,16.2
13/04/2010,13:00,139,5.7,14.9,1.2,17.0
13/04/2010,14:00,131,5.4,15.2,1.2,16.7
13/04/2010,15:00,121,5.4,13.0,1.2,17.1
13/04/2010,16:00,112,3.6,31.5,1.2,16.0
13/04/2010,17:00,50,2.5,10.2,0.6,13.7
13/04/2010,18:00,24,0.8,126.5,1.0,11.2
13/04/2010,19:00,147,0.8,49.0,0.7,9.8
13/04/2010,20:00,197,0.6,72.6,0.6,8.4
13/04/2010,21:00,279,1.0,35.8,1.0,7.1
13/04/2010,22:00,287,3.0,9.8,0.8,6.9
13/04/2010,23:00,283,4.2,11.2,0.9,6.6
14/04/2010,00:00,284,5.0,6.3,1.4,6.1
14/04/2010,01:00,293,2.9,20.4,1.1,5.5
14/04/2010,02:00,280,3.0,25.9,1.1,5.0
14/04/2010,03:00,279,3.2,8.5,0.7,4.6
14/04/2010,04:00,294,3.5,6.5,0.8,4.4
14/04/2010,05:00,291,4.4,5.7,0.8,4.6
14/04/2010,06:00,281,3.9,5.9,0.6,4.8
14/04/2010,07:00,278,4.4,6.2,0.8,6.7
14/04/2010,08:00,276,4.2,9.3,0.8,9.5
14/04/2010,09:00,285,3.2,26.1,1.1,14.7
14/04/2010,10:00,161,5.2,24.7,2.0,17.7
14/04/2010,11:00,140,5.4,24.8,1.6,18.9
14/04/2010,12:00,135,5.3,23.0,1.6,19.7
14/04/2010,13:00,147,4.4,23.5,1.7,19.7
14/04/2010,14:00,140,3.8,27.2,1.4,20.0
14/04/2010,15:00,136,4.2,18.2,1.2,19.8
14/04/2010,16:00,128,4.4,13.3,1.0,19.1
14/04/2010,17:00,137,2.9,6.4,0.5,16.4
14/04/2010,18:00,110,1.6,22.1,0.4,13.2
14/04/2010,19:00,117,2.8,14.1,0.8,13.0
14/04/2010,20:00,70,1.5,13.8,0.6,10.8
14/04/2010,21:00,41,0.2,93.1,0.3,9.0
14/04/2010,22:00,303,0.8,124.3,0.9,8.3
14/04/2010,23:00,279,2.2,21.2,0.7,7.2
15/04/2010,00:00,286,3.0,14.6,0.9,6.9
15/04/2010,01:00,283,3.6,6.2,0.6,6.3
15/04/2010,02:00,282,3.8,6.9,0.5,5.8
15/04/2010,03:00,279,4.0,4.9,0.4,5.5
15/04/2010,04:00,280,3.8,6.4,0.5,5.3
15/04/2010,05:00,286,4.9,3.9,0.5,5.3
15/04/2010,06:00,279,3.6,6.4,0.6,5.9
15/04/2010,07:00,276,4.5,6.9,0.7,8.5
15/04/2010,08:00,281,4.1,8.7,0.7,12.4
15/04/2010,09:00,249,1.2,72.1,1.1,16.3
15/04/2010,10:00,140,1.8,46.2,1.1,18.6
15/04/2010,11:00,106,2.5,32.0,1.4,20.1
15/04/2010,12:00,97,1.9,56.3,1.4,21.1
15/04/2010,13:00,110,3.3,36.4,1.6,21.2
15/04/2010,14:00,116,3.7,37.6,1.5,20.9
15/04/2010,15:00,116,4.5,19.3,1.4,20.6
15/04/2010,16:00,103,3.8,12.5,1.0,19.5
15/04/2010,17:00,120,3.4,10.7,0.8,16.6
15/04/2010,18:00,90,3.2,10.6,0.7,14.1
15/04/2010,19:00,67,2.6,12.1,0.5,12.8
15/04/2010,20:00,41,2.1,13.3,0.7,11.7
15/04/2010,21:00,240,0.2,27.1,0.4,9.2
15/04/2010,22:00,255,1.6,22.2,0.7,7.7
15/04/2010,23:00,291,2.3,12.7,0.7,7.1
16/04/2010,00:00,288,3.8,5.9,0.6,7.3
16/04/2010,01:00,287,4.0,4.2,0.6,6.8
16/04/2010,02:00,284,3.6,5.4,0.5,6.9
16/04/2010,03:00,285,3.9,5.9,0.6,7.2
16/04/2010,04:00,282,3.1,6.0,0.4,6.5
16/04/2010,05:00,283,2.6,12.9,0.8,6.1
16/04/2010,06:00,282,3.4,7.5,0.5,6.3
16/04/2010,07:00,286,3.4,8.9,0.7,8.9
16/04/2010,08:00,266,0.7,84.1,1.1,14.3
16/04/2010,09:00,149,6.5,14.0,1.6,16.6
16/04/2010,10:00,143,7.1,12.3,1.5,17.1
16/04/2010,11:00,129,6.2,13.6,1.5,17.7
16/04/2010,12:00,98,6.1,17.9,1.9,18.0
16/04/2010,13:00,89,5.3,18.2,2.0,16.4
16/04/2010,14:00,85,5.2,14.4,1.4,16.0
16/04/2010,15:00,77,4.1,13.4,1.5,14.9
16/04/2010,16:00,34,1.7,34.1,0.6,14.9
16/04/2010,17:00,28,0.5,81.7,0.5,13.7
16/04/2010,18:00,43,0.7,19.3,0.5,12.0
16/04/2010,19:00,103,1.4,27.9,0.6,12.6
16/04/2010,20:00,224,0.8,54.3,0.3,10.5
16/04/2010,21:00,205,0.5,56.8,0.6,8.7
16/04/2010,22:00,235,0.9,42.2,0.6,7.1
16/04/2010,23:00,278,0.7,28.3,0.9,6.4
17/04/2010,00:00,282,2.2,12.0,1.2,6.4
17/04/2010,01:00,294,4.3,5.1,0.6,6.7
17/04/2010,02:00,293,2.6,26.0,1.3,6.5
17/04/2010,03:00,286,3.5,14.0,1.3,6.1
17/04/2010,04:00,288,2.3,10.5,1.0,5.9
17/04/2010,05:00,283,2.4,11.3,0.7,5.5
17/04/2010,06:00,280,2.6,17.1,0.7,5.8
17/04/2010,07:00,290,2.7,12.1,0.7,9.0
17/04/2010,08:00,172,1.6,77.6,2.2,14.3
17/04/2010,09:00,149,6.6,13.5,1.5,16.8
17/04/2010,10:00,139,7.0,16.6,1.6,18.0
17/04/2010,11:00,141,5.8,21.7,1.5,19.3
17/04/2010,12:00,128,6.0,16.8,1.6,19.8
17/04/2010,13:00,139,5.9,13.7,1.6,19.5
17/04/2010,14:00,118,5.6,17.2,1.4,20.0
17/04/2010,15:00,126,5.2,16.6,1.8,19.6
17/04/2010,16:00,110,4.4,9.3,2.1,17.8
17/04/2010,17:00,98,4.0,10.5,1.1,16.4
17/04/2010,18:00,98,2.2,7.4,0.4,13.5
17/04/2010,19:00,115,1.9,8.9,0.3,12.3
17/04/2010,20:00,141,1.8,17.8,0.7,11.6
17/04/2010,21:00,149,2.5,9.6,0.7,11.7
17/04/2010,22:00,121,2.0,31.1,0.6,11.4
17/04/2010,23:00,93,1.8,12.0,0.4,10.8
18/04/2010,00:00,125,0.9,27.1,0.4,10.1
18/04/2010,01:00,142,0.5,70.2,0.7,9.0
18/04/2010,02:00,46,0.3,56.3,0.4,9.2
18/04/2010,03:00,300,0.2,77.3,0.3,9.8
18/04/2010,04:00,89,1.5,28.0,0.7,10.1
18/04/2010,05:00,168,0.2,116.5,0.4,9.5
18/04/2010,06:00,280,0.3,129.7,0.5,8.8
18/04/2010,07:00,278,0.3,106.7,0.4,13.2
18/04/2010,08:00,162,1.5,49.5,1.6,15.7
18/04/2010,09:00,134,6.4,14.3,1.5,16.9
18/04/2010,10:00,126,6.5,15.0,1.6,17.8
18/04/2010,11:00,107,5.1,25.3,1.4,19.0
18/04/2010,12:00,82,4.9,21.4,1.3,19.4
18/04/2010,13:00,108,5.0,19.4,1.5,19.3
18/04/2010,14:00,111,6.1,17.1,1.5,19.3
18/04/2010,15:00,107,4.4,17.4,1.1,18.2
18/04/2010,16:00,97,4.9,12.4,1.5,16.5
18/04/2010,17:00,87,3.7,9.2,0.8,14.8
18/04/2010,18:00,108,2.8,9.8,0.8,13.5
18/04/2010,19:00,120,1.3,10.4,0.5,12.0
18/04/2010,20:00,335,0.6,65.4,0.5,11.4
18/04/2010,21:00,186,0.9,29.9,0.7,11.5
18/04/2010,22:00,203,1.3,17.5,0.4,9.8
18/04/2010,23:00,281,0.6,17.3,0.6,9.0
19/04/2010,00:00,282,0.8,29.1,0.4,8.4
19/04/2010,01:00,317,0.4,72.3,0.7,8.4
19/04/2010,02:00,149,1.7,35.5,1.2,9.3
19/04/2010,03:00,123,1.5,25.8,0.9,10.2
19/04/2010,04:00,94,1.1,50.6,1.1,10.1
19/04/2010,05:00,173,1.1,37.1,0.9,10.9
19/04/2010,06:00,142,3.6,17.5,1.0,11.3
19/04/2010,07:00,150,4.7,14.0,1.4,12.5
19/04/2010,08:00,149,4.2,11.0,1.1,14.1
19/04/2010,09:00,145,6.3,12.3,1.8,16.1
19/04/2010,10:00,134,8.3,12.7,1.7,17.4
19/04/2010,11:00,123,7.9,13.0,1.7,18.3
19/04/2010,12:00,133,8.6,15.3,1.7,19.4
19/04/2010,13:00,124,8.1,14.7,1.7,19.5
19/04/2010,14:00,123,7.0,15.3,1.6,19.7
19/04/2010,15:00,137,6.9,13.1,1.5,18.8
19/04/2010,16:00,136,6.2,9.9,1.3,17.7
19/04/2010,17:00,127,3.6,11.6,1.2,15.3
19/04/2010,18:00,128,2.7,7.0,0.5,13.6
19/04/2010,19:00,151,4.5,8.6,1.0,13.6
19/04/2010,20:00,146,2.9,12.5,1.0,12.3
19/04/2010,21:00,121,1.4,19.1,0.4,10.8
19/04/2010,22:00,125,1.0,16.4,0.6,10.2
19/04/2010,23:00,185,1.9,15.4,0.6,9.9
20/04/2010,00:00,160,1.4,37.5,1.1,10.6
20/04/2010,01:00,184,1.2,65.5,1.0,10.0
20/04/2010,02:00,259,0.4,62.0,0.4,8.4
20/04/2010,03:00,338,0.6,40.6,0.5,7.9
20/04/2010,04:00,39,0.8,163.0,0.5,9.4
20/04/2010,05:00,33,1.6,159.7,0.4,10.4
20/04/2010,06:00,271,0.6,42.5,0.4,10.4
20/04/2010,07:00,159,1.2,43.1,1.1,11.8
20/04/2010,08:00,155,3.9,16.6,1.3,14.1
20/04/2010,09:00,134,5.6,16.0,1.3,16.2
20/04/2010,10:00,122,5.0,17.4,1.3,17.7
20/04/2010,11:00,105,5.5,14.7,1.3,18.5
20/04/2010,12:00,122,6.2,14.5,1.5,18.6
20/04/2010,13:00,140,8.0,17.7,2.1,18.0
20/04/2010,14:00,152,8.1,12.5,1.5,17.5
20/04/2010,15:00,139,6.5,15.3,1.6,15.8
20/04/2010,16:00,131,4.8,19.1,1.8,13.1
20/04/2010,17:00,159,4.4,23.2,1.2,12.1
20/04/2010,18:00,190,1.8,14.3,0.9,11.7
20/04/2010,19:00,210,0.6,29.2,0.7,11.2
20/04/2010,20:00,175,0.1,69.1,0.2,10.5
20/04/2010,21:00,16,0.1,177.0,0.4,9.7
20/04/2010,22:00,,0.0,30.2,0.0,9.3
20/04/2010,23:00,191,0.8,58.0,0.8,8.8
21/04/2010,00:00,258,0.3,69.1,0.5,8.3
21/04/2010,01:00,329,0.1,137.5,0.1,8.2
21/04/2010,02:00,354,0.1,41.5,0.5,7.7
21/04/2010,03:00,97,0.6,35.5,0.6,8.2
21/04/2010,04:00,107,1.4,18.1,0.5,9.5
21/04/2010,05:00,104,1.3,32.4,0.6,10.2
21/04/2010,06:00,122,1.3,20.0,0.6,10.3
21/04/2010,07:00,142,3.2,20.0,1.0,11.1
21/04/2010,08:00,154,3.7,13.7,1.0,12.8
21/04/2010,09:00,152,6.9,10.4,1.4,13.4
21/04/2010,10:00,141,6.4,12.3,1.4,13.8
21/04/2010,11:00,134,5.6,12.2,1.4,13.4
21/04/2010,12:00,146,5.2,10.0,1.3,12.8
21/04/2010,13:00,137,6.0,12.0,1.3,12.3
21/04/2010,14:00,128,5.9,9.7,1.5,12.3
21/04/2010,15:00,133,4.0,14.2,1.7,12.0
21/04/2010,16:00,158,0.7,116.9,1.0,12.0
21/04/2010,17:00,316,1.4,43.5,0.7,11.4
21/04/2010,18:00,275,1.5,18.6,0.3,11.0
21/04/2010,19:00,268,1.7,13.8,0.3,10.5
21/04/2010,20:00,290,0.8,42.7,0.3,9.9
21/04/2010,21:00,353,0.4,41.9,0.4,9.4
21/04/2010,22:00,289,0.3,20.6,0.0,9.0
21/04/2010,23:00,266,1.3,19.2,0.6,7.9
22/04/2010,00:00,331,1.2,13.2,0.5,7.1
22/04/2010,01:00,298,0.3,23.4,0.2,6.1
22/04/2010,02:00,268,1.8,15.4,0.7,5.7
22/04/2010,03:00,276,1.9,14.4,0.6,5.3
22/04/2010,04:00,279,2.3,6.8,0.6,5.7
22/04/2010,05:00,287,1.3,10.4,0.4,5.5
22/04/2010,06:00,281,1.2,25.2,0.6,5.8
22/04/2010,07:00,270,1.5,24.0,0.3,7.3
22/04/2010,08:00,275,2.1,10.2,0.3,9.7
22/04/2010,09:00,242,1.4,57.5,1.0,14.0
22/04/2010,10:00,136,2.5,36.5,1.3,15.5
22/04/2010,11:00,121,3.1,20.2,0.9,16.5
22/04/2010,12:00,101,3.3,25.8,1.1,17.6
22/04/2010,13:00,113,3.5,30.7,1.6,19.4
22/04/2010,14:00,120,4.7,15.6,1.4,18.3
22/04/2010,15:00,96,5.7,15.6,1.3,18.0
22/04/2010,16:00,91,3.9,9.4,1.0,17.1
22/04/2010,17:00,121,3.0,10.9,0.8,15.3
22/04/2010,18:00,126,1.7,19.7,0.5,13.2
22/04/2010,19:00,164,0.7,8.1,0.7,12.7
22/04/2010,20:00,154,1.2,11.7,1.0,13.4
22/04/2010,21:00,165,2.1,11.3,0.5,13.6
22/04/2010,22:00,92,1.1,42.4,0.4,13.4
22/04/2010,23:00,128,0.4,37.3,0.5,12.1
23/04/2010,00:00,150,0.8,31.7,0.8,11.2
23/04/2010,01:00,77,0.3,107.9,0.7,10.5
23/04/2010,02:00,290,1.6,15.4,0.7,9.4
23/04/2010,03:00,280,1.5,24.0,0.9,8.2
23/04/2010,04:00,282,2.2,10.0,0.7,7.6
23/04/2010,05:00,278,2.4,8.1,0.7,7.4
23/04/2010,06:00,265,2.3,7.2,0.4,7.5
23/04/2010,07:00,287,3.1,7.3,0.5,10.6
23/04/2010,08:00,279,0.7,86.3,0.8,15.7
23/04/2010,09:00,138,1.7,46.8,1.0,19.0
23/04/2010,10:00,121,2.2,46.5,1.1,20.6
23/04/2010,11:00,102,3.0,35.9,1.2,22.2
23/04/2010,12:00,127,2.7,41.5,1.6,22.6
23/04/2010,13:00,124,3.1,27.5,1.4,23.5
23/04/2010,14:00,117,3.3,27.8,1.4,22.7
23/04/2010,15:00,99,3.7,15.9,1.1,22.4
23/04/2010,16:00,103,3.7,25.9,1.2,21.9
23/04/2010,17:00,91,4.2,9.9,0.8,19.4
23/04/2010,18:00,74,2.8,7.3,0.6,17.3
23/04/2010,19:00,73,0.8,108.2,0.9,15.3
23/04/2010,20:00,186,0.7,83.1,0.7,13.8
23/04/2010,21:00,96,0.2,150.2,0.4,12.8
23/04/2010,22:00,270,0.8,6.5,0.8,12.2
23/04/2010,23:00,282,2.3,9.3,0.8,11.3
24/04/2010,00:00,278,2.2,14.8,0.9,11.2
24/04/2010,01:00,278,2.5,7.8,0.5,10.5
24/04/2010,02:00,277,2.8,5.2,0.6,9.8
24/04/2010,03:00,277,3.1,6.7,0.6,9.4
24/04/2010,04:00,275,2.7,6.7,0.5,9.2
24/04/2010,05:00,285,3.0,9.7,0.6,9.6
24/04/2010,06:00,285,3.4,6.1,0.3,10.0
24/04/2010,07:00,283,2.7,14.5,1.0,12.0
24/04/2010,08:00,284,2.0,24.4,0.5,15.7
24/04/2010,09:00,241,1.1,73.8,0.9,18.9
24/04/2010,10:00,108,0.5,101.9,0.8,21.9
24/04/2010,11:00,37,1.1,54.9,1.0,21.5
24/04/2010,12:00,154,1.8,39.2,1.0,21.5
24/04/2010,13:00,140,0.9,73.2,0.8,23.3
24/04/2010,14:00,100,2.2,36.8,1.1,23.9
24/04/2010,15:00,72,6.1,11.3,1.3,21.3
24/04/2010,16:00,67,5.0,10.5,1.1,19.6
24/04/2010,17:00,51,3.8,17.4,1.0,18.0
24/04/2010,18:00,54,2.8,10.2,0.6,16.9
24/04/2010,19:00,100,1.1,34.5,0.4,15.8
24/04/2010,20:00,150,0.9,29.6,0.6,14.5
24/04/2010,21:00,171,1.0,14.2,0.5,13.9
24/04/2010,22:00,154,0.8,20.0,0.5,14.4
24/04/2010,23:00,,0.0,90.4,0.6,14.3
25/04/2010,00:00,318,0.1,106.9,0.3,14.3
25/04/2010,01:00,101,0.2,22.8,0.4,14.0
25/04/2010,02:00,,0.0,0.4,0.0,13.2
25/04/2010,03:00,62,0.8,33.1,0.6,13.8
25/04/2010,04:00,29,0.3,50.4,0.6,13.1
25/04/2010,05:00,25,0.6,158.7,0.5,13.2
25/04/2010,06:00,306,0.1,133.5,0.2,13.1
25/04/2010,07:00,269,1.8,15.9,0.8,13.5
25/04/2010,08:00,277,2.3,22.4,0.8,14.3
25/04/2010,09:00,240,0.9,59.9,0.8,18.2
25/04/2010,10:00,117,0.8,85.2,0.9,22.6
25/04/2010,11:00,44,1.4,55.0,0.9,24.8
25/04/2010,12:00,40,2.5,36.6,1.1,26.8
25/04/2010,13:00,27,2.0,162.8,1.2,27.5
25/04/2010,14:00,298,5.7,28.9,1.6,28.3
25/04/2010,15:00,317,4.1,19.0,1.0,28.2
25/04/2010,16:00,311,2.9,10.7,0.8,26.6
25/04/2010,17:00,296,0.8,30.6,0.7,23.3
25/04/2010,18:00,263,1.9,64.7,1.6,21.4
25/04/2010,19:00,268,7.3,8.9,2.1,22.9
25/04/2010,20:00,267,12.7,7.2,2.1,20.3
25/04/2010,21:00,270,12.0,5.8,2.1,17.9
25/04/2010,22:00,277,11.1,5.4,1.6,16.7
25/04/2010,23:00,278,10.5,5.2,1.3,15.8
26/04/2010,00:00,282,9.8,3.8,1.0,14.7
26/04/2010,01:00,283,8.2,4.9,1.4,13.7
26/04/2010,02:00,280,6.8,5.4,0.8,12.6
26/04/2010,03:00,283,6.6,5.2,1.3,11.8
26/04/2010,04:00,287,4.8,7.3,0.9,10.4
26/04/2010,05:00,286,2.9,13.6,0.9,9.1
26/04/2010,06:00,276,3.6,8.6,0.7,8.8
26/04/2010,07:00,266,2.7,18.4,1.1,11.2
26/04/2010,08:00,283,3.8,8.3,0.6,14.1
26/04/2010,09:00,194,2.7,51.9,2.2,17.8
26/04/2010,10:00,172,5.6,14.5,1.5,19.4
26/04/2010,11:00,152,4.6,24.8,1.7,20.7
26/04/2010,12:00,119,3.5,33.1,1.6,21.8
26/04/2010,13:00,144,2.9,45.3,1.9,22.1
26/04/2010,14:00,137,3.9,27.3,1.4,21.9
26/04/2010,15:00,126,3.7,23.9,1.4,21.5
26/04/2010,16:00,140,4.0,9.6,0.8,20.1
26/04/2010,17:00,142,3.3,4.8,0.6,17.1
26/04/2010,18:00,130,1.6,16.2,0.6,14.0
26/04/2010,19:00,158,1.1,45.7,0.7,11.7
26/04/2010,20:00,155,1.0,120.2,1.3,11.0
26/04/2010,21:00,245,0.6,46.8,0.8,8.9
26/04/2010,22:00,292,2.5,18.0,0.8,7.8
26/04/2010,23:00,273,3.2,13.2,0.8,7.3
27/04/2010,00:00,286,3.7,4.6,0.3,6.6
27/04/2010,01:00,278,3.4,7.0,0.5,6.0
27/04/2010,02:00,284,3.6,6.9,0.7,5.7
27/04/2010,03:00,285,3.7,4.0,0.6,5.3
