Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),PM10 (ug/m^3)
07/04/2010,03:00,189,1.4,18.7,0.4,14.9
07/04/2010,04:00,193,1.6,12.3,0.4,15.7
07/04/2010,05:00,190,1.4,13.4,0.4,16.5
07/04/2010,06:00,199,1.2,17.7,0.3,19.4
07/04/2010,07:00,157,1.2,29.3,0.5,35.9
07/04/2010,08:00,134,2.2,25.3,0.9,33.5
07/04/2010,09:00,105,2.9,21.6,0.9,18.9
07/04/2010,10:00,91,3.8,18.3,1.1,18.2
07/04/2010,11:00,82,4.9,9.4,0.9,15.4
07/04/2010,12:00,79,4.7,11.0,0.8,17.1
07/04/2010,13:00,59,4.0,11.5,0.6,16.5
07/04/2010,14:00,62,4.2,9.8,0.6,16.9
07/04/2010,15:00,71,4.0,15.7,0.7,17.2
07/04/2010,16:00,63,4.6,9.1,0.9,19.7
07/04/2010,17:00,69,4.6,8.9,0.8,15.3
07/04/2010,18:00,84,3.9,10.7,0.7,21.7
07/04/2010,19:00,93,3.1,12.0,0.7,35.0
07/04/2010,20:00,93,3.3,11.0,0.7,27.9
07/04/2010,21:00,124,1.9,26.5,0.6,27.6
07/04/2010,22:00,118,1.4,24.4,0.5,25.8
07/04/2010,23:00,156,1.6,13.1,0.4,26.5
08/04/2010,00:00,155,1.8,10.8,0.4,27.7
08/04/2010,01:00,164,1.4,20.3,0.5,24.9
08/04/2010,02:00,155,2.1,11.7,0.5,34.0
08/04/2010,03:00,168,1.8,19.3,0.6,18.0
08/04/2010,04:00,166,1.7,21.5,0.7,19.7
08/04/2010,05:00,189,1.6,16.3,0.5,14.6
08/04/2010,06:00,180,1.7,21.1,0.6,18.3
08/04/2010,07:00,164,1.8,21.5,0.8,31.8
08/04/2010,08:00,137,2.2,23.2,0.7,27.9
08/04/2010,09:00,120,3.1,24.4,0.9,17.6
08/04/2010,10:00,89,3.7,15.4,1.0,18.1
08/04/2010,11:00,84,4.1,11.1,0.9,12.0
08/04/2010,12:00,73,5.0,9.9,0.7,9.8
08/04/2010,13:00,47,4.5,9.0,0.7,13.2
08/04/2010,14:00,56,4.6,10.7,0.7,20.8
08/04/2010,15:00,60,4.3,9.1,0.7,14.8
08/04/2010,16:00,58,4.1,12.1,0.8,19.3
08/04/2010,17:00,67,4.2,9.0,0.8,14.8
08/04/2010,18:00,62,4.7,7.1,0.7,14.7
08/04/2010,19:00,72,3.8,9.0,0.7,11.5
08/04/2010,20:00,66,3.4,9.2,0.6,11.5
08/04/2010,21:00,78,2.3,12.0,0.6,13.7
08/04/2010,22:00,170,1.5,20.1,0.4,20.5
08/04/2010,23:00,181,1.3,16.2,0.4,10.9
09/04/2010,00:00,174,1.0,16.8,0.3,11.9
09/04/2010,01:00,183,1.2,15.8,0.3,9.1
09/04/2010,02:00,186,1.4,12.5,0.3,9.0
09/04/2010,03:00,184,1.5,11.2,0.4,11.8
09/04/2010,04:00,190,2.0,13.6,0.5,10.8
09/04/2010,05:00,181,2.0,12.1,0.5,11.1
09/04/2010,06:00,175,1.7,15.3,0.4,19.2
09/04/2010,07:00,168,2.0,19.1,0.6,17.9
09/04/2010,08:00,142,2.1,18.9,0.7,18.5
09/04/2010,09:00,102,1.8,28.6,0.6,13.7
09/04/2010,10:00,86,2.0,31.0,0.6,9.5
09/04/2010,11:00,31,2.1,16.8,0.5,8.9
09/04/2010,12:00,34,3.1,9.2,0.6,5.4
09/04/2010,13:00,27,3.7,7.6,0.4,9.5
09/04/2010,14:00,24,4.0,5.8,0.4,9.6
09/04/2010,15:00,31,4.0,7.8,0.5,9.7
09/04/2010,16:00,36,4.1,8.6,0.5,11.6
09/04/2010,17:00,25,4.1,4.4,0.3,12.8
09/04/2010,18:00,26,4.3,4.9,0.3,11.8
09/04/2010,19:00,24,3.7,6.5,0.6,10.5
09/04/2010,20:00,16,3.4,6.1,0.4,12.1
09/04/2010,21:00,13,2.7,9.2,0.4,9.7
09/04/2010,22:00,13,2.6,8.6,0.4,7.3
09/04/2010,23:00,201,0.8,101.4,0.9,18.3
10/04/2010,00:00,196,1.9,8.4,0.5,13.8
10/04/2010,01:00,196,1.4,10.2,0.4,14.4
10/04/2010,02:00,200,1.1,18.8,0.3,23.7
10/04/2010,03:00,202,1.7,9.6,0.4,24.6
10/04/2010,04:00,191,1.9,10.6,0.5,14.3
10/04/2010,05:00,183,1.6,12.2,0.4,15.2
10/04/2010,06:00,164,1.1,19.3,0.4,21.9
10/04/2010,07:00,143,0.2,106.8,0.4,48.8
10/04/2010,08:00,322,1.2,16.7,0.3,21.8
10/04/2010,09:00,332,1.4,14.8,0.4,14.8
10/04/2010,10:00,4,2.0,167.7,0.3,16.2
10/04/2010,11:00,16,2.3,9.3,0.3,12.4
10/04/2010,12:00,356,2.7,12.7,0.4,12.5
10/04/2010,13:00,9,3.5,173.1,0.7,13.8
10/04/2010,14:00,26,4.9,6.2,0.5,9.3
10/04/2010,15:00,32,4.9,6.6,0.5,11.5
10/04/2010,16:00,28,3.9,5.3,0.5,8.4
10/04/2010,17:00,26,3.7,7.3,0.4,10.3
10/04/2010,18:00,11,4.0,176.7,0.4,12.2
10/04/2010,19:00,356,3.4,8.6,0.6,8.2
10/04/2010,20:00,12,1.9,14.8,0.6,7.0
10/04/2010,21:00,10,1.1,179.6,0.6,6.6
10/04/2010,22:00,238,0.2,105.9,0.6,9.7
10/04/2010,23:00,334,2.7,12.1,0.5,8.5
11/04/2010,00:00,236,1.3,38.5,0.5,4.0
11/04/2010,01:00,204,1.7,8.1,0.5,6.7
11/04/2010,02:00,203,0.9,15.1,0.2,7.1
11/04/2010,03:00,173,1.0,24.4,0.4,14.2
11/04/2010,04:00,199,1.4,14.0,0.3,7.4
11/04/2010,05:00,209,1.4,10.5,0.3,12.8
11/04/2010,06:00,197,1.8,17.9,0.4,17.0
11/04/2010,07:00,156,2.1,9.9,0.3,19.8
11/04/2010,08:00,157,0.3,94.5,0.6,22.5
11/04/2010,09:00,343,1.1,27.1,0.3,10.7
11/04/2010,10:00,25,1.8,18.1,0.5,7.8
11/04/2010,11:00,21,2.4,11.6,0.4,8.6
11/04/2010,12:00,18,2.9,9.3,0.5,9.3
11/04/2010,13:00,28,3.3,9.0,0.4,6.7
11/04/2010,14:00,15,3.2,170.2,0.8,11.5
11/04/2010,15:00,11,2.8,164.2,0.7,8.2
11/04/2010,16:00,26,3.3,16.0,0.7,8.1
11/04/2010,17:00,17,3.6,8.7,0.4,8.7
11/04/2010,18:00,4,2.9,9.3,0.5,6.9
11/04/2010,19:00,5,2.2,177.6,0.6,6.2
11/04/2010,20:00,359,2.2,13.6,0.4,7.7
11/04/2010,21:00,349,2.0,15.3,0.4,5.7
11/04/2010,22:00,339,2.0,17.5,0.4,4.0
11/04/2010,23:00,353,2.3,11.5,0.4,5.0
12/04/2010,00:00,344,3.0,9.4,0.4,5.4
12/04/2010,01:00,348,2.7,10.5,0.4,2.9
12/04/2010,02:00,343,1.1,79.1,1.1,5.6
12/04/2010,03:00,206,1.6,9.6,0.4,15.4
12/04/2010,04:00,200,1.3,11.4,0.3,15.0
12/04/2010,05:00,195,1.2,16.5,0.3,16.4
12/04/2010,06:00,204,1.8,8.5,0.4,25.8
12/04/2010,07:00,195,0.9,38.5,0.5,23.8
12/04/2010,08:00,299,1.1,16.9,0.3,10.0
12/04/2010,09:00,340,1.1,27.7,0.5,10.4
12/04/2010,10:00,353,1.5,164.2,0.3,8.8
12/04/2010,11:00,19,1.8,13.7,0.5,8.2
12/04/2010,12:00,5,2.0,173.2,0.5,7.1
12/04/2010,13:00,348,2.1,14.1,0.5,4.2
12/04/2010,14:00,0,2.8,11.7,0.5,8.4
12/04/2010,15:00,11,3.1,176.3,0.4,8.4
12/04/2010,16:00,12,2.6,176.8,0.5,10.1
12/04/2010,17:00,17,2.6,11.8,0.5,7.4
12/04/2010,18:00,8,2.7,177.7,0.6,10.2
12/04/2010,19:00,23,2.7,8.6,0.4,10.6
12/04/2010,20:00,20,3.2,8.8,0.4,10.4
12/04/2010,21:00,359,2.9,9.2,0.4,8.2
12/04/2010,22:00,267,1.3,41.2,0.5,
12/04/2010,23:00,216,1.0,31.0,0.4,10.9
13/04/2010,00:00,216,0.6,47.0,0.4,12.7
13/04/2010,01:00,190,1.1,14.5,0.3,13.4
13/04/2010,02:00,198,1.4,10.7,0.3,11.0
13/04/2010,03:00,167,1.4,19.1,0.4,16.0
13/04/2010,04:00,171,1.7,14.6,0.5,16.4
13/04/2010,05:00,190,1.7,13.2,0.4,10.4
13/04/2010,06:00,203,1.8,10.1,0.4,13.3
13/04/2010,07:00,179,1.5,28.6,0.6,27.1
13/04/2010,08:00,197,2.0,24.4,0.8,21.2
13/04/2010,09:00,196,1.2,46.6,0.7,35.9
13/04/2010,10:00,281,0.9,58.5,0.4,49.9
13/04/2010,11:00,11,2.1,177.5,0.5,14.4
13/04/2010,12:00,17,2.7,7.7,0.4,11.9
13/04/2010,13:00,37,3.8,8.1,0.5,11.1
13/04/2010,14:00,37,4.5,7.5,0.5,7.6
13/04/2010,15:00,26,4.1,7.3,0.5,5.5
13/04/2010,16:00,173,1.2,83.1,1.4,18.4
13/04/2010,17:00,35,0.8,42.3,0.5,11.9
13/04/2010,18:00,117,1.2,35.5,0.5,11.2
13/04/2010,19:00,124,2.9,22.4,1.0,8.1
13/04/2010,20:00,132,3.2,16.0,0.9,11.4
13/04/2010,21:00,133,3.9,15.0,1.1,6.5
13/04/2010,22:00,133,4.3,12.9,1.3,7.9
13/04/2010,23:00,140,2.3,19.2,1.0,5.4
14/04/2010,00:00,173,1.7,23.1,0.6,
14/04/2010,01:00,190,1.4,19.6,0.5,4.5
14/04/2010,02:00,180,1.8,21.9,0.8,6.7
14/04/2010,03:00,190,3.2,12.2,0.9,6.6
14/04/2010,04:00,181,2.4,20.2,1.0,11.0
14/04/2010,05:00,187,2.0,16.3,0.6,9.2
14/04/2010,06:00,194,3.1,8.0,0.6,7.8
14/04/2010,07:00,190,2.8,18.4,0.8,15.4
14/04/2010,08:00,157,2.6,18.0,0.8,14.6
14/04/2010,09:00,130,2.8,26.3,1.3,14.4
14/04/2010,10:00,101,3.9,25.0,1.1,8.7
14/04/2010,11:00,81,4.5,11.0,0.8,12.5
14/04/2010,12:00,70,3.8,16.2,0.8,13.1
14/04/2010,13:00,61,4.4,11.5,0.7,20.3
14/04/2010,14:00,65,4.4,12.9,0.6,25.9
14/04/2010,15:00,53,5.4,9.1,0.9,15.4
14/04/2010,16:00,46,4.8,9.0,0.7,17.1
14/04/2010,17:00,65,4.3,7.7,0.7,15.2
14/04/2010,18:00,91,3.5,13.5,0.9,17.3
14/04/2010,19:00,93,3.9,12.5,0.9,24.9
14/04/2010,20:00,104,2.8,22.4,1.1,22.8
14/04/2010,21:00,140,3.3,12.2,0.7,19.5
14/04/2010,22:00,135,3.7,13.3,0.9,20.0
14/04/2010,23:00,131,3.9,18.3,1.2,16.3
15/04/2010,00:00,126,3.4,20.1,1.0,17.7
15/04/2010,01:00,152,2.8,19.0,1.1,17.4
15/04/2010,02:00,166,2.5,21.8,0.8,17.3
15/04/2010,03:00,171,1.5,20.2,0.5,18.4
15/04/2010,04:00,164,2.2,18.4,0.8,19.6
15/04/2010,05:00,196,2.6,10.4,0.7,15.6
15/04/2010,06:00,197,1.8,13.2,0.5,18.7
15/04/2010,07:00,192,2.1,18.5,0.6,22.1
15/04/2010,08:00,166,2.4,24.3,0.9,24.8
15/04/2010,09:00,135,3.7,20.5,1.1,16.2
15/04/2010,10:00,124,3.8,21.0,1.2,13.1
15/04/2010,11:00,123,3.4,22.0,1.0,13.7
15/04/2010,12:00,78,5.4,15.0,1.5,16.4
15/04/2010,13:00,75,6.5,6.6,0.8,15.7
15/04/2010,14:00,75,6.0,8.4,0.7,19.9
15/04/2010,15:00,72,5.9,8.5,0.8,21.6
15/04/2010,16:00,85,5.9,9.5,1.0,20.4
15/04/2010,17:00,90,5.8,9.9,1.1,22.8
15/04/2010,18:00,89,5.7,9.4,1.0,22.1
15/04/2010,19:00,90,6.1,8.8,1.1,22.1
15/04/2010,20:00,116,4.7,24.8,1.2,23.1
15/04/2010,21:00,126,3.6,19.9,1.1,18.4
15/04/2010,22:00,128,3.5,21.4,1.2,12.2
15/04/2010,23:00,142,2.6,24.2,1.1,13.0
16/04/2010,00:00,162,2.1,17.7,0.7,13.6
16/04/2010,01:00,164,1.8,20.9,0.7,15.6
16/04/2010,02:00,157,2.8,14.8,0.8,12.8
16/04/2010,03:00,156,3.0,13.8,0.9,12.3
16/04/2010,04:00,156,3.4,12.9,0.9,11.6
16/04/2010,05:00,157,3.6,9.0,0.8,12.5
16/04/2010,06:00,169,2.2,21.8,1.1,26.7
16/04/2010,07:00,181,1.5,25.2,0.6,28.5
16/04/2010,08:00,160,1.6,45.1,1.0,32.7
16/04/2010,09:00,119,2.7,43.7,1.6,19.9
16/04/2010,10:00,107,2.8,36.5,1.5,17.2
16/04/2010,11:00,87,5.8,21.0,2.1,20.5
16/04/2010,12:00,80,7.3,7.9,1.3,19.2
16/04/2010,13:00,83,6.9,9.3,1.4,17.3
16/04/2010,14:00,83,7.4,7.8,1.4,22.0
16/04/2010,15:00,81,7.5,8.2,1.5,26.0
16/04/2010,16:00,82,7.5,7.6,1.5,24.8
16/04/2010,17:00,84,6.9,8.9,1.3,24.4
16/04/2010,18:00,88,6.1,12.7,1.5,22.7
16/04/2010,19:00,92,5.2,17.8,1.8,18.0
16/04/2010,20:00,108,2.7,41.5,1.7,12.5
16/04/2010,21:00,127,3.5,30.5,1.4,13.5
16/04/2010,22:00,134,3.8,16.2,1.1,11.9
16/04/2010,23:00,135,4.3,15.6,1.3,13.2
17/04/2010,00:00,151,3.5,15.9,1.1,10.4
17/04/2010,01:00,152,3.3,18.9,1.4,9.8
17/04/2010,02:00,155,3.6,10.6,0.7,7.1
17/04/2010,03:00,154,3.1,12.9,0.9,10.1
17/04/2010,04:00,157,3.3,15.5,1.0,9.5
17/04/2010,05:00,174,1.9,24.9,0.8,10.5
17/04/2010,06:00,174,2.1,24.9,0.7,11.8
17/04/2010,07:00,167,2.3,23.0,0.9,16.1
17/04/2010,08:00,156,2.9,26.5,1.2,15.1
17/04/2010,09:00,166,2.7,24.4,0.8,15.4
17/04/2010,10:00,140,3.8,25.3,1.5,10.6
17/04/2010,11:00,127,4.3,20.1,1.3,9.8
17/04/2010,12:00,115,3.9,27.4,1.3,18.0
17/04/2010,13:00,91,6.5,17.0,1.6,12.3
17/04/2010,14:00,88,7.2,8.3,1.3,17.7
17/04/2010,15:00,87,7.7,7.6,1.3,15.1
17/04/2010,16:00,87,8.1,7.6,1.4,17.5
17/04/2010,17:00,91,7.0,8.8,1.3,16.8
17/04/2010,18:00,101,5.3,15.7,1.5,14.6
17/04/2010,19:00,109,4.7,21.2,1.5,22.7
17/04/2010,20:00,133,3.7,15.8,1.1,17.8
17/04/2010,21:00,137,4.3,12.9,1.0,22.2
17/04/2010,22:00,170,2.3,27.4,1.1,19.5
17/04/2010,23:00,165,2.2,17.3,0.7,18.0
18/04/2010,00:00,159,2.7,13.9,0.8,17.1
18/04/2010,01:00,156,3.2,9.6,0.7,15.8
18/04/2010,02:00,155,3.2,8.6,0.6,16.2
18/04/2010,03:00,157,2.8,14.0,0.8,18.7
18/04/2010,04:00,178,1.7,22.1,0.6,13.5
18/04/2010,05:00,196,2.5,13.6,0.8,14.6
18/04/2010,06:00,189,2.5,18.7,1.1,14.0
18/04/2010,07:00,188,2.2,16.9,0.7,15.5
18/04/2010,08:00,185,2.2,25.4,0.9,19.5
18/04/2010,09:00,133,4.0,18.1,1.2,23.8
18/04/2010,10:00,135,4.6,14.8,1.3,22.3
18/04/2010,11:00,125,4.1,22.1,1.4,19.7
18/04/2010,12:00,94,5.7,15.5,2.1,18.9
18/04/2010,13:00,92,7.5,9.9,1.6,18.4
18/04/2010,14:00,95,6.3,13.2,1.7,19.0
18/04/2010,15:00,101,5.2,14.6,1.3,9.8
18/04/2010,16:00,109,3.6,22.3,1.6,17.5
18/04/2010,17:00,123,3.3,22.6,1.2,24.9
18/04/2010,18:00,118,2.5,24.1,0.9,22.5
18/04/2010,19:00,151,2.7,12.1,0.6,25.7
18/04/2010,20:00,141,3.8,12.1,1.1,33.5
18/04/2010,21:00,147,3.0,16.8,1.1,27.5
18/04/2010,22:00,145,3.1,14.6,1.0,30.9
18/04/2010,23:00,188,2.7,20.2,0.9,19.6
19/04/2010,00:00,159,2.5,18.7,0.9,23.0
19/04/2010,01:00,157,3.1,16.1,1.2,18.7
19/04/2010,02:00,156,3.2,11.7,0.8,21.2
19/04/2010,03:00,160,2.6,19.1,1.0,18.9
19/04/2010,04:00,157,3.8,12.7,1.1,18.0
19/04/2010,05:00,181,2.9,22.3,1.1,15.2
19/04/2010,06:00,192,3.4,10.8,0.8,16.3
19/04/2010,07:00,189,3.0,16.2,0.9,22.1
19/04/2010,08:00,139,3.5,21.3,1.3,21.8
19/04/2010,09:00,162,3.5,25.7,1.6,19.9
19/04/2010,10:00,148,4.0,12.2,0.9,22.9
19/04/2010,11:00,141,2.9,16.7,0.9,27.6
19/04/2010,12:00,151,3.2,12.4,0.9,26.6
19/04/2010,13:00,137,3.7,13.5,1.2,24.1
19/04/2010,14:00,141,4.6,14.0,1.2,24.3
19/04/2010,15:00,162,4.0,18.2,1.0,25.6
19/04/2010,16:00,176,3.6,23.6,1.1,24.2
19/04/2010,17:00,174,2.6,23.5,0.9,17.4
19/04/2010,18:00,189,1.7,17.8,0.5,12.7
19/04/2010,19:00,173,1.8,20.8,0.7,14.2
19/04/2010,20:00,155,2.0,16.9,0.7,16.9
19/04/2010,21:00,180,1.7,20.7,0.6,12.9
19/04/2010,22:00,160,2.5,14.8,0.8,12.8
19/04/2010,23:00,158,3.4,13.1,1.0,14.4
20/04/2010,00:00,171,2.7,22.9,1.0,15.1
20/04/2010,01:00,195,3.5,8.5,0.6,12.3
20/04/2010,02:00,193,2.9,13.0,0.7,8.5
20/04/2010,03:00,192,2.6,16.2,1.0,9.7
20/04/2010,04:00,193,3.6,7.8,0.9,11.0
20/04/2010,05:00,191,3.6,11.7,1.0,13.3
20/04/2010,06:00,190,3.6,12.0,0.9,14.5
20/04/2010,07:00,192,3.6,13.1,1.1,19.5
20/04/2010,08:00,191,3.5,12.8,0.9,20.0
20/04/2010,09:00,175,2.8,24.9,0.9,17.3
20/04/2010,10:00,143,2.0,27.3,0.7,
20/04/2010,11:00,101,3.8,23.5,1.1,19.3
20/04/2010,12:00,99,3.7,22.4,1.2,
20/04/2010,13:00,82,4.5,13.9,0.9,
20/04/2010,14:00,69,4.4,16.3,0.9,
20/04/2010,15:00,84,4.6,16.1,1.0,
20/04/2010,16:00,92,4.4,11.7,1.0,
20/04/2010,17:00,93,4.3,10.2,0.9,
20/04/2010,18:00,93,5.0,10.5,1.1,
20/04/2010,19:00,113,3.7,19.0,1.3,
20/04/2010,20:00,111,3.4,20.0,1.0,
20/04/2010,21:00,123,3.1,20.4,1.1,
20/04/2010,22:00,135,4.1,14.0,1.2,
20/04/2010,23:00,146,3.4,14.1,0.9,
21/04/2010,00:00,152,3.1,10.4,0.6,
21/04/2010,01:00,153,2.8,12.2,0.7,
21/04/2010,02:00,158,2.8,14.8,0.8,
21/04/2010,03:00,182,1.5,23.7,0.6,
21/04/2010,04:00,190,2.0,18.3,0.9,
21/04/2010,05:00,195,2.7,9.0,0.6,
21/04/2010,06:00,195,2.7,10.3,0.8,
21/04/2010,07:00,196,3.1,9.6,0.6,
21/04/2010,08:00,172,2.6,23.3,1.0,
21/04/2010,09:00,146,3.3,23.4,1.3,
21/04/2010,10:00,135,3.6,19.7,1.1,
21/04/2010,11:00,132,4.2,14.6,1.1,
21/04/2010,12:00,121,3.4,21.7,1.2,
21/04/2010,13:00,112,3.7,27.2,1.3,
21/04/2010,14:00,107,3.4,20.5,1.1,
21/04/2010,15:00,99,2.8,24.8,1.0,
21/04/2010,16:00,113,2.8,21.1,0.9,13.6
21/04/2010,17:00,94,4.3,13.1,1.2,20.3
21/04/2010,18:00,121,3.3,24.0,1.0,21.0
21/04/2010,19:00,158,2.1,23.2,0.8,18.6
21/04/2010,20:00,177,2.3,21.7,0.7,13.1
21/04/2010,21:00,186,3.2,17.2,1.2,2.8
21/04/2010,22:00,182,2.4,21.5,1.2,0.5
21/04/2010,23:00,168,1.6,27.0,0.7,
22/04/2010,00:00,172,1.5,23.0,0.6,0.7
22/04/2010,01:00,185,1.9,20.8,0.8,4.7
22/04/2010,02:00,196,3.0,9.3,0.6,4.3
22/04/2010,03:00,191,2.8,9.3,0.6,5.6
22/04/2010,04:00,185,1.6,25.8,0.8,6.2
22/04/2010,05:00,193,2.4,10.6,0.6,7.0
22/04/2010,06:00,196,2.7,12.6,0.7,8.3
22/04/2010,07:00,194,2.9,12.5,0.9,14.2
22/04/2010,08:00,189,3.1,15.7,1.1,36.5
22/04/2010,09:00,191,3.6,14.8,1.1,18.6
22/04/2010,10:00,155,3.9,19.4,1.3,18.9
22/04/2010,11:00,109,3.9,24.6,1.1,16.6
22/04/2010,12:00,129,3.0,39.3,1.1,24.9
22/04/2010,13:00,158,2.5,28.4,0.9,15.5
22/04/2010,14:00,184,2.4,21.0,0.7,13.8
22/04/2010,15:00,121,1.5,41.7,0.6,20.6
22/04/2010,16:00,59,2.0,17.1,0.4,16.2
22/04/2010,17:00,86,1.7,20.1,0.4,18.9
22/04/2010,18:00,93,1.4,17.0,0.5,22.0
22/04/2010,19:00,93,3.3,13.6,1.4,20.8
22/04/2010,20:00,108,3.1,18.6,1.1,8.6
22/04/2010,21:00,134,3.3,18.8,1.1,6.7
22/04/2010,22:00,133,4.0,15.8,1.2,5.7
22/04/2010,23:00,134,5.1,14.8,1.4,4.8
23/04/2010,00:00,148,3.7,10.8,0.9,7.5
23/04/2010,01:00,165,2.7,21.3,1.1,6.1
23/04/2010,02:00,143,3.1,21.2,1.2,8.5
23/04/2010,03:00,148,2.9,28.7,1.2,7.1
23/04/2010,04:00,189,2.2,16.9,0.8,7.3
23/04/2010,05:00,153,2.5,21.3,1.1,10.7
23/04/2010,06:00,174,2.8,22.5,0.9,10.3
23/04/2010,07:00,187,3.1,15.7,1.0,9.7
23/04/2010,08:00,173,2.6,24.6,0.9,17.1
23/04/2010,09:00,127,3.4,23.5,1.1,15.8
23/04/2010,10:00,124,3.7,22.6,1.2,13.7
23/04/2010,11:00,109,3.9,18.3,1.2,16.7
23/04/2010,12:00,130,4.3,17.6,1.3,12.1
23/04/2010,13:00,125,3.8,20.8,1.4,13.2
23/04/2010,14:00,111,3.4,20.4,1.1,15.9
23/04/2010,15:00,106,3.6,17.2,1.1,15.5
23/04/2010,16:00,101,3.9,19.3,1.3,21.4
23/04/2010,17:00,124,2.7,22.5,1.0,24.5
23/04/2010,18:00,148,1.4,34.2,0.6,21.4
23/04/2010,19:00,130,2.9,21.9,1.1,24.1
23/04/2010,20:00,153,3.3,9.3,0.6,12.1
23/04/2010,21:00,142,3.9,13.3,1.1,18.4
23/04/2010,22:00,135,5.3,12.2,1.3,16.6
23/04/2010,23:00,137,4.9,11.6,1.5,17.0
24/04/2010,00:00,141,3.5,18.6,1.8,12.5
24/04/2010,01:00,134,5.6,10.6,1.2,16.8
24/04/2010,02:00,133,4.5,14.1,1.1,17.0
24/04/2010,03:00,137,5.0,9.5,1.2,21.1
24/04/2010,04:00,125,4.3,18.0,1.2,23.3
24/04/2010,05:00,122,4.3,19.2,1.4,23.1
24/04/2010,06:00,139,4.0,20.5,1.2,21.1
24/04/2010,07:00,171,2.5,22.7,0.9,14.6
24/04/2010,08:00,166,2.4,21.6,1.0,20.9
24/04/2010,09:00,188,2.7,17.5,1.0,13.4
24/04/2010,10:00,156,2.4,22.0,1.0,12.3
24/04/2010,11:00,187,2.4,19.5,0.7,6.7
24/04/2010,12:00,82,2.3,55.5,1.8,16.3
24/04/2010,13:00,101,5.3,14.5,1.8,12.8
24/04/2010,14:00,118,4.7,20.8,1.4,13.2
24/04/2010,15:00,107,3.5,19.7,1.1,15.2
24/04/2010,16:00,91,3.7,16.0,1.0,22.5
24/04/2010,17:00,93,4.8,10.3,1.6,23.0
24/04/2010,18:00,99,4.6,13.8,1.3,20.2
24/04/2010,19:00,127,2.1,24.8,0.8,16.3
24/04/2010,20:00,123,1.3,24.2,0.5,18.7
24/04/2010,21:00,132,2.0,20.8,0.8,24.6
24/04/2010,22:00,164,1.7,26.8,0.8,22.6
24/04/2010,23:00,172,1.5,24.0,0.6,15.9
25/04/2010,00:00,174,2.2,24.2,0.8,10.1
25/04/2010,01:00,154,2.6,10.4,0.6,30.8
25/04/2010,02:00,156,2.7,15.3,0.9,15.4
25/04/2010,03:00,155,2.4,14.8,0.8,25.4
25/04/2010,04:00,189,1.4,15.5,0.4,9.9
25/04/2010,05:00,187,0.9,44.9,0.5,11.2
25/04/2010,06:00,190,0.8,42.7,0.5,10.3
25/04/2010,07:00,196,1.4,17.6,0.4,13.8
25/04/2010,08:00,161,1.6,21.6,0.7,17.7
25/04/2010,09:00,182,2.4,25.8,0.9,13.9
25/04/2010,10:00,146,2.4,32.0,1.1,14.4
25/04/2010,11:00,164,2.5,22.9,0.8,16.8
25/04/2010,12:00,132,1.7,34.1,0.7,5.8
25/04/2010,13:00,57,2.5,26.5,0.6,11.3
25/04/2010,14:00,28,3.6,10.9,0.4,13.9
25/04/2010,15:00,64,3.4,20.2,1.0,9.3
25/04/2010,16:00,82,4.5,10.2,1.0,11.7
25/04/2010,17:00,91,3.9,10.3,0.9,15.1
25/04/2010,18:00,87,4.7,8.3,0.9,11.7
25/04/2010,19:00,90,4.9,8.8,1.1,11.0
25/04/2010,20:00,104,3.0,14.2,0.9,11.0
25/04/2010,21:00,96,2.5,16.5,0.7,13.5
25/04/2010,22:00,133,2.4,18.3,0.8,20.1
25/04/2010,23:00,106,2.1,20.3,0.7,14.5
26/04/2010,00:00,131,2.7,18.4,0.8,16.8
26/04/2010,01:00,140,3.1,12.4,0.8,14.7
26/04/2010,02:00,153,2.1,13.8,0.6,13.7
26/04/2010,03:00,169,1.6,22.7,0.5,13.2
26/04/2010,04:00,181,1.7,12.1,0.4,7.2
26/04/2010,05:00,170,1.6,15.2,0.4,8.0
26/04/2010,06:00,183,1.6,14.9,0.4,10.9
26/04/2010,07:00,160,1.5,15.5,0.4,13.8
26/04/2010,08:00,148,1.2,30.2,0.5,8.5
26/04/2010,09:00,141,1.9,25.8,0.6,18.0
26/04/2010,10:00,83,2.5,24.6,0.9,19.0
26/04/2010,11:00,64,3.9,10.3,0.8,11.6
26/04/2010,12:00,73,4.4,8.4,0.7,13.5
26/04/2010,13:00,74,5.2,12.6,1.0,10.7
26/04/2010,14:00,79,5.4,10.8,1.0,15.3
26/04/2010,15:00,68,4.6,8.8,0.8,18.1
26/04/2010,16:00,74,3.9,12.8,0.8,24.0
26/04/2010,17:00,87,4.0,14.6,1.0,20.9
26/04/2010,18:00,110,3.2,16.3,1.0,29.1
26/04/2010,19:00,112,3.1,19.0,0.9,27.1
26/04/2010,20:00,115,2.7,18.4,0.8,25.8
26/04/2010,21:00,124,2.6,19.1,0.8,24.4
26/04/2010,22:00,120,2.9,19.3,0.9,25.0
26/04/2010,23:00,113,3.2,19.0,1.0,21.8
27/04/2010,00:00,135,4.2,11.5,1.0,21.3
27/04/2010,01:00,131,3.4,17.4,0.9,23.8
27/04/2010,02:00,122,3.0,20.7,0.9,23.5
27/04/2010,03:00,123,3.0,20.4,0.9,28.0
27/04/2010,04:00,135,4.0,12.7,1.1,22.5
27/04/2010,05:00,135,3.6,13.4,1.0,23.2
