Date,Time,Wind Direction,Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%RH),Rainfall (mm)
22/02/2010,06:00,202,1.0,15.5,0.4,17.9,90.9,0.0
22/02/2010,07:00,197,0.8,24.4,0.4,19.6,86.8,0.0
22/02/2010,08:00,203,1.0,25.5,0.5,22.8,72.5,0.0
22/02/2010,09:00,185,0.2,100.6,0.6,25.6,57.5,0.0
22/02/2010,10:00,354,0.6,63.5,0.6,27.4,50.7,0.0
22/02/2010,11:00,13,0.7,181.7,0.6,28.3,49.3,0.0
22/02/2010,12:00,355,0.8,150.3,0.7,28.9,45.9,0.0
22/02/2010,13:00,328,1.0,55.5,0.7,29.7,43.7,0.0
22/02/2010,14:00,341,0.9,40.5,0.6,30.7,39.8,0.0
22/02/2010,15:00,333,0.8,54.4,0.7,31.3,40.5,0.0
22/02/2010,16:00,66,1.6,40.5,1.1,29.8,46.9,0.0
22/02/2010,17:00,76,2.1,21.5,0.8,27.8,59.3,0.0
22/02/2010,18:00,62,1.5,21.1,0.7,26.1,67.2,0.0
22/02/2010,19:00,333,0.6,138.4,0.4,24.4,74.5,0.0
22/02/2010,20:00,301,0.9,12.1,0.3,23.3,79.8,0.0
22/02/2010,21:00,312,0.6,30.6,0.3,22.8,81.0,0.0
22/02/2010,22:00,305,0.4,28.4,0.2,22.6,82.6,0.0
22/02/2010,23:00,273,0.3,91.8,0.4,22.1,84.0,0.0
23/02/2010,00:00,219,0.5,27.6,0.3,21.3,86.1,0.0
23/02/2010,01:00,226,1.0,12.0,0.5,20.8,88.6,0.0
23/02/2010,02:00,221,1.0,11.8,0.4,20.4,89.2,0.0
23/02/2010,03:00,220,0.9,15.3,0.4,20.3,90.2,0.0
23/02/2010,04:00,199,0.4,28.8,0.3,20.0,90.6,0.0
23/02/2010,05:00,198,0.5,26.6,0.3,19.6,90.8,0.0
23/02/2010,06:00,205,0.6,24.6,0.3,19.8,90.9,0.0
23/02/2010,07:00,221,0.6,36.1,0.4,21.6,86.2,0.0
23/02/2010,08:00,211,0.4,63.8,0.4,24.7,73.4,0.0
23/02/2010,09:00,76,0.5,80.2,0.6,26.8,65.0,0.0
23/02/2010,10:00,245,0.6,64.3,0.5,28.5,58.7,0.0
23/02/2010,11:00,86,0.4,92.1,0.6,30.1,52.6,0.0
23/02/2010,12:00,100,0.7,46.0,0.5,31.0,47.3,0.0
23/02/2010,13:00,108,0.4,80.7,0.6,32.7,39.1,0.0
23/02/2010,14:00,218,0.4,77.8,0.6,33.8,33.7,0.0
23/02/2010,15:00,74,1.3,42.5,0.8,33.1,34.7,0.0
23/02/2010,16:00,72,1.5,30.0,0.7,32.8,39.2,0.0
23/02/2010,17:00,71,1.6,18.3,0.7,31.5,48.5,0.0
23/02/2010,18:00,21,0.4,115.4,0.5,29.7,59.3,0.0
23/02/2010,19:00,13,0.4,125.5,0.5,27.7,68.4,0.0
23/02/2010,20:00,17,0.7,47.4,1.5,26.5,71.2,0.0
23/02/2010,21:00,262,0.5,126.9,0.9,25.9,69.7,0.0
23/02/2010,22:00,236,1.0,59.5,0.9,23.1,78.1,0.9
23/02/2010,23:00,275,0.7,32.2,0.5,22.7,81.2,0.0
24/02/2010,00:00,219,1.5,20.0,0.8,23.6,74.5,0.0
24/02/2010,01:00,217,1.3,20.3,0.7,23.9,74.4,0.0
24/02/2010,02:00,218,1.2,22.0,0.7,23.6,75.3,0.0
24/02/2010,03:00,213,1.5,18.2,0.7,23.1,76.3,0.0
24/02/2010,04:00,216,1.7,20.5,0.9,22.7,77.5,0.0
24/02/2010,05:00,219,2.0,18.5,0.9,22.6,77.9,0.0
24/02/2010,06:00,220,2.2,17.8,0.9,23.1,76.8,0.0
24/02/2010,07:00,217,2.5,20.7,1.1,23.6,73.3,0.0
24/02/2010,08:00,214,2.5,20.6,1.1,24.3,71.1,0.0
24/02/2010,09:00,212,2.5,22.4,1.4,25.0,66.5,0.0
24/02/2010,10:00,214,2.2,22.0,1.2,25.4,63.9,0.0
24/02/2010,11:00,218,2.3,24.3,1.3,26.2,62.1,0.0
24/02/2010,12:00,211,1.9,27.5,1.2,26.5,60.8,0.0
24/02/2010,13:00,213,1.7,30.4,1.1,26.8,59.8,0.0
24/02/2010,14:00,262,1.9,31.8,1.2,26.3,60.3,0.0
24/02/2010,15:00,229,0.8,61.6,0.7,25.1,65.4,0.0
24/02/2010,16:00,177,0.6,45.8,0.4,24.8,64.3,0.0
24/02/2010,17:00,128,0.5,49.3,0.5,24.4,66.1,0.0
24/02/2010,18:00,116,0.4,47.9,0.3,23.3,70.4,0.0
24/02/2010,19:00,139,0.3,56.2,0.3,22.9,73.9,0.0
24/02/2010,20:00,139,0.2,48.1,0.2,22.3,75.2,0.0
24/02/2010,21:00,108,0.2,40.6,0.2,21.9,77.0,0.0
24/02/2010,22:00,,0.0,93.1,0.3,21.6,78.5,0.0
24/02/2010,23:00,264,0.7,21.5,0.4,21.4,78.9,0.0
25/02/2010,00:00,213,0.7,21.8,0.4,21.2,78.7,0.0
25/02/2010,01:00,214,1.1,15.0,0.5,21.4,77.6,0.0
25/02/2010,02:00,200,0.6,36.3,0.5,21.4,78.7,0.0
25/02/2010,03:00,207,0.7,26.9,0.4,21.0,81.0,0.0
25/02/2010,04:00,217,1.3,20.1,0.7,20.9,81.7,0.0
25/02/2010,05:00,216,1.3,18.3,0.7,20.8,79.3,0.0
25/02/2010,06:00,220,1.3,20.2,0.6,21.0,79.4,0.0
25/02/2010,07:00,206,1.1,32.9,0.8,22.3,74.4,0.0
25/02/2010,08:00,212,1.0,41.3,0.8,23.6,68.2,0.0
25/02/2010,09:00,207,1.1,34.9,0.8,24.8,64.1,0.0
25/02/2010,10:00,195,0.8,42.1,0.6,24.5,65.8,0.1
25/02/2010,11:00,157,0.5,77.1,0.6,23.5,74.5,1.1
25/02/2010,12:00,124,1.3,58.0,1.3,24.5,66.5,1.0
25/02/2010,13:00,83,0.4,120.7,0.9,22.4,79.6,0.1
25/02/2010,14:00,183,1.6,52.2,1.3,24.3,64.1,0.0
25/02/2010,15:00,183,1.7,27.3,0.9,24.1,60.2,0.0
25/02/2010,16:00,173,1.3,29.9,0.8,23.9,60.6,0.0
25/02/2010,17:00,169,0.9,39.4,0.7,23.5,58.6,0.0
25/02/2010,18:00,238,0.2,83.5,0.3,22.7,62.8,0.0
25/02/2010,19:00,254,0.6,25.3,0.4,21.3,66.5,0.0
25/02/2010,20:00,256,0.5,38.3,0.4,20.6,69.1,0.0
25/02/2010,21:00,255,0.8,18.3,0.5,20.4,69.8,0.0
25/02/2010,22:00,265,0.4,32.8,0.3,20.1,71.4,0.0
25/02/2010,23:00,255,0.9,23.1,0.5,19.3,75.1,0.0
26/02/2010,00:00,203,0.7,32.0,0.5,18.8,77.3,0.0
26/02/2010,01:00,206,0.8,31.3,0.4,18.5,79.6,0.0
26/02/2010,02:00,220,1.4,15.4,0.6,18.7,78.9,0.0
26/02/2010,03:00,218,1.3,19.0,0.6,19.2,78.2,0.0
26/02/2010,04:00,210,1.0,24.1,0.6,18.8,78.5,0.0
26/02/2010,05:00,214,1.2,20.9,0.6,18.6,78.6,0.0
26/02/2010,06:00,221,1.2,22.3,0.6,19.1,77.5,0.0
26/02/2010,07:00,211,1.3,27.1,0.8,20.8,71.6,0.0
26/02/2010,08:00,205,1.1,39.5,0.8,22.5,64.3,0.0
26/02/2010,09:00,187,0.8,56.8,0.7,23.7,60.5,0.0
26/02/2010,10:00,107,2.0,37.9,1.7,24.0,59.6,0.0
26/02/2010,11:00,147,0.8,78.3,1.0,22.4,69.3,0.0
26/02/2010,12:00,134,0.7,75.1,0.9,25.7,53.1,0.0
26/02/2010,13:00,104,1.8,28.8,1.0,25.1,54.4,0.0
26/02/2010,14:00,185,2.4,22.4,1.1,26.0,49.1,0.0
26/02/2010,15:00,95,2.7,18.2,1.0,26.1,49.5,0.0
26/02/2010,16:00,189,3.5,13.8,1.2,24.8,51.5,0.0
26/02/2010,17:00,186,1.8,16.0,0.9,24.1,57.6,0.0
26/02/2010,18:00,168,1.2,78.0,1.3,22.4,68.4,0.0
26/02/2010,19:00,239,0.4,59.3,0.4,20.9,74.8,0.0
26/02/2010,20:00,257,0.3,46.8,0.3,21.0,71.4,0.0
26/02/2010,21:00,255,0.9,19.3,0.4,20.5,73.9,0.0
26/02/2010,22:00,221,0.4,80.1,0.5,19.8,80.0,0.2
26/02/2010,23:00,265,0.8,23.3,0.4,19.5,83.6,0.0
27/02/2010,00:00,205,0.8,25.9,0.4,19.7,81.1,0.0
27/02/2010,01:00,213,1.0,20.0,0.4,19.0,81.5,0.0
27/02/2010,02:00,214,1.0,17.7,0.5,18.7,82.4,0.0
27/02/2010,03:00,201,0.8,20.7,0.4,18.6,82.7,0.0
27/02/2010,04:00,208,0.9,25.0,0.6,18.6,83.4,0.0
27/02/2010,05:00,201,0.9,21.1,0.5,19.0,81.9,0.0
27/02/2010,06:00,200,0.8,30.5,0.5,19.5,81.3,0.0
27/02/2010,07:00,200,0.6,30.0,0.4,20.5,79.6,0.0
27/02/2010,08:00,213,1.1,28.2,0.8,22.3,74.5,0.0
27/02/2010,09:00,216,1.1,42.2,0.8,24.5,63.6,0.0
27/02/2010,10:00,215,1.3,37.9,0.9,25.7,59.9,0.0
27/02/2010,11:00,214,1.2,34.5,0.9,26.5,57.6,0.0
27/02/2010,12:00,211,1.2,36.1,0.8,26.9,57.0,0.0
27/02/2010,13:00,238,0.8,46.0,0.6,26.1,63.2,0.0
27/02/2010,14:00,99,0.5,109.5,0.9,26.3,60.1,0.0
27/02/2010,15:00,184,1.4,68.9,1.2,26.1,60.2,0.0
27/02/2010,16:00,171,1.3,52.8,1.2,24.9,66.8,0.0
27/02/2010,17:00,270,0.1,128.5,0.4,23.1,77.9,0.2
27/02/2010,18:00,244,0.8,37.2,0.5,21.7,84.4,0.0
27/02/2010,19:00,234,0.3,78.5,0.4,21.7,83.4,0.0
27/02/2010,20:00,255,0.9,23.5,0.4,21.3,86.1,0.0
27/02/2010,21:00,261,0.8,23.1,0.4,21.5,86.3,0.0
27/02/2010,22:00,268,0.6,24.2,0.4,21.4,85.7,0.0
27/02/2010,23:00,264,0.7,28.4,0.5,21.0,85.6,0.0
28/02/2010,00:00,214,0.9,16.8,0.5,20.8,85.5,0.0
28/02/2010,01:00,210,0.9,18.9,0.5,20.5,85.5,0.0
28/02/2010,02:00,220,1.1,16.0,0.5,20.1,86.6,0.0
28/02/2010,03:00,219,1.5,12.0,0.5,19.8,88.4,0.0
28/02/2010,04:00,219,1.3,11.7,0.5,19.5,88.5,0.0
28/02/2010,05:00,216,1.3,12.4,0.5,19.3,89.1,0.0
28/02/2010,06:00,210,1.1,21.2,0.5,19.9,86.2,0.0
28/02/2010,07:00,207,1.0,24.8,0.5,21.6,80.6,0.0
28/02/2010,08:00,214,1.0,31.7,0.6,23.8,71.4,0.0
28/02/2010,09:00,155,0.1,105.1,0.5,25.8,63.9,0.0
28/02/2010,10:00,91,1.0,45.9,0.6,27.2,60.9,0.0
28/02/2010,11:00,64,1.3,45.8,0.8,27.2,61.7,0.0
28/02/2010,12:00,85,2.0,29.1,1.2,26.9,60.3,0.0
28/02/2010,13:00,79,2.2,23.0,1.0,25.4,70.8,0.0
28/02/2010,14:00,188,2.2,18.0,0.8,25.5,67.1,0.0
28/02/2010,15:00,186,1.6,21.8,0.8,25.3,66.1,0.0
28/02/2010,16:00,24,1.2,45.2,0.8,24.1,77.6,6.2
28/02/2010,17:00,6,0.2,181.3,0.3,22.8,85.2,0.1
28/02/2010,18:00,254,0.2,89.9,0.2,23.1,85.2,0.0
28/02/2010,19:00,302,0.1,106.8,0.2,23.2,85.1,0.0
28/02/2010,20:00,309,0.2,58.9,0.2,22.9,85.1,0.0
28/02/2010,21:00,237,0.2,69.9,0.2,22.6,83.6,0.0
28/02/2010,22:00,248,0.5,31.6,0.4,22.6,85.7,0.0
28/02/2010,23:00,257,0.5,17.8,0.2,22.2,87.7,0.0
01/03/2010,00:00,230,0.4,50.7,0.6,22.0,88.8,0.2
01/03/2010,01:00,237,1.5,28.2,1.3,21.9,89.2,0.0
01/03/2010,02:00,213,0.7,33.6,0.5,21.5,88.7,0.0
01/03/2010,03:00,213,0.5,34.5,0.4,21.5,89.2,0.1
01/03/2010,04:00,209,0.3,46.6,0.3,21.4,89.0,0.1
01/03/2010,05:00,212,0.5,29.8,0.3,21.2,89.4,0.1
01/03/2010,06:00,221,2.1,17.1,2.2,21.2,89.9,0.3
01/03/2010,07:00,224,1.0,16.9,0.4,21.5,89.9,0.2
01/03/2010,08:00,225,0.9,20.5,0.4,22.3,88.7,0.0
01/03/2010,09:00,217,0.6,37.8,0.4,23.2,83.1,0.0
01/03/2010,10:00,217,0.8,25.8,0.6,23.7,80.7,0.1
01/03/2010,11:00,206,0.6,49.3,0.5,24.8,75.1,0.0
01/03/2010,12:00,213,1.9,29.8,1.4,24.3,69.7,0.0
01/03/2010,13:00,209,1.3,28.4,0.9,23.5,69.9,0.0
01/03/2010,14:00,214,0.2,82.1,0.4,22.1,84.2,0.4
01/03/2010,15:00,263,0.4,55.2,0.4,21.3,87.3,1.7
01/03/2010,16:00,236,0.4,69.8,0.5,21.1,88.1,0.6
01/03/2010,17:00,259,0.6,33.0,0.4,20.8,88.3,1.2
01/03/2010,18:00,261,0.7,26.4,0.4,20.2,88.4,1.8
01/03/2010,19:00,260,0.8,21.7,0.4,19.9,89.2,1.5
01/03/2010,20:00,259,0.8,23.9,0.4,19.6,89.7,1.1
01/03/2010,21:00,254,0.7,28.7,0.3,19.9,90.6,3.6
01/03/2010,22:00,255,0.8,21.9,0.4,19.9,90.8,1.7
01/03/2010,23:00,255,0.9,21.0,0.4,19.7,90.4,0.6
02/03/2010,00:00,212,0.9,22.4,0.5,19.7,90.3,0.3
02/03/2010,01:00,208,1.0,21.9,0.6,19.3,89.2,0.3
02/03/2010,02:00,213,1.1,20.0,0.5,19.2,89.5,0.1
02/03/2010,03:00,216,1.1,19.4,0.6,19.0,88.6,0.0
02/03/2010,04:00,215,1.1,20.1,0.5,19.1,85.4,0.0
02/03/2010,05:00,210,0.9,21.1,0.5,19.2,83.9,1.5
02/03/2010,06:00,216,1.3,15.0,0.5,18.5,88.3,0.9
02/03/2010,07:00,209,1.2,18.6,0.6,18.4,87.3,0.4
02/03/2010,08:00,214,1.0,19.0,0.4,18.9,86.9,1.6
02/03/2010,09:00,221,0.9,44.7,0.6,19.3,87.8,0.5
02/03/2010,10:00,207,0.9,24.3,0.5,19.5,86.3,0.6
02/03/2010,11:00,210,0.8,39.1,0.6,19.7,87.3,0.6
02/03/2010,12:00,210,0.9,30.7,0.6,20.4,85.8,0.6
02/03/2010,13:00,204,1.2,28.9,0.8,19.9,86.4,1.2
02/03/2010,14:00,262,1.3,22.6,0.8,19.6,87.3,1.3
02/03/2010,15:00,263,1.3,20.7,0.7,19.4,87.3,0.8
02/03/2010,16:00,254,1.3,19.1,0.6,19.1,88.7,1.3
02/03/2010,17:00,253,1.3,24.8,0.7,18.8,89.1,2.0
02/03/2010,18:00,261,0.8,31.6,0.5,18.7,89.5,1.1
02/03/2010,19:00,267,1.0,23.0,0.6,18.8,90.1,0.0
02/03/2010,20:00,260,1.1,27.5,0.7,18.9,90.1,0.0
02/03/2010,21:00,256,1.1,22.2,0.6,18.9,89.2,0.0
02/03/2010,22:00,263,1.1,22.8,0.6,18.9,87.9,0.0
02/03/2010,23:00,264,1.0,19.8,0.5,18.9,86.3,0.0
03/03/2010,00:00,213,1.2,17.2,0.6,18.9,86.3,0.0
03/03/2010,01:00,216,1.1,19.1,0.5,18.8,86.2,0.0
03/03/2010,02:00,212,1.3,18.4,0.5,18.7,86.5,0.0
03/03/2010,03:00,218,0.8,59.2,0.6,19.1,85.4,0.0
03/03/2010,04:00,213,1.3,14.0,0.5,18.8,85.8,0.0
03/03/2010,05:00,202,0.8,22.0,0.4,19.1,83.9,0.0
03/03/2010,06:00,213,1.0,19.3,0.5,19.5,82.8,0.0
03/03/2010,07:00,212,1.2,20.5,0.6,20.6,80.5,0.0
03/03/2010,08:00,211,1.0,32.0,0.7,22.4,77.9,0.0
03/03/2010,09:00,201,0.8,63.6,0.9,23.8,71.7,0.0
03/03/2010,10:00,111,1.9,23.2,1.0,25.9,60.9,0.0
03/03/2010,11:00,108,2.7,19.4,1.1,26.7,57.4,0.0
03/03/2010,12:00,108,2.4,20.8,1.0,26.4,60.8,0.0
03/03/2010,13:00,105,2.8,15.8,1.0,26.2,61.3,0.1
03/03/2010,14:00,102,1.7,43.7,1.2,25.1,72.7,0.0
03/03/2010,15:00,162,1.1,44.1,0.9,24.8,69.8,0.0
03/03/2010,16:00,191,0.6,69.0,0.7,23.8,74.9,0.0
03/03/2010,17:00,164,0.7,45.1,0.6,23.3,71.3,0.0
03/03/2010,18:00,127,0.5,50.0,0.4,22.7,70.3,0.0
03/03/2010,19:00,,0.0,95.8,0.3,21.5,75.4,0.0
03/03/2010,20:00,265,0.6,28.0,0.4,20.9,77.1,0.0
03/03/2010,21:00,267,0.5,29.8,0.3,20.8,76.5,0.0
03/03/2010,22:00,230,0.1,85.6,0.3,20.7,74.9,0.0
03/03/2010,23:00,173,1.1,41.3,0.8,21.3,74.2,0.0
04/03/2010,00:00,180,0.4,50.8,0.4,21.4,73.1,0.0
04/03/2010,01:00,204,0.5,32.3,0.4,20.4,77.5,0.0
04/03/2010,02:00,218,0.7,20.7,0.4,20.0,78.9,0.0
04/03/2010,03:00,206,0.6,40.7,0.5,19.9,79.9,0.0
04/03/2010,04:00,200,0.5,28.4,0.3,19.7,79.6,0.0
04/03/2010,05:00,206,0.7,32.2,0.4,19.3,81.6,0.0
04/03/2010,06:00,211,0.7,23.6,0.5,19.5,81.4,0.0
04/03/2010,07:00,204,0.7,45.7,0.5,22.1,70.7,0.0
04/03/2010,08:00,123,1.3,34.2,0.9,24.5,58.9,0.0
04/03/2010,09:00,115,1.8,25.2,0.9,24.8,55.2,0.0
04/03/2010,10:00,108,2.0,26.6,1.0,25.6,55.2,0.0
04/03/2010,11:00,98,2.8,17.8,1.0,25.2,56.3,0.0
04/03/2010,12:00,103,2.0,25.9,1.0,25.2,58.2,0.0
04/03/2010,13:00,103,2.7,18.4,1.0,25.4,54.6,0.0
04/03/2010,14:00,187,2.5,21.2,1.0,25.6,53.4,0.0
04/03/2010,15:00,189,2.7,16.0,1.0,24.9,55.7,0.0
04/03/2010,16:00,184,2.8,15.0,1.0,24.7,52.9,0.0
04/03/2010,17:00,153,1.6,46.8,0.9,24.2,57.8,0.0
04/03/2010,18:00,180,1.4,23.6,0.8,23.3,62.1,0.0
04/03/2010,19:00,186,0.1,91.8,0.3,22.8,66.1,0.0
04/03/2010,20:00,192,0.4,66.7,0.5,22.5,67.9,0.0
04/03/2010,21:00,166,0.4,62.2,0.5,22.4,70.8,0.0
04/03/2010,22:00,237,0.1,85.2,0.2,22.2,71.2,0.0
04/03/2010,23:00,153,0.3,54.8,0.3,22.1,70.3,0.0
05/03/2010,00:00,218,0.4,22.8,0.3,21.9,71.3,0.0
05/03/2010,01:00,203,0.4,27.0,0.2,21.4,73.7,0.0
05/03/2010,02:00,195,0.5,19.4,0.3,20.9,75.9,0.0
05/03/2010,03:00,211,0.7,22.6,0.4,20.0,79.9,0.0
05/03/2010,04:00,218,0.9,17.1,0.5,19.5,83.3,0.0
05/03/2010,05:00,216,1.1,21.2,0.5,19.1,84.3,0.0
05/03/2010,06:00,217,1.2,20.0,0.6,19.7,83.2,0.0
05/03/2010,07:00,208,0.8,32.9,0.5,21.2,76.7,0.0
05/03/2010,08:00,228,0.6,60.2,0.6,23.4,69.4,0.0
05/03/2010,09:00,94,1.4,43.0,0.9,24.8,63.6,0.0
05/03/2010,10:00,83,2.2,21.4,0.9,25.4,61.5,0.0
05/03/2010,11:00,86,2.5,19.1,0.9,26.0,58.8,0.0
05/03/2010,12:00,96,2.2,19.9,0.8,26.2,57.6,0.0
05/03/2010,13:00,88,2.3,17.7,0.8,26.1,57.7,0.0
05/03/2010,14:00,72,2.1,20.8,0.9,25.2,66.1,0.0
05/03/2010,15:00,80,2.5,18.3,0.9,24.7,68.1,0.0
05/03/2010,16:00,92,1.7,19.2,0.6,23.6,75.9,0.0
05/03/2010,17:00,150,0.9,49.3,0.6,23.5,77.5,0.0
05/03/2010,18:00,66,0.2,67.4,0.3,22.6,81.6,0.4
05/03/2010,19:00,123,0.5,50.1,0.3,21.6,88.1,0.0
05/03/2010,20:00,241,0.2,103.0,0.2,21.6,89.3,0.0
05/03/2010,21:00,245,0.5,30.4,0.3,21.5,88.6,0.0
05/03/2010,22:00,240,0.4,41.3,0.2,21.7,87.7,0.0
05/03/2010,23:00,246,0.6,43.6,0.3,21.6,86.6,0.0
06/03/2010,00:00,213,0.4,45.7,0.2,21.6,87.0,0.3
06/03/2010,01:00,231,0.3,75.6,0.3,21.3,88.9,0.5
06/03/2010,02:00,222,0.8,18.7,0.4,21.2,89.7,0.0
06/03/2010,03:00,211,0.8,20.2,0.5,21.1,90.1,0.1
06/03/2010,04:00,207,0.6,30.7,0.4,21.0,89.6,0.0
06/03/2010,05:00,217,0.6,26.6,0.3,20.8,89.5,0.0
06/03/2010,06:00,221,0.8,18.5,0.4,20.9,90.0,0.0
06/03/2010,07:00,200,0.4,57.9,0.4,21.1,89.1,0.0
06/03/2010,08:00,119,0.1,109.0,0.3,21.8,88.2,0.0
06/03/2010,09:00,16,0.1,150.3,0.3,22.3,86.8,0.0
06/03/2010,10:00,29,0.3,162.8,0.4,23.0,84.8,0.1
06/03/2010,11:00,240,0.6,26.2,0.3,22.9,85.9,0.1
06/03/2010,12:00,64,0.4,99.0,0.5,23.9,82.2,0.0
06/03/2010,13:00,60,1.0,34.2,0.7,24.0,79.1,0.0
06/03/2010,14:00,112,0.2,87.3,0.6,23.5,80.9,0.0
06/03/2010,15:00,277,0.4,62.2,0.3,23.0,84.1,0.3
06/03/2010,16:00,195,0.9,42.4,0.8,23.3,79.2,0.0
06/03/2010,17:00,171,0.7,41.3,0.8,23.4,75.9,0.1
06/03/2010,18:00,204,0.4,72.5,0.5,21.6,85.7,0.0
06/03/2010,19:00,242,0.4,31.5,0.3,21.6,84.9,0.0
06/03/2010,20:00,247,0.7,43.4,0.6,21.8,81.7,0.0
06/03/2010,21:00,251,0.4,70.6,0.4,22.0,81.5,0.0
06/03/2010,22:00,245,0.7,22.2,0.3,21.7,82.2,0.0
06/03/2010,23:00,267,0.5,25.7,0.3,21.5,84.2,0.0
07/03/2010,00:00,205,0.6,31.7,0.4,21.4,84.5,0.0
07/03/2010,01:00,217,0.8,17.6,0.4,21.1,86.9,0.0
07/03/2010,02:00,216,0.9,15.9,0.4,20.8,87.7,0.0
07/03/2010,03:00,216,0.7,20.7,0.4,20.8,86.8,0.0
07/03/2010,04:00,230,0.5,60.1,0.4,20.7,87.5,0.0
07/03/2010,05:00,214,0.6,25.0,0.3,20.5,89.2,0.0
07/03/2010,06:00,212,0.8,18.4,0.4,20.6,89.0,0.0
07/03/2010,07:00,199,0.5,33.1,0.4,21.6,85.0,0.0
07/03/2010,08:00,248,0.3,126.0,0.4,22.8,80.5,0.0
07/03/2010,09:00,74,1.0,39.7,0.7,24.4,71.9,0.0
07/03/2010,10:00,80,2.0,28.9,0.9,24.6,67.3,0.0
07/03/2010,11:00,94,2.0,21.1,0.8,25.5,59.6,0.0
07/03/2010,12:00,2,1.6,170.2,0.7,24.7,66.7,0.0
07/03/2010,13:00,359,1.8,23.3,0.8,23.1,76.3,0.0
07/03/2010,14:00,264,0.4,77.0,0.6,23.8,74.5,0.0
07/03/2010,15:00,83,0.6,87.9,0.9,24.5,68.9,0.0
07/03/2010,16:00,51,0.7,45.3,0.5,24.3,69.3,0.0
07/03/2010,17:00,92,0.8,24.3,0.5,24.2,67.4,0.0
07/03/2010,18:00,83,0.4,37.7,0.3,23.7,68.7,0.0
07/03/2010,19:00,226,0.2,78.7,0.3,23.0,75.5,0.0
07/03/2010,20:00,250,0.6,25.6,0.3,22.1,78.7,0.0
07/03/2010,21:00,260,0.5,29.6,0.3,21.7,80.9,0.0
07/03/2010,22:00,230,0.5,60.9,0.5,21.6,84.0,0.0
07/03/2010,23:00,47,0.2,166.4,0.3,21.8,79.2,0.0
08/03/2010,00:00,210,0.4,20.7,0.3,21.7,78.9,0.0
08/03/2010,01:00,215,0.7,15.7,0.4,21.3,84.6,0.0
08/03/2010,02:00,211,0.9,14.9,0.4,21.0,87.1,0.0
08/03/2010,03:00,215,0.8,21.4,0.4,20.9,87.0,0.0
08/03/2010,04:00,213,0.6,27.0,0.5,20.4,87.9,0.0
08/03/2010,05:00,214,0.7,34.3,0.5,20.3,88.9,0.0
08/03/2010,06:00,211,0.8,22.4,0.5,20.3,89.9,0.0
08/03/2010,07:00,215,0.9,22.3,0.5,20.7,89.4,0.0
08/03/2010,08:00,208,0.7,37.6,0.5,21.2,88.7,0.1
08/03/2010,09:00,220,0.7,44.2,0.5,21.6,88.0,0.0
08/03/2010,10:00,235,0.7,39.2,0.4,21.5,87.2,0.0
08/03/2010,11:00,159,0.3,75.4,0.3,22.5,83.3,0.0
08/03/2010,12:00,358,0.7,65.9,0.7,24.9,70.7,0.0
08/03/2010,13:00,358,1.3,27.2,0.6,25.0,67.4,0.0
08/03/2010,14:00,340,1.1,145.3,0.8,24.5,69.7,0.0
08/03/2010,15:00,176,0.8,38.3,0.5,23.8,74.8,0.0
08/03/2010,16:00,190,1.2,20.0,0.5,23.7,74.6,0.0
08/03/2010,17:00,187,1.0,25.1,0.5,23.0,77.0,0.0
08/03/2010,18:00,331,0.1,153.7,0.2,22.7,79.0,0.0
08/03/2010,19:00,247,0.4,119.5,0.4,22.5,80.9,0.0
08/03/2010,20:00,254,0.4,29.6,0.3,22.2,82.2,0.0
08/03/2010,21:00,254,0.5,15.9,0.3,21.9,83.9,0.0
08/03/2010,22:00,253,0.8,16.3,0.3,21.3,86.7,0.0
08/03/2010,23:00,247,0.7,14.5,0.3,20.6,88.5,0.0
09/03/2010,00:00,222,0.9,14.6,0.4,19.9,89.6,0.0
09/03/2010,01:00,222,0.8,12.0,0.4,19.6,90.1,0.0
09/03/2010,02:00,217,0.7,18.6,0.4,19.5,90.9,0.0
09/03/2010,03:00,232,0.6,14.7,0.3,19.1,90.7,0.0
09/03/2010,04:00,215,0.4,44.4,0.3,18.6,90.7,0.0
09/03/2010,05:00,217,0.4,29.9,0.3,18.4,90.9,0.0
09/03/2010,06:00,218,0.4,38.2,0.3,18.5,91.7,0.0
09/03/2010,07:00,216,0.5,36.2,0.4,19.4,91.0,0.0
09/03/2010,08:00,213,0.5,42.8,0.5,21.2,87.4,0.0
09/03/2010,09:00,226,0.3,75.3,0.5,25.3,67.5,0.0
09/03/2010,10:00,354,0.6,159.2,0.7,27.4,55.9,0.0
09/03/2010,11:00,334,1.5,31.8,0.7,28.4,51.2,0.0
09/03/2010,12:00,311,1.1,46.2,0.8,29.1,49.5,0.0
09/03/2010,13:00,347,0.9,37.2,0.5,30.0,50.5,0.0
09/03/2010,14:00,231,0.2,72.9,0.3,28.7,57.1,0.9
09/03/2010,15:00,96,0.2,83.1,0.4,29.5,54.6,0.0
09/03/2010,16:00,282,0.5,79.9,0.6,30.5,49.6,0.0
09/03/2010,17:00,296,0.9,22.7,0.4,29.7,51.9,0.0
09/03/2010,18:00,325,0.5,136.7,0.3,28.0,56.5,0.0
09/03/2010,19:00,30,1.0,30.9,0.7,26.2,68.5,0.0
09/03/2010,20:00,57,0.7,27.4,0.3,24.7,77.7,0.0
09/03/2010,21:00,71,0.4,58.6,0.4,23.7,82.6,0.0
